,puma,ENG_prof_mf_t,ENG_prof_m,ENG_prof_f,NO_ENG_prof_mf_t,NO_ENG_prof_m,NO_ENG_prof_f
0,Total Geo,62.329075505261144,65.3425874456468,59.506619761484224,37.67092449473885,34.657412554353186,40.493380238515776
1,Monroe County (Central)--Rochester City (East) PUMA,43.403093721565064,67.29249011857708,23.0185497470489,56.59690627843494,32.70750988142292,76.9814502529511
2,NYC-Brooklyn Community District 4--Bushwick PUMA,47.88204626914304,55.19463997964549,41.12530365958781,52.11795373085696,44.805360020354506,58.87469634041219
3,NYC-Manhattan Community District 10--Central Harlem PUMA,83.37184719012734,83.08858360966367,83.67743254292724,16.62815280987266,16.911416390336335,16.322567457072772
4,Ontario & Yates Counties PUMA,40.379546652609385,36.92142088266954,43.69834710743802,59.62045334739061,63.078579117330456,56.30165289256198
5,Albany County (Outside Albany City) PUMA,88.56990252370143,86.62346679009488,91.22474747474747,11.430097476298572,13.376533209905114,8.775252525252524
6,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",71.90388170055454,60.775862068965516,91.96891191709845,28.09611829944547,39.224137931034484,8.031088082901555
7,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,49.526431119723284,53.687431071898686,45.212098856510515,50.47356888027672,46.31256892810132,54.78790114348949
8,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",86.35264532353226,88.98727172108467,83.44855632370883,13.647354676467744,11.01272827891533,16.551443676291175
9,Warren & Washington Counties PUMA,57.947686116700204,38.70967741935484,100.0,42.052313883299796,61.29032258064516,0.0
10,Erie County (North Central) PUMA,92.25068471081038,93.58090185676392,90.1928600738613,7.749315289189624,6.419098143236074,9.807139926138696
11,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",85.31903765690376,93.07684287352727,77.5107566376325,14.680962343096235,6.923157126472734,22.48924336236751
12,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,75.29631940112289,83.601756954612,69.1304347826087,24.703680598877106,16.398243045387993,30.869565217391305
13,Nassau County (Central)--Hempstead Town (Northeast) PUMA,91.48625194117109,97.25560538116592,85.49888309754282,8.513748058828902,2.7443946188340806,14.501116902457186
14,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,74.45455858979916,81.9327731092437,69.90471763885662,25.545441410200837,18.067226890756302,30.09528236114339
15,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,82.81898776792728,93.689721686415,75.35024611889436,17.18101223207272,6.310278313585009,24.64975388110564
16,Onondaga County (Central)--Syracuse City PUMA,59.2525195968645,64.57159798399051,54.49482895783612,40.7474804031355,35.428402016009485,45.50517104216388
17,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,64.33941997851772,65.64824654622741,63.002171552660144,35.660580021482275,34.35175345377258,36.99782844733985
18,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,82.31477422183254,78.04442681475605,85.6985698569857,17.68522577816747,21.955573185243953,14.3014301430143
