,puma,BABS_mf_t,BABS_m,BABS_f,HS_mf_t,HS_m,HS_f,HSINC_mf_t,HSINC_m,HSINC_f
34,Niagara County (North & East) PUMA,27.65389534560418,22.80928310519131,32.5448856440438,67.02070473966153,71.2983802531085,62.70207852193995,5.3253999147342865,5.89233664170018,4.753035834016241
35,Suffolk County (Central)--Brookhaven Town (Central) PUMA,31.930533117932146,26.96710822121537,36.28095916573196,63.639741518578354,67.29152976169888,60.43896080274047,4.429725363489499,5.7413620170857405,3.2800800315275715
36,Suffolk County (East) PUMA,50.47423302472046,47.37346555092712,53.72114568053733,46.64454207757434,48.777970287905035,44.41056125993978,2.8812248977052026,3.8485641611678405,1.8682930595228904
37,Warren & Washington Counties PUMA,26.861855541524406,23.59430387483193,30.265126197523788,64.52925494598007,66.25106955139958,62.735924122346354,8.608889512495518,10.154626573768489,6.998949680129858
38,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,67.5547195622435,67.41233373639662,67.70238261111885,30.345417236662108,30.397689103855974,30.291208025637452,2.0998632010943914,2.189977159747414,2.0064093632436952
39,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",49.920764953936235,48.295143076417055,51.48243720048449,41.08941473503263,39.82567700909988,42.303438833008585,8.98982031103113,11.87917991448306,6.214123966506925
40,Westchester County (Central)--White Plains City PUMA,69.45244444444445,67.90390610673023,70.9090909090909,28.22577777777778,30.786722904823034,25.816801794031395,2.3217777777777777,1.3093709884467266,3.274107296877695
41,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",16.266894184716215,15.88554120835326,16.628271460402583,58.389404898101645,58.18587597640682,58.58227274443899,25.343700917182137,25.928582815239913,24.78945579515843
42,Erie County (North Central) PUMA,63.32443451087519,59.832079280601945,66.19415645617343,34.68057366362451,37.35089007157277,32.486333647502356,1.9949918255003003,2.8170306478252893,1.3195098963242224
43,Chautauqua County PUMA,23.485759493670884,18.619913744609036,28.475738734696492,66.88449367088609,70.53253328333021,63.14338824434331,9.629746835443038,10.847552972060754,8.380873020960195
44,Dutchess County (Southwest) PUMA,34.92546839886707,27.16786400890418,43.52274957248185,57.67855005784344,65.20287362137003,49.33979983740293,7.395981543289497,7.629262369725792,7.13745059011522
