,puma,ENG_prof_mf_t,ENG_prof_m,ENG_prof_f,NO_ENG_prof_mf_t,NO_ENG_prof_m,NO_ENG_prof_f
0,Total Geo,66.90643003866185,69.44093753892665,64.53501878572773,33.093569961338154,30.55906246107335,35.46498121427227
1,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,78.64148026474709,93.6867266591676,70.76617354824465,21.358519735252912,6.313273340832396,29.233826451755355
2,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,76.43022022584066,84.57073021692636,70.81092481282295,23.569779774159336,15.429269783073632,29.189075187177053
3,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,78.2439898461998,77.5670898280572,78.83140426718728,21.756010153800208,22.432910171942794,21.16859573281272
4,Madison & Cortland Counties PUMA,89.08629441624365,100.0,82.23140495867769,10.913705583756345,0.0,17.768595041322314
5,Ontario & Yates Counties PUMA,74.22279792746113,59.863945578231295,87.26823238566132,25.777202072538863,40.136054421768705,12.73176761433869
6,Monroe County (Central)--Greece & Gates Towns PUMA,62.58766626360338,84.13597733711048,46.540084388185655,37.41233373639661,15.864022662889518,53.459915611814345
7,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,82.31399939265108,73.68051656372823,88.89840488170432,17.686000607348923,26.319483436271756,11.101595118295686
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",91.61616161616162,90.52547770700637,93.50828729281768,8.383838383838384,9.474522292993631,6.49171270718232
9,NYC-Manhattan Community District 8--Upper East Side PUMA,96.77133451506711,96.47508786437875,96.97574893009985,3.2286654849328946,3.5249121356212525,3.0242510699001426
10,Suffolk County (Southwest)--Islip Town (South) PUMA,74.99304976369197,68.20291777188329,79.89468645284825,25.006950236308036,31.797082228116714,20.10531354715175
11,Erie County (Northwest) PUMA,91.46711635750422,100.0,83.82352941176471,8.532883642495785,0.0,16.176470588235293
12,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",74.19895331278572,78.55026314625626,70.37540805223068,25.80104668721428,21.449736853743754,29.624591947769314
13,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,67.22338988139919,69.25112251443232,65.43889359300027,32.776610118600814,30.74887748556767,34.56110640699972
14,Rockland County (North)--New City & Congers PUMA,75.07260079692037,80.24158757549613,70.49535209474087,24.927399203079624,19.75841242450388,29.504647905259134
15,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",73.61963190184049,80.82788671023965,67.2447013487476,26.380368098159508,19.172113289760347,32.75529865125241
16,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,33.41858978085217,36.09417213431107,30.72103972917234,66.58141021914781,63.90582786568893,69.27896027082767
17,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,52.82446993395899,53.2793867120954,52.387958043863236,47.17553006604101,46.7206132879046,47.612041956136764
18,Tompkins County PUMA,99.64779192630724,99.14473684210526,100.0,0.3522080736927662,0.855263157894737,0.0
