,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Avg_PINCP_mf_t,Total_Avg_PINCP_m,Total_Avg_PINCP_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Avg_PINCP_mf_t,BABS_Avg_PINCP_m,BABS_Avg_PINCP_f,Total_HS,Total_HS_m,Total_HS_f,HS_Avg_PINCP_mf_t,HS_Avg_PINCP_m,HS_Avg_PINCP_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Avg_PINCP_mf_t,HSINC_Avg_PINCP_m,HSINC_Avg_PINCP_f
89,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",7219,3740,3479,52387.93323174955,63082.96524064171,40890.543259557344,2965,1382,1583,56972.947723440135,71853.68306801736,43981.68035375869,3345,1788,1557,57110.34379671151,68759.22818791946,43733.20488118176,909,570,339,20054.565456545653,24012.280701754386,13400.0
90,Cattaraugus & Allegany Counties PUMA,358,162,196,292194.66480446927,587010.0,48520.76530612245,350,162,188,298727.1142857143,587010.0,50313.13829787234,8,0,8,6400.0,0.0,6400.0,0,0,0,#DIV/0!,0.0,0.0
91,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,347,224,123,52939.337175792505,69167.41071428571,23385.772357723577,170,170,0,85270.0,85270.0,0.0,177,54,123,21887.28813559322,18474.074074074073,23385.772357723577,0,0,0,#DIV/0!,0.0,0.0
92,Orange County (Northwest) PUMA,3665,1646,2019,49299.69986357435,56367.67922235723,43537.493808816245,1595,519,1076,58053.416927899685,68847.78420038536,52846.84014869889,1849,906,943,40810.05949161709,49027.37306843267,32915.164369034996,221,221,0,57151.13122171946,57151.13122171946,0.0
93,Columbia & Greene Counties PUMA,511,424,87,150097.84735812133,176382.0754716981,22000.0,310,310,0,235458.06451612903,235458.06451612903,0.0,201,114,87,18447.761194029852,15736.842105263158,22000.0,0,0,0,#DIV/0!,0.0,0.0
94,Suffolk County (East) PUMA,5320,3672,1648,69518.62406015038,81716.38888888889,42340.10922330097,1406,794,612,142340.4694167852,199514.48362720403,68163.72549019608,2628,1964,664,53252.511415525114,59487.780040733196,34809.638554216865,1286,914,372,23142.13063763608,27148.884026258205,13297.58064516129
95,Monroe County (East) PUMA,2786,1439,1347,59767.48025843503,62198.74913134121,57170.15590200445,1040,487,553,95786.53846153847,116117.0431211499,77882.45931283906,1531,737,794,37854.474199869364,32586.160108548167,42744.58438287154,215,215,0,41576.74418604651,41576.74418604651,0.0
96,Sullivan & Ulster (West) Counties PUMA,2535,997,1538,54650.82445759369,59019.89969909729,51818.5955786736,973,267,706,79269.47584789312,137880.8988764045,57103.39943342776,1531,699,832,39269.131286740696,29669.58512160229,47334.13461538462,31,31,0,41600.0,41600.0,0.0
97,Cayuga & Onondaga (South) Counties PUMA,144,144,0,86437.5,86437.5,0.0,103,103,0,96961.16504854368,96961.16504854368,0.0,41,41,0,60000.0,60000.0,0.0,0,0,0,#DIV/0!,0.0,0.0
98,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",10815,6051,4764,33242.77669902913,35562.62601222938,30296.2174643157,2329,986,1343,42634.56419063976,38909.63488843814,45369.32241250931,6364,3897,2467,31618.562225015714,37811.68847831665,21835.5816781516,2122,1168,954,27805.93779453346,25233.219178082192,30955.765199161426
99,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,3961,2318,1643,44592.375662711434,45848.058671268336,42820.8155812538,1457,867,590,57525.4632807138,64490.19607843137,47290.84745762712,1547,739,808,35056.10859728507,23538.2949932341,45590.346534653465,957,712,245,40317.65935214211,46303.370786516854,22922.448979591838
100,Onondaga County (Central)--Syracuse City PUMA,3540,2296,1244,39958.180790960454,43101.76829268293,34156.18971061093,1636,1117,519,62014.76772616137,64362.09489704566,56962.813102119464,1334,841,493,20600.07496251874,21529.36979785969,19014.80730223124,570,338,232,21956.666666666668,26517.751479289942,15311.637931034482
101,Ulster County (East) PUMA,2745,1907,838,42795.62841530055,45160.98584163608,37412.88782816229,621,491,130,88895.97423510467,88338.900203666,91000.0,1214,943,271,34797.364085667214,36303.28738069989,29557.19557195572,910,473,437,22006.153846153848,17999.154334038056,26343.24942791762
102,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,21874,13735,8139,42815.56368291122,47122.409901710955,35547.529180489,6077,3697,2380,56732.12769458615,60480.36245604544,50909.76470588235,12955,7934,5021,38596.39752991123,44085.48399294177,29922.744473212508,2842,2104,738,32290.70021111893,35102.742395437264,24273.71273712737
103,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,12542,7348,5194,62587.39355764631,62874.7754491018,62180.83172891798,6547,3196,3351,78583.36489995418,81109.19899874844,76174.3628767532,4557,2844,1713,47516.469168312484,54412.0253164557,36068.15528312901,1438,1308,130,37519.64534075104,36720.98623853211,45555.38461538462
104,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,2245,1603,642,65940.85523385301,79958.40299438553,30940.654205607476,1426,923,503,83004.29172510518,109468.06067172265,34443.53876739563,718,579,139,20367.82729805014,20872.711571675303,18264.748201438848,101,101,0,149000.0,149000.0,0.0
105,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,5391,2646,2745,59709.404563160824,66286.43235071807,53369.581056466304,2244,897,1347,82602.58467023174,111583.27759197324,63303.63771343727,2950,1552,1398,43517.016949152545,43263.98195876289,43797.92560801144,197,197,0,41411.16751269036,41411.16751269036,0.0
106,Saratoga County (Outer) PUMA,524,166,358,43762.59541984733,44939.75903614458,43216.75977653631,253,0,253,48547.03557312253,0.0,48547.03557312253,271,166,105,39295.94095940959,44939.75903614458,30373.333333333332,0,0,0,#DIV/0!,0.0,0.0
107,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",13605,7651,5954,91793.85740536568,95847.58855051627,86584.73799126637,9419,5772,3647,112567.81293130906,111469.57726957728,114305.95832190842,2940,1589,1351,51424.897959183676,52943.67526746381,49638.56402664693,1246,290,956,30008.025682182986,20000.0,33043.9330543933
108,NYC-Brooklyn Community District 4--Bushwick PUMA,6171,4508,1663,35313.71414681575,35852.513309671696,33853.15694527962,868,447,421,42089.688940092165,51753.57941834452,31828.97862232779,3643,2718,925,38491.21054076311,39829.02133922002,34560.21621621621,1660,1343,317,24797.349397590362,22512.28592702904,34478.233438485804
109,Suffolk County (Central)--Islip Town (East) PUMA,932,637,295,60706.75965665236,55536.106750392464,71871.86440677966,386,237,149,90718.91191709845,80592.8270042194,106825.5033557047,467,321,146,41940.47109207709,44551.40186915888,36200.0,79,79,0,25000.0,25000.0,0.0
110,Westchester County (Southwest)--Yonkers City PUMA,15324,8864,6460,64191.89702427565,70835.84499097473,55075.49535603715,7025,3479,3546,79352.97224199289,89242.0896809428,69650.70501974055,6535,4064,2471,50390.66564651875,58519.21751968504,37021.81303116147,1764,1321,443,54942.74376417234,60252.53595760787,39109.25507900677
111,Nassau County (West Central)--North Hempstead Town (South) PUMA,13323,6738,6585,74241.23523230504,76667.01276343128,71759.09567198178,8288,4240,4048,87677.88513513513,82781.58773584905,92806.41798418973,3823,1582,2241,52640.11640073241,69933.24905183312,40432.291387773315,1212,916,296,50493.81188118812,59993.44978165939,21096.283783783783
112,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",21260,10855,10405,54883.00649106303,63015.34315983418,46398.95896203748,9964,5439,4525,70030.70052187877,79568.82699025556,58565.97790055248,10352,4747,5605,39832.47855486863,43068.82241415631,37091.546476360396,944,669,275,60043.43220338983,69968.60986547085,35898.181818181816
113,Jefferson & Lewis Counties PUMA,423,260,163,81909.21985815602,119492.30769230769,21960.73619631902,260,260,0,119492.30769230769,119492.30769230769,0.0,163,0,163,21960.73619631902,0.0,21960.73619631902,0,0,0,#DIV/0!,0.0,0.0
114,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,3141,1608,1533,80708.88252148997,105639.41542288558,54558.65622961513,1634,889,745,115552.87637698898,151661.3948256468,72464.9932885906,896,493,403,49529.46428571428,56525.35496957404,40971.2158808933,611,226,385,33248.445171849424,31744.24778761062,34131.42857142857
115,Suffolk County (Northwest)--Huntington Town (South) PUMA,4334,2305,2029,80568.2510383018,89405.72668112798,70528.63479546574,1764,997,767,114008.27664399093,141792.37713139417,77892.56844850065,2100,975,1125,39561.23809523809,48936.205128205125,31436.266666666666,470,333,137,138284.25531914894,51052.252252252256,350315.3284671533
116,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,3292,2064,1228,36668.985419198056,39357.751937984496,32149.75570032573,771,452,319,52842.801556420236,52034.95575221239,53987.46081504702,1047,701,346,41995.319961795605,49634.522111269616,26518.20809248555,1474,911,563,24425.644504748983,25160.04390779363,23237.300177619894
117,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",12246,7289,4957,51315.923566878984,50991.53519001235,51792.919104296954,4732,2605,2127,67288.5460693153,64121.65067178503,71167.13681241185,5982,3487,2495,45155.53326646607,49198.22196730714,39505.49098196393,1532,1197,335,26034.595300261095,27640.93567251462,20294.925373134327
118,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,1161,755,406,176174.5908699397,249415.49668874172,39975.36945812808,1047,690,357,191099.52244508118,268794.49275362317,40932.773109243695,114,65,49,39100.87719298246,43700.0,33000.0,0,0,0,#DIV/0!,0.0,0.0
119,Monroe County (Central)--Greece & Gates Towns PUMA,2305,1025,1280,42027.73101952278,48334.55609756098,36977.34375,526,449,77,52241.44486692015,50910.9131403118,60000.0,1626,423,1203,37595.239852398525,43543.40425531915,35503.740648379055,153,153,0,54020.0,54020.0,0.0
120,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,29358,19709,9649,42972.15818516248,44673.78456542696,39496.42449994818,8014,5104,2910,62868.898178188174,61640.86010971787,65022.817869415805,13924,8919,5005,37762.02025280092,42141.24565534253,29958.16183816184,7420,5686,1734,31259.690026954177,33415.91628561379,24189.158016147634
121,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",3599,2050,1549,52537.399277577104,49824.39024390244,56127.888960619755,2020,965,1055,60620.544554455446,60818.65284974093,60439.336492890994,904,587,317,45807.5221238938,44868.824531516184,47545.74132492114,675,498,177,37360.88888888889,34361.44578313253,45800.0
122,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,14493,9019,5474,56089.68605533706,57741.10987914403,53368.78881987578,8203,4599,3604,72523.50237717909,79021.556860187,64231.45116537181,4841,3159,1682,32820.064036356125,33360.02849002849,31805.945303210465,1449,1261,188,40797.51552795031,41207.454401268835,38047.87234042553
123,Broome (Outer West) & Tioga Counties PUMA,360,257,103,90374.16666666667,123387.93774319066,8000.0,167,167,0,98352.69461077845,98352.69461077845,0.0,193,90,103,83470.46632124353,169842.22222222222,8000.0,0,0,0,#DIV/0!,0.0,0.0
124,Putnam County PUMA,4780,2641,2139,55134.28870292887,50671.14729269216,60644.88078541374,2075,824,1251,71088.19277108433,89373.30097087378,59044.28457234213,1791,1187,604,45931.267448352875,31794.35551811289,73713.5761589404,914,630,284,36948.577680525166,35617.46031746032,39901.40845070423
125,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",6978,2999,3979,37061.490398394955,33303.80126708903,39893.68685599397,1768,385,1383,53922.5,53779.22077922078,53962.38611713666,4267,2180,2087,31364.82306069838,30509.816513761467,32257.930043124103,943,434,509,31226.299045599153,29174.423963133642,32975.83497053045
126,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",16674,8895,7779,60234.089120786855,63636.10567734682,56344.008484381025,9048,4535,4513,71214.75795755968,77178.93274531422,65221.508974074895,6352,3453,2899,49460.338790931986,52386.475528525916,45975.01621248706,1274,907,367,35965.46310832025,38749.94487320838,29083.92370572207
127,Nassau County (Central)--Hempstead Town (Northeast) PUMA,7734,4353,3381,65679.68709594001,59217.22949689869,74000.0295770482,2556,1275,1281,79997.69170579029,64766.35294117647,95157.68930523029,4478,2736,1742,56726.79767753461,59395.2850877193,52535.64867967853,700,342,358,70671.42857142857,37105.26315789474,102737.43016759776
128,Suffolk County (Central)--Brookhaven Town (Central) PUMA,6768,3949,2819,54596.92080378251,52696.05976196506,57259.74459028024,2669,1115,1554,77521.90333458224,81893.93721973094,74384.95495495496,3537,2272,1265,38995.193666949395,40539.17253521127,36222.134387351776,562,562,0,43914.59074733096,43914.59074733096,0.0
129,NYC-Manhattan Community District 10--Central Harlem PUMA,6491,3805,2686,56254.99922970266,49682.91721419185,65565.0409530901,4286,2453,1833,72353.80307979468,65751.8956379943,81188.76159301691,1462,706,756,30755.882352941175,25325.920679886687,35826.71957671957,743,646,97,13563.526244952895,15284.82972136223,2100.0
130,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",10139,5761,4378,31487.266988854917,33668.93247700052,28616.418455915944,2486,1857,629,35916.33145615447,37638.12600969306,30833.068362480128,6379,3229,3150,31982.113183884623,33049.495199752244,30887.961904761905,1274,675,599,20366.954474097332,25712.444444444445,14343.238731218698
131,NYC-Manhattan Community District 11--East Harlem PUMA,9857,5431,4426,57141.377701126105,48826.28613515006,67344.55490284681,3094,1680,1414,98741.35746606335,97830.21428571429,99823.90381895332,4815,2688,2127,45212.6272066459,28968.675595238095,65740.94969440527,1948,1063,885,20553.388090349075,21592.662276575727,19305.084745762713
132,Westchester County (Northwest) PUMA,9104,4634,4470,63238.02614235501,67294.5921450151,59032.62863534676,4491,2165,2326,96281.85036740146,113468.79445727482,80284.54428202924,4026,1928,2098,32556.631892697467,29050.311203319503,35778.83698760725,587,541,46,20858.94378194208,18806.284658040666,45000.0
133,Onondaga County (North) PUMA,2119,981,1138,62008.21142048136,63771.661569826705,60488.04920913884,1468,575,893,70155.99455040872,70739.13043478261,69780.51511758119,587,342,245,39888.24531516184,49394.73684210526,26617.95918367347,64,64,0,78000.0,78000.0,0.0
134,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,4363,2110,2253,53482.36167774467,61692.864454976305,45792.98712827342,1612,682,930,89433.71215880894,118549.03812316715,68082.47311827957,2214,1133,1081,34478.00361336947,36967.519858782,31868.732654949123,537,295,242,23914.525139664805,25211.186440677968,22333.88429752066
135,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,4188,3211,977,50152.67430754537,51711.554033011525,45029.273285568066,1614,1367,247,67725.40272614622,71070.81199707389,49210.52631578947,2240,1510,730,38672.142857142855,36282.78145695364,43614.520547945205,334,334,0,42230.53892215569,42230.53892215569,0.0
136,Genesee & Orleans Counties PUMA,308,129,179,25375.324675324675,30062.01550387597,21997.765363128492,41,14,27,32085.365853658535,12000.0,42500.0,206,54,152,24029.611650485436,40000.0,18355.92105263158,61,61,0,25409.83606557377,25409.83606557377,0.0
137,Westchester County (Central)--White Plains City PUMA,11633,6807,4826,96359.73523596664,99004.60555310709,92629.1856610029,6765,3204,3561,135713.68810051738,164096.08302122346,110176.70598146589,3446,2495,951,45098.46198491004,45304.24849699399,44558.56992639327,1422,1108,314,33361.74402250352,31702.527075812275,39216.56050955414
138,Saratoga County (South & Central) PUMA,2132,820,1312,72315.12664165103,89420.73170731707,61624.123475609755,1678,527,1151,82643.53396901072,112981.02466793169,68753.12771503041,454,293,161,34140.96916299559,47044.368600682596,10658.385093167703,0,0,0,#DIV/0!,0.0,0.0
139,Monroe County (South) PUMA,5051,2886,2165,83680.1128489408,107612.15176715176,51778.09699769053,3488,1923,1565,104142.78956422018,142424.16536661467,57104.39616613418,1287,963,324,31499.7668997669,38096.573208722744,11892.592592592593,276,0,276,68398.55072463768,0.0,68398.55072463768
140,Suffolk County (Central)--Islip Town (Northwest) PUMA,16326,9044,7282,41428.4282739189,45657.16718266254,36176.47624279044,2297,874,1423,51562.995211144975,61717.84897025172,45325.93113141251,11305,6130,5175,38963.354268023,41562.71125611746,35884.30917874396,2724,2040,684,43112.922173274594,51079.705882352944,19352.33918128655
141,St. Lawrence County PUMA,1334,208,1126,94252.84857571214,200111.53846153847,74698.134991119,953,160,793,118796.64218258132,255645.0,91185.37200504413,333,0,333,35435.73573573573,0.0,35435.73573573573,48,48,0,15000.0,15000.0,0.0
142,Nassau County (West Central)--Hempstead Town (West Central) PUMA,8492,4193,4299,57023.492699010836,54736.70403052707,59253.89625494301,3870,1733,2137,66531.91214470284,67706.28967109059,65579.55077211044,4508,2409,2099,48411.490683229815,45824.40846824409,51380.657455931396,114,51,63,74789.47368421052,35000.0,107000.0
143,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,6851,4378,2473,41646.24872281419,42184.85609867519,40692.741609381315,1503,705,798,64970.85828343313,60525.39007092199,68898.24561403508,3184,1868,1316,33907.0351758794,38953.586723768734,26743.693009118542,2164,1805,359,36833.29482439926,38365.42936288089,29129.944289693594
144,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",10393,6668,3725,37912.72972192822,38769.54109178164,36378.97986577181,3269,1725,1544,48634.475374732334,48276.115942028984,49034.844559585494,6114,4332,1782,35109.99345763821,37290.37396121884,29809.539842873175,1010,611,399,20176.633663366338,22417.512274959085,16745.112781954886
145,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,3132,1623,1509,46967.544699872284,54916.63585951941,38417.92577866137,585,315,270,71348.54700854702,84552.38095238095,55944.07407407407,2446,1308,1138,41011.222403924774,47779.5871559633,33231.76625659051,101,0,101,50000.0,0.0,50000.0
146,Capital Region,13913,9240,4673,69647.35355422986,76524.09956709956,56049.85020329553,8814,5577,3237,83697.53233492172,96302.86892594585,61979.90423231387,3889,2453,1436,53858.498328619185,60401.01916021199,42682.45125348189,1210,1210,0,18047.834710743802,18047.834710743802,0.0
147,Central NY,8900,5131,3769,53232.9404494382,58388.10563243033,46214.858052533826,5012,2523,2489,70500.51875498804,81642.01347602061,59206.83005222981,3111,2135,976,31451.38862102218,35977.316159250586,21550.92213114754,777,473,304,29059.58815958816,35507.399577167016,19027.302631578947
148,Finger Lakes,16951,8843,8108,60712.255914105364,74405.85887142373,45777.31129748397,7092,3959,3133,99739.32600112804,126190.97499368527,66313.83019470156,8561,4104,4457,30759.38441770821,32219.269005847953,29415.124523221897,1298,780,518,45031.63328197227,33529.5641025641,62351.35135135135
149,Long Island,150698,88273,62425,67304.7899773056,73855.88815379562,58041.112134561474,61646,32338,29308,95517.38899523084,112057.9006741295,77266.84079432237,68086,40199,27887,49255.70863319919,54863.68524092639,41171.832574317785,20966,15736,5230,42965.186492416295,43866.747585155055,40252.57361376673
150,Mid-Hudson,119572,68241,51331,70278.25753520892,74642.10753066339,64476.82199840253,51933,26841,25092,103705.21210020603,121203.64256175254,84987.07994579946,51558,29631,21927,47764.76783428372,47910.775876615706,47567.4602088749,16081,11769,4312,34508.62073254151,35753.32568612457,31111.372912801486
151,Mohawk Valley,4767,2640,2127,47275.966016362494,43723.06060606061,51685.778091208274,1659,977,682,80400.61482820977,68182.41555783009,97903.81231671554,2156,1116,1040,29044.874768089056,27124.910394265233,31105.14423076923,952,547,405,30839.453781512606,33899.9268738574,26705.925925925927
152,New York City,742979,430708,312271,58127.07138155991,60687.150092405995,54596.01540328753,332705,176216,156489,82498.2641769736,89933.89902165525,74125.29336247276,325716,195609,130107,40218.01023284088,42593.74642271061,36646.21639881021,84558,58883,25675,31220.688332268976,33268.15800825365,26525.024965920155
153,North Country,2509,892,1617,75995.65563969708,101771.86098654708,61776.49969078541,1653,672,981,99271.99032062916,125654.31547619047,81199.69418960245,716,127,589,30721.368715083798,28667.716535433072,31164.176570458403,140,93,47,32714.285714285714,29032.25806451613,40000.0
154,Southern Tier,7181,4525,2656,88801.33964628882,119392.18121546961,36684.03614457831,5553,3302,2251,100984.24635332252,142644.91823137493,39872.05686361617,1527,1122,405,40515.97904387688,48295.098039215685,18964.938271604937,101,101,0,149000.0,149000.0,0.0
155,Western NY,12948,7942,5006,60361.28467717022,65508.2863258625,52195.58609668398,6353,3460,2893,92616.94538013537,108721.80635838151,73355.68752160388,5520,4144,1376,29934.61231884058,31146.08108108108,26286.11918604651,1075,338,737,25975.25581395349,44437.869822485205,17508.005427408414
