,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Avg_PINCP_mf_t,Total_Avg_PINCP_m,Total_Avg_PINCP_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Avg_PINCP_mf_t,BABS_Avg_PINCP_m,BABS_Avg_PINCP_f,Total_HS,Total_HS_m,Total_HS_f,HS_Avg_PINCP_mf_t,HS_Avg_PINCP_m,HS_Avg_PINCP_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Avg_PINCP_mf_t,HSINC_Avg_PINCP_m,HSINC_Avg_PINCP_f
11,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,6751,3701,3050,58020.04591912309,60383.87733045123,55151.67213114754,1984,598,1386,75819.50604838709,94898.49498327759,67587.73448773449,3648,2283,1365,50997.568530701756,53884.419623302674,46169.230769230766,1119,820,299,49355.049151027706,53308.90243902439,38511.70568561873
12,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",458,227,231,146700.78602620086,52687.48898678414,239086.1471861472,195,83,112,290758.46153846156,73518.07228915663,451749.10714285716,47,36,11,41229.78723404255,21133.333333333332,107000.0,216,108,108,39598.42592592593,47196.851851851854,32000.0
13,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,16357,10247,6110,49222.08351164639,46161.97911583878,54354.14402618658,6409,3963,2446,79548.04181619597,72032.32399697199,91724.9795584628,7305,4319,2986,30528.51745379877,31542.509840240797,29061.86202277294,2643,1965,678,27352.024214907302,26119.898218829516,30923.008849557522
14,Westchester County (Northeast) PUMA,7610,4054,3556,68725.308804205,83768.03157375431,51575.928008998875,4013,1759,2254,95661.02666334414,142301.30756111426,59263.3984028394,2332,1030,1302,42075.857632933104,46889.90291262136,38267.511520737324,1265,1265,0,32403.95256916996,32403.95256916996,0.0
15,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,8029,5571,2458,76695.94881056172,82709.25740441572,63066.92432872254,4910,3271,1639,87561.50712830957,92003.88260470804,78695.72910311165,1736,1202,534,82591.34389400922,105358.21381031614,31344.569288389514,1383,1098,285,30720.318148951555,30225.865209471765,32625.263157894737
16,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,530,228,302,17983.962264150945,11585.526315789473,22814.56953642384,18,0,18,17000.0,0.0,17000.0,316,184,132,14485.759493670887,4790.760869565217,28000.0,196,44,152,23714.285714285714,40000.0,19000.0
17,Nassau County (Central)--Hempstead Town (East Central) PUMA,2500,1352,1148,73327.364,91344.30473372781,52108.806620209056,954,613,341,122458.80503144654,125436.37846655792,117106.15835777126,964,677,287,56468.257261410785,66276.21861152141,33332.40418118467,582,62,520,20717.027491408935,28000.0,19848.673076923078
18,Niagara County (North & East) PUMA,244,125,119,28491.803278688523,48000.0,8000.0,0,0,0,#DIV/0!,0.0,0.0,0,0,0,#DIV/0!,0.0,0.0,244,125,119,28491.803278688523,48000.0,8000.0
19,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",19607,12081,7526,46993.50334064365,47326.49615098088,46458.9715652405,7125,4033,3092,58965.6449122807,55756.236052566324,63151.78525226391,10880,6902,3978,41060.04595588235,44717.820921472034,34713.65007541478,1602,1146,456,34043.757802746564,33371.815008726,35732.45614035088
20,"Chenango, Delaware & Broome (East) Counties PUMA",714,409,305,61767.50700280112,45687.041564792176,83331.14754098361,631,409,222,68313.78763866879,45687.041564792176,110000.0,83,0,83,12000.0,0.0,12000.0,0,0,0,#DIV/0!,0.0,0.0
21,Oswego County PUMA,769,423,346,44545.73472041613,33840.59101654846,57633.23699421965,379,33,346,57403.95778364116,55000.0,57633.23699421965,390,390,0,32050.17948717949,32050.17948717949,0.0,0,0,0,#DIV/0!,0.0,0.0
22,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",6171,3085,3086,49008.54091719332,42045.056726094,55969.768632534026,1952,485,1467,77002.04918032787,40276.28865979381,89143.83094751193,3074,1632,1442,38467.24463240078,49886.64215686275,25543.210818307907,1145,968,177,29585.498689956334,29710.743801652894,28900.542372881355
23,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,9157,5722,3435,55435.505078082344,60802.603984620764,46495.02765647744,3895,2388,1507,73789.83825417202,81023.95309882746,62326.622428666225,4416,2576,1840,41330.41213768116,46504.23136645963,34087.065217391304,846,758,88,44558.39243498818,45689.182058047496,34818.181818181816
24,Ontario & Yates Counties PUMA,1060,376,684,118050.28301886792,289096.5425531915,24024.85380116959,298,177,121,380410.73825503356,599200.0,60363.63636363636,674,199,475,13547.3293768546,13275.879396984925,13661.052631578947,88,0,88,30000.0,0.0,30000.0
25,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",9944,4748,5196,53914.01045856798,54295.012636899744,53565.85835257891,5078,2184,2894,66599.4289090193,67951.64835164836,65578.95646164478,3896,2116,1780,42280.54928131417,44979.82986767486,39071.74157303371,970,448,522,34230.927835051545,31716.51785714286,36388.88888888889
26,Erie County (Northwest) PUMA,1775,1224,551,32069.90422535211,30129.96732026144,36379.31034482759,407,313,94,55994.299754299755,42778.5303514377,100000.0,1298,911,387,24571.956856702618,25784.193194291987,21718.346253229975,70,0,70,32000.0,0.0,32000.0
27,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,16806,9081,7725,49450.926395335,43732.77172117608,56172.8115210356,6609,2567,4042,66170.85928279618,53339.851967276976,74319.59648688768,7358,4582,2776,40588.26583310682,41054.670449585334,39818.42939481268,2839,1932,907,33497.92180345192,37319.565217391304,25357.4421168688
28,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",7677,4699,2978,53446.50254005471,58316.36518408172,45762.32370718603,2291,1651,640,86336.31601920558,93835.31193216232,66991.25,4335,2425,1910,41034.025374855824,40264.61855670103,42010.89005235602,1051,623,428,32949.38154138915,34453.93258426966,30759.345794392524
29,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",14408,8147,6261,137614.58217656857,155083.9450104333,114882.92605015173,12802,7057,5745,148937.30667083268,172772.977185773,119658.22454308094,574,181,393,91901.56794425087,142005.52486187845,68825.69974554707,1032,909,123,22581.39534883721,20359.73597359736,39000.0
30,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",12962,7320,5642,36549.78521833051,39602.52732240437,32589.12017015243,4532,2443,2089,45107.06443071492,45473.14776913631,44678.94494973672,6872,4005,2867,32971.4493597206,37862.621722846445,26138.821067317753,1558,872,686,27441.142490372273,31146.559633027522,22731.049562682216
31,NYC-Queens Community District 1--Astoria & Long Island City PUMA,26834,16966,9868,52666.76567041813,51117.98007780266,55329.584515606,13307,6931,6376,64173.24340572631,62549.03332852402,65938.83312421582,10850,7971,2879,41804.69493087558,43471.132856605196,37190.878777353246,2677,2064,613,39494.09787075084,42263.517441860466,30169.331158238172
32,Erie County (West Central)--Buffalo City (West) PUMA,2192,1594,598,39649.45255474452,42378.67001254705,32374.581939799333,1051,666,385,41060.989533777356,45285.43543543544,33753.246753246756,1089,928,161,38031.68044077135,40292.56465517241,25000.0,52,0,52,45000.0,0.0,45000.0
33,Schenectady County--Schenectady City PUMA,2828,2092,736,57592.07920792079,57976.48183556405,56499.45652173913,1334,896,438,74109.14542728636,72296.875,77816.43835616438,906,608,298,56230.68432671082,71455.59210526316,25167.78523489933,588,588,0,22217.34693877551,22217.34693877551,0.0
34,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,5962,3483,2479,103869.65447836297,109484.64542061441,95980.58087938685,3784,1753,2031,143802.14587737844,182645.784369652,110275.36189069424,1967,1730,237,34376.492119979666,35350.84393063584,27264.135021097045,211,0,211,35568.72037914692,0.0,35568.72037914692
35,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",68,37,31,38676.470588235294,25000.0,55000.0,0,0,0,#DIV/0!,0.0,0.0,68,37,31,38676.470588235294,25000.0,55000.0,0,0,0,#DIV/0!,0.0,0.0
36,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,7864,4674,3190,68056.65946083418,70761.25588361146,64093.87460815047,3402,1422,1980,87000.3644914756,106193.09423347398,73216.49494949495,3378,2345,1033,61699.171107164,65547.12153518124,52963.98838334947,1084,907,177,28415.61808118081,28691.874310915104,27000.0
37,Suffolk County (Northwest)--Huntington Town (North) PUMA,4357,3191,1166,46246.19233417489,39457.4302726418,64825.04288164665,1449,1176,273,68799.51690821256,47082.05782312925,162351.64835164836,1348,547,801,45583.086053412466,59078.610603290675,36367.04119850187,1560,1468,92,25870.615384615383,26038.256130790192,23195.652173913044
38,Erie County (Northeast) PUMA,512,423,89,113359.1796875,116169.97635933806,100000.0,361,272,89,145340.72022160664,160176.4705882353,100000.0,151,151,0,36900.0,36900.0,0.0,0,0,0,#DIV/0!,0.0,0.0
39,Monroe County (North & West) PUMA,750,231,519,77647.09333333334,71919.1341991342,80196.53179190752,324,0,324,98648.14814814815,0.0,98648.14814814815,426,231,195,61674.46009389671,71919.1341991342,49538.46153846154,0,0,0,#DIV/0!,0.0,0.0
40,Oneida County (Central)--Greater Utica & Rome Cities PUMA,3533,2006,1527,35085.37220492499,37897.96610169492,31390.50425671251,1039,588,451,49589.817131857555,61129.795918367345,34544.34589800444,1758,979,779,29366.83731513083,27204.290091930543,32084.59563543004,736,439,297,28268.885869565216,30628.70159453303,24780.80808080808
41,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",7876,5441,2435,51451.95022854241,57280.72045579857,38427.58110882957,3903,2620,1283,66456.62311042787,75284.69465648854,48428.91660171473,2737,1629,1108,32020.189989039092,35600.49109883364,26756.371841155236,1236,1192,44,47100.40453074434,47336.661073825504,40700.0
42,Erie County (West Central)--Buffalo City (East) PUMA,671,468,203,24742.32488822653,23597.008547008547,27382.758620689656,126,53,73,53042.06349206349,75000.0,37100.0,417,369,48,15108.872901678656,13171.815718157182,30000.0,128,46,82,28268.75,48000.0,17200.0
43,Suffolk County (Northwest)--Smithtown Town PUMA,1804,707,1097,95649.17960088691,123166.90240452616,77914.42114858706,714,461,253,117438.54341736695,139550.97613882864,77146.71936758893,1090,246,844,81376.14678899082,92463.41463414633,78144.54976303318,0,0,0,#DIV/0!,0.0,0.0
44,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,7872,4472,3400,104048.22281504064,133450.64400715564,65375.39117647059,4334,2153,2181,139048.50253807107,196030.4133766837,82798.13388353966,1772,936,836,56295.59819413092,68510.47008547008,42619.617224880385,1766,1383,383,66067.72366930917,79979.75415762834,15831.853785900783
45,NYC-Manhattan Community District 8--Upper East Side PUMA,16438,8675,7763,137964.4705560287,176297.77371757926,95127.75731031818,15708,8238,7470,142095.05774127832,182990.0931051226,96995.55287817938,730,437,293,49083.28767123288,50139.13043478261,47508.53242320819,0,0,0,#DIV/0!,0.0,0.0
46,Suffolk County (Southwest)--Islip Town (South) PUMA,3701,2375,1326,54904.6473925966,63077.38947368421,40266.440422322776,1152,890,262,82662.32638888889,90452.80898876404,56198.47328244275,1504,840,664,40462.16755319149,44827.380952380954,34939.909638554214,1045,645,400,45090.90909090909,49071.007751937985,38673.0
47,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",6174,3432,2742,102036.24392614189,115008.87237762238,85799.16849015317,5078,2605,2473,115003.2237101221,138721.47792706333,90018.97290739992,939,670,269,45795.95314164004,45310.44776119403,47005.204460966546,157,157,0,19000.0,19000.0,0.0
48,Erie County (South) PUMA,910,671,239,40468.51648351648,43652.04172876304,31530.669456066946,461,222,239,42633.47071583514,54586.48648648649,31530.669456066946,449,449,0,38245.701559020046,38245.701559020046,0.0,0,0,0,#DIV/0!,0.0,0.0
49,Albany County (Outside Albany City) PUMA,4712,3671,1041,81721.30730050933,89463.4432034868,54419.3083573487,3784,3008,776,91513.18710359409,98624.8670212766,63946.262886597935,802,537,265,42861.47132169576,50924.95344506518,26521.509433962263,126,126,0,35000.0,35000.0,0.0
50,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,12875,7788,5087,53119.23883495146,58177.054442732406,45375.91900923924,5557,3143,2414,64514.990102573334,71753.57938275533,55090.43082021541,6220,4102,2118,47008.102893890675,50556.65529010239,40135.50519357885,1098,543,555,30063.75227686703,37160.22099447514,23120.72072072072
51,Erie County (North Central) PUMA,3021,1453,1568,97329.91194968553,107888.43771507226,87545.76785714286,2580,1315,1265,110465.37364341086,115140.60836501901,105605.34703557313,244,138,106,29754.09836065574,38782.608695652176,18000.0,197,0,197,9000.0,0.0,9000.0
52,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",11966,7461,4505,71642.34999164299,74336.05950944913,67181.13651498336,6091,3449,2642,81194.12247578394,86880.96259785445,73770.23467070401,5530,3734,1796,62698.05786618445,64018.184252811996,59953.429844098,345,278,67,46373.04347826087,57284.17266187051,1100.0
53,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",20639,10235,10404,33661.459712195356,35751.63654127992,31605.23519800077,5344,2177,3167,41118.17739520958,37119.77032613689,43866.687717082415,11875,5921,5954,32312.755115789474,39944.215504137814,24723.592038965402,3420,2137,1283,26692.795321637426,22741.488067384184,33274.20109119252
54,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,12122,5687,6435,142956.87840290382,194208.94672059081,97662.31546231546,9039,4459,4580,169623.75926540548,227956.07983852882,112832.5327510917,2968,1113,1855,65073.82749326146,73185.19317160826,60207.00808625337,115,115,0,57000.0,57000.0,0.0
55,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",21687,12419,9268,56565.95333609997,61026.403092036395,50589.00841605524,7514,2866,4648,67518.57599148256,72721.42358688067,64310.451807228914,12226,8176,4050,52070.157860297724,59696.58757338552,36674.18518518518,1947,1377,570,42527.73497688752,44580.97312999274,37567.54385964912
56,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",20068,10351,9717,65633.67649990034,74074.20152642256,56642.43696614182,12264,5751,6513,80051.19699934768,97428.74630499043,64706.76493167511,6837,3840,2997,43230.69182389937,45336.260416666664,40532.866199532866,967,760,207,41179.4208893485,42550.13157894737,36146.85990338164
57,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",13650,8185,5465,37945.1978021978,37118.84422724496,39182.83806038427,5031,2979,2052,48158.757702246075,42715.172876804296,56061.505847953216,6029,3750,2279,35031.54752031846,35862.0,33665.072400175515,2590,1456,1134,24888.04633204633,28905.728021978022,19729.541446208113
58,Suffolk County (North Central)--Brookhaven Town (North) PUMA,2627,1774,853,136512.66844309098,147627.6099210823,113396.71746776084,2237,1499,738,141059.80330800178,148281.10740493663,126392.14092140921,390,275,115,110430.76923076923,144065.45454545456,30000.0,0,0,0,#DIV/0!,0.0,0.0
59,Albany County (East Central)--Albany City PUMA,749,297,452,73041.92256341789,33242.42424242424,99193.36283185841,315,178,137,54171.42857142857,44943.8202247191,66160.58394160584,365,50,315,99921.64383561644,14000.0,113560.0,69,69,0,17000.0,17000.0,0.0
60,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,7467,3820,3647,110055.49658497388,101969.73638743456,118524.81491636962,4988,2455,2533,144048.61046511628,135086.83054989818,152734.42558231347,1960,986,974,43544.063265306126,46351.58620689655,40701.95071868583,519,379,140,34534.79768786127,32146.5963060686,41000.0
61,Rensselaer County--Troy City PUMA,1819,1423,396,50030.775151181966,53000.126493323965,39360.606060606064,759,450,309,50764.03162055336,54851.333333333336,44811.65048543689,697,610,87,72546.62840746055,80040.98360655738,20000.0,363,363,0,5264.683195592286,5264.683195592286,0.0
62,Warren & Washington Counties PUMA,638,347,291,33762.69592476489,47586.16714697406,17279.037800687285,381,208,173,34169.02887139108,50112.5,15000.0,193,75,118,37524.35233160622,64120.0,20620.338983050846,64,64,0,20000.0,20000.0,0.0
63,Orange County (Northeast)--Greater Newburgh City PUMA,2963,1550,1413,51617.833277084035,60427.50967741935,41953.99858457183,1033,473,560,65626.33107454017,90871.03594080338,44303.57142857143,1046,408,638,33054.14913957935,38724.60784313725,29427.899686520377,884,669,215,57213.800904977375,52139.0134529148,73004.6511627907
64,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",5347,2779,2568,94906.68599214513,80978.24757106873,109979.55607476635,2623,1476,1147,87982.90125810141,95670.4268292683,78090.32258064517,2049,941,1108,122437.28648121035,66742.82678002125,169737.36462093864,675,362,313,38241.333333333336,58077.34806629834,15300.0
65,Fulton & Montgomery Counties PUMA,429,183,246,36944.055944055945,65311.475409836065,15841.463414634147,255,136,119,41831.37254901961,74058.82352941176,5000.0,174,47,127,29781.6091954023,40000.0,26000.0,0,0,0,#DIV/0!,0.0,0.0
66,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,26644,14198,12446,51367.058774958714,50748.97872939851,52072.14478547325,14953,7324,7629,61190.51588310038,62077.17367558711,60339.30580678988,9290,4925,4365,41127.22604951561,41700.15837563452,40480.790378006874,2401,1949,452,29808.49645980841,31045.407901487943,24475.0
67,Monroe County (Central)--Rochester City (East) PUMA,1513,678,835,31137.11169861203,28219.174041297934,33506.40718562874,318,51,267,42805.81761006289,100000.0,31881.086142322096,751,337,414,23484.953395472705,26562.61127596439,20979.710144927536,444,290,154,35722.97297297297,17520.689655172413,70000.0
68,Chautauqua County PUMA,364,296,68,26103.846153846152,27506.08108108108,20000.0,100,32,68,17440.0,12000.0,20000.0,203,203,0,28600.0,28600.0,0.0,61,61,0,32000.0,32000.0,0.0
69,Nassau County (Northwest)--North Hempstead Town (North) PUMA,8732,5433,3299,95040.33669262483,107081.8590097552,75209.60290997272,5134,2528,2606,105366.47448383327,128663.28322784811,82766.96085955488,3472,2867,605,82407.47119815668,88758.61876525986,52310.38016528926,126,38,88,22396.825396825396,53789.47368421053,8840.90909090909
70,"Clinton, Franklin, Essex & Hamilton Counties PUMA",752,424,328,40282.18085106383,42663.443396226416,37203.96341463415,440,252,188,45035.0,49478.1746031746,39079.255319148935,220,127,93,30076.363636363636,28667.716535433072,32000.0,92,45,47,41956.52173913043,44000.0,40000.0
71,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,18293,9846,8447,80572.65806592685,93988.24700385943,64935.16680478276,11488,5585,5903,103173.51096796658,134701.47896150404,73343.98339827206,5950,3648,2302,43801.03193277311,42000.49890350877,46654.352736750654,855,613,242,32797.89473684211,32435.073409461664,33716.94214876033
72,Monroe County (Central)--Rochester City (West) PUMA,2119,1404,715,26478.00849457291,28331.33903133903,22838.74125874126,345,226,119,64864.057971014496,72743.36283185841,49900.0,1713,1117,596,18336.71920607122,18817.547000895254,17435.57046979866,61,61,0,38000.0,38000.0,0.0
73,Orange County (Southeast) PUMA,3887,2225,1662,96260.84898379212,78766.3011235955,119681.64861612515,1784,1185,599,148122.365470852,103567.93248945147,236264.27378964942,1777,714,1063,54143.84918401801,54376.77871148459,53987.39416745061,326,326,0,42030.67484662577,42030.67484662577,0.0
74,Rockland County (North)--New City & Congers PUMA,7039,3621,3418,57884.482170762894,57775.21955260978,58000.234055002926,2379,1355,1024,89711.47540983607,85841.18081180812,94832.8125,3700,1763,1937,47194.01891891892,46011.497447532616,48270.31491997935,960,503,457,20216.041666666668,23401.59045725646,16709.84682713348
75,Westchester County (Southeast) PUMA,13497,9100,4397,81116.40586797066,89652.6021978022,63449.95451444166,6554,4408,2146,119412.00030515715,130823.48003629764,95972.20410065238,4915,2987,1928,50521.33875890132,61334.77736859726,33768.36099585062,2028,1705,323,31503.698224852073,32822.17008797654,24543.962848297215
76,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",11850,5852,5998,47397.89198312236,39525.05468215994,55079.093031010336,4767,2429,2338,77262.40822320117,51681.30918073281,103839.17878528657,4718,2364,2354,30499.41076727427,35569.25549915397,25408.028887000848,2365,1059,1306,20912.854122621564,20473.087818696884,21269.448698315467
77,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,5236,2700,2536,79347.4025974026,92363.62962962964,65489.43217665615,2932,951,1981,102368.41746248295,162033.64879074658,73725.49217566886,1595,1040,555,60194.23197492163,73056.53846153847,36091.89189189189,709,709,0,27234.13258110014,27234.13258110014,0.0
78,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,25756,16914,8842,51444.07827302376,50847.145559891214,52585.96019000226,12287,7565,4722,71481.88166354684,73612.08460013219,68069.13595933927,10105,6879,3226,30374.626422563088,26901.177496729175,37781.277123372594,3364,2470,894,41545.838287752675,47813.76518218624,24228.41163310962
79,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",12245,7194,5051,48851.90200081666,47337.99555184876,51008.11720451396,4016,2332,1684,70010.61752988047,63981.23499142367,78360.09501187649,7361,3994,3367,39290.870805597064,40945.543314972456,37328.06652806653,868,868,0,32037.78801843318,32037.78801843318,0.0
80,Onondaga County (Central)--Syracuse City (Outer) PUMA,1863,1075,788,47853.913043478264,48479.8511627907,47000.0,1129,522,607,47695.16386182462,43195.095785440615,51565.07413509061,591,482,109,51153.976311336715,55452.282157676345,32146.788990825688,143,71,72,35468.531468531466,40000.0,31000.0
81,Wayne & Seneca Counties PUMA,761,612,149,48402.10249671485,27539.21568627451,134093.9597315436,692,612,80,47245.66473988439,27539.21568627451,198000.0,69,0,69,60000.0,0.0,60000.0,0,0,0,#DIV/0!,0.0,0.0
82,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",12683,8341,4342,37143.031459433885,39110.01894257283,33364.44035006909,3719,2635,1084,44232.965851035224,42049.715370018974,49540.03690036901,6689,4154,2535,36304.111227388246,39132.69138180067,31669.033530571993,2275,1552,723,28019.546373626374,34058.2912371134,15056.7081604426
83,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,9693,6428,3265,83385.59785412153,98572.05973864344,53487.1056661562,4441,2845,1596,130251.27223598289,166326.53778558876,65944.17293233082,4322,2816,1506,44899.930587690884,45953.125,42930.61088977424,930,767,163,38444.30107526882,40440.93872229465,29049.079754601225
84,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,15882,8127,7755,53385.20715275154,56653.8009105451,49959.82205029014,6712,2632,4080,71545.13706793802,84127.02887537994,63428.583333333336,7175,4448,2727,44587.60975609756,47688.91636690647,39529.07957462413,1995,1047,948,23928.220551378447,25676.026743075454,21997.89029535865
85,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",4913,3192,1721,51784.235701200894,61544.00062656642,33682.452062754215,1905,1056,849,59255.69553805774,78117.61363636363,35794.93521790342,2736,1864,872,45824.945175438595,52467.5160944206,31625.688073394496,272,272,0,59400.0,59400.0,0.0
86,Suffolk County (South Central)--Brookhaven Town (South) PUMA,3691,3105,586,42291.30316987266,43063.832528180355,38197.95221843004,746,415,331,36164.879356568366,40677.10843373494,30507.552870090636,2376,2121,255,46286.78451178451,46059.12305516266,48180.39215686275,569,569,0,33639.367311072056,33639.367311072056,0.0
87,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,32213,22311,9902,41027.663055288234,39998.38420510062,43346.81478489194,12283,8648,3635,55208.573638361966,54933.85175763182,55862.16231086657,16101,10790,5311,32182.313520899323,29891.75440222428,36835.88778007908,3829,2873,956,32731.723687646907,32998.2492168465,31930.753138075313
88,Livingston & Wyoming Counties PUMA,298,63,235,39743.32214765101,53968.25396825397,35929.82978723404,20,20,0,84000.0,84000.0,0.0,278,43,235,36559.388489208635,40000.0,35929.82978723404,0,0,0,#DIV/0!,0.0,0.0
