,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Avg_PINCP_mf_t,Total_Avg_PINCP_m,Total_Avg_PINCP_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Avg_PINCP_mf_t,BABS_Avg_PINCP_m,BABS_Avg_PINCP_f,Total_HS,Total_HS_m,Total_HS_f,HS_Avg_PINCP_mf_t,HS_Avg_PINCP_m,HS_Avg_PINCP_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Avg_PINCP_mf_t,HSINC_Avg_PINCP_m,HSINC_Avg_PINCP_f
31,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",1808,935,873,38151.10619469026,39251.657754010695,36972.39404352807,688,266,422,31966.56976744186,36825.18796992481,28904.028436018958,843,392,451,40816.60735468565,36553.57142857143,44521.95121951219,277,277,0,45400.0,45400.0,0.0
32,Orange County (Southeast) PUMA,28959,18046,10913,87091.33809869125,94599.21589271861,74676.13030330797,14734,7525,7209,109497.30419438034,133486.15681063122,84456.92190317658,13515,9811,3704,64979.931927487974,68506.07685251249,55640.02699784017,710,710,0,43015.49295774648,43015.49295774648,0.0
33,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",332,89,243,63614.4578313253,108168.53932584269,47296.2962962963,196,89,107,81387.75510204081,108168.53932584269,59112.14953271028,136,0,136,38000.0,0.0,38000.0,0,0,0,#DIV/0!,0.0,0.0
34,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,22965,13961,9004,174129.91682995865,217161.59300909677,107407.87872056864,16891,10182,6709,204490.21609140962,255561.68729129838,126980.94201818453,5845,3550,2295,85367.8870829769,108109.8309859155,50189.716775599125,229,229,0,200323.1441048035,200323.1441048035,0.0
35,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",9803,6393,3410,88073.91716821381,96441.19974972626,72387.1026392962,3807,2393,1414,114092.13816653533,114916.69452569996,112696.69024045262,5104,3412,1692,72637.5078369906,86776.18405627199,44126.18203309693,892,588,304,65356.50224215247,77334.3537414966,42188.81578947369
36,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,17510,10253,7257,90683.26362078812,93000.13517994733,87409.8883836296,13992,7429,6563,100460.18767867352,110165.29627136896,89474.4720402255,3153,2591,562,51520.900729464,46744.268622153606,73542.70462633453,365,233,132,54190.68493150685,60077.25321888412,43800.0
37,Suffolk County (Northwest)--Huntington Town (South) PUMA,26428,16122,10306,112086.60814287876,139714.52611338542,68867.38695905298,14767,9042,5725,124224.8323965599,149768.2824596328,83881.79737991266,11544,6963,4581,96899.49584199584,127686.88496337786,50103.47085789129,117,117,0,78538.46153846153,78538.46153846153,0.0
38,Westchester County (Southwest)--Yonkers City PUMA,21032,10117,10915,82274.7137694941,92700.3133339923,72611.3339441136,12621,5121,7500,95863.75089137153,115751.10330013669,82284.66666666667,7814,4399,3415,60402.614538008704,67417.21300295522,51366.825768667644,597,597,0,81271.94304857621,81271.94304857621,0.0
39,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",42911,23357,19554,193569.71452541306,216538.81363188766,166133.42282908867,39835,21272,18563,201252.24902723735,227841.28384731102,170782.931099499,2957,1966,991,94846.695975651,102813.97761953204,79040.76690211907,119,119,0,75000.0,75000.0,0.0
40,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,13098,7624,5474,89527.55840586348,104469.46353620147,68716.98392400438,9634,5134,4500,94739.47062487026,113526.76081028438,73305.26,3353,2379,974,76890.45630778407,88915.76292559899,47518.583162217656,111,111,0,18902.702702702703,18902.702702702703,0.0
41,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,6474,3621,2853,79826.32530120482,76109.14112123723,84544.1395022783,3559,2167,1392,93352.48665355437,88210.47531149055,101357.3275862069,2856,1395,1461,63070.42366946779,57357.77777777778,68525.00342231349,59,59,0,75000.0,75000.0,0.0
42,Erie County (West Central)--Buffalo City (West) PUMA,25708,14915,10793,59050.536408899956,61881.21823667449,55138.77698508292,16266,8695,7571,67273.83745235461,72756.56929269695,60977.13247919694,8982,5837,3145,45856.551992874636,48112.215179030325,41670.12718600954,460,383,77,25894.347826086956,24827.67624020888,31200.0
43,Fulton & Montgomery Counties PUMA,31775,17356,14419,48924.042486231316,52480.875777828995,44642.71932866357,8024,3557,4467,68003.81729810569,79171.75991003655,59110.96485336915,21663,12377,9286,43568.74948068135,47101.71527833885,38859.777083782035,2088,1422,666,31163.31417624521,32536.005625879043,28232.432432432433
44,Westchester County (Central)--White Plains City PUMA,30801,16975,13826,152944.16772182722,188895.6583210604,108804.39100245913,25095,13908,11187,169112.73281530186,209982.40293356343,118302.38401716278,5572,2996,2576,82591.00502512563,94554.51935914553,68676.91770186335,134,71,63,50389.55223880597,39200.0,63000.0
45,St. Lawrence County PUMA,28214,15968,12246,52404.359892252076,57788.883391783565,45383.28597092928,9074,4260,4814,71298.62133568438,87216.81924882629,57212.305774823435,18025,10750,7275,44845.60332871012,49445.62976744186,38048.31340206185,1115,958,157,20834.905829596413,20551.89979123173,22561.783439490446
46,Saratoga County (South & Central) PUMA,39121,22214,16907,75807.94637151402,86483.94345907986,61780.82155320282,20719,11031,9688,93081.81427675081,112948.52325265162,70461.08071841454,17938,10892,7046,56714.81547552681,60578.237238340065,50742.57734885041,464,291,173,42608.18965517241,52924.39862542955,25255.49132947977
47,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,30878,18684,12194,72827.92667918907,82902.09698137445,57391.99114318517,10266,6186,4080,91560.44613286576,104388.64371160686,72110.63480392157,20156,12234,7922,63944.7846794999,72843.76573483733,50202.02600353446,456,264,192,43750.21929824561,45545.454545454544,41281.770833333336
48,Suffolk County (North Central)--Brookhaven Town (North) PUMA,27943,16802,11141,100796.86790967327,110105.42673491251,86758.4148640158,14382,7816,6566,117048.41329439577,130153.2088024565,101448.7968321657,12973,8476,4497,83249.06343945117,93441.17508258612,64038.84812096954,588,510,78,90453.23129251701,79816.66666666667,160000.0
49,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,29463,16422,13041,58754.70827817941,59088.253562294485,58334.688290775244,9175,4541,4634,86759.66430517711,80160.3985906188,93226.48899438929,19304,11181,8123,45002.33889349358,49071.46319649405,39401.34433091222,984,700,284,67423.67886178862,82387.0,30542.25352112676
50,Suffolk County (Central)--Islip Town (East) PUMA,27218,15664,11554,88498.0178558307,99856.94267109295,73098.48537303098,12745,6798,5947,99414.66849744998,116760.56928508385,79586.61510005045,14083,8669,5414,80103.46517077327,87747.00657515285,67864.48097524936,390,197,193,34876.92307692308,49451.77664974619,20000.0
51,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",8162,4418,3744,75242.75545209508,87415.19918515165,60879.01175213675,6926,3413,3513,78980.99480219463,95936.3463228831,62508.289211500145,1076,845,231,28285.68773234201,26149.112426035503,36101.2987012987,160,160,0,229210.0,229210.0,0.0
52,Westchester County (Northeast) PUMA,33842,19732,14110,158488.08728798534,198749.68933711736,102184.61941885187,24270,13966,10304,192455.2546353523,246622.94644135758,119036.58385093168,9508,5766,3742,72534.37315944467,82794.45022545959,56724.75146980224,64,0,64,47000.0,0.0,47000.0
53,Chautauqua County PUMA,34427,19150,15277,48157.31112208441,52006.00574412532,43332.90174772534,9407,4003,5404,59312.20261507388,65670.94179365475,54601.98186528497,23015,13813,9202,44990.6348033891,49157.563889089986,38735.7128885025,2005,1334,671,32170.77306733167,40495.35232383808,15620.86438152012
54,Erie County (West Central)--Buffalo City (East) PUMA,15774,8251,7523,47877.985926207686,56632.15610229063,38276.67552837964,6372,3291,3081,60093.94224733208,74490.00303859009,44716.650438169425,8661,4637,4024,40580.01962821845,45462.99762777658,34953.18836978131,741,323,418,28131.174089068827,35026.006191950466,22803.34928229665
55,Cayuga & Onondaga (South) Counties PUMA,37300,21610,15690,68459.30643431636,77707.50439611291,55721.6673040153,13255,7022,6233,98739.35646925689,113089.51438336656,82572.69372693727,22112,13162,8950,51639.24294500724,60520.08661297675,38578.945251396646,1933,1426,507,53230.73978272116,62117.26507713885,28236.29191321499
56,Oneida County (Central)--Greater Utica & Rome Cities PUMA,38301,20203,18098,56651.57071616929,66948.31609166955,45157.19858547906,14277,6465,7812,79614.78251733558,105823.99381283837,57924.74782386073,22782,12878,9904,43050.8849091388,48736.50489206398,35657.9715266559,1242,860,382,42162.882447665055,47413.95348837209,30341.09947643979
57,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,25265,14408,10857,75449.11221056798,86476.95794003332,60814.38795247306,10734,5439,5295,88165.73504751257,104887.88196359624,70988.82152974504,14216,8739,5477,66107.36634777715,75435.55555555556,51223.48000730327,315,230,85,63709.52380952381,70623.91304347826,45000.0
58,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",44255,23183,21072,164993.79256581177,175667.21261269035,153251.1057327259,42203,22193,20010,167100.77245693436,180475.46929211915,152266.95702148924,2052,990,1062,121660.03411306044,67879.69696969698,171794.24670433145,0,0,0,#DIV/0!,0.0,0.0
59,NYC-Manhattan Community District 11--East Harlem PUMA,5978,3397,2581,140695.6925393108,146282.83191050927,133342.1425803952,5003,2650,2353,130242.3286028383,121943.88679245283,139588.21504462388,975,747,228,194334.85128205127,232625.80990629183,68881.57894736843,0,0,0,#DIV/0!,0.0,0.0
60,Schenectady County--Schenectady City PUMA,41524,21879,19645,59685.95197957807,68245.34850770145,50153.19368796131,15216,7903,7313,81790.95688748686,97810.47703403771,64479.00998222344,24236,12373,11863,48510.80912691863,54765.96460033945,41986.7394419624,2072,1603,469,28069.64285714286,26528.072364316904,33338.59275053305
61,"Clinton, Franklin, Essex & Hamilton Counties PUMA",51851,28023,23828,49557.71830822935,52610.00328301752,45968.0682390465,13038,4889,8149,62976.96747967479,75919.81427694825,55211.89471100749,36157,20890,15267,45672.456509113035,48663.019147917665,41580.43754503177,2656,2244,412,36575.50451807229,38568.48484848485,25720.533980582524
62,Onondaga County (Central)--Syracuse City (Outer) PUMA,48469,25886,22583,72695.13235263777,87467.59715676427,55762.040030111144,23985,12784,11201,98588.66833437564,123975.52643929912,69613.97018123382,22953,12281,10672,48462.47375070797,53439.72722091035,42734.80790854573,1531,821,710,30340.953625081645,28002.19244823386,33045.35211267605
63,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",11440,6590,4850,77107.29895104896,83921.41122913505,67848.53608247422,6691,3470,3221,90182.80974443282,100336.80115273775,79243.86215461037,4577,3038,1539,57582.438278348265,64737.78801843318,43457.71280051982,172,82,90,88020.3488372093,100000.0,77105.55555555556
64,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",37654,20963,16691,84306.3201784671,102405.97624385823,61574.12377928225,19091,8812,10279,90412.53260698759,113726.45937358149,70425.92664656095,18163,11751,6412,78550.06992236966,95556.06501574334,47383.90517779164,400,400,0,54249.0,54249.0,0.0
65,Onondaga County (North) PUMA,47952,26149,21803,64138.1965298632,70001.97521893763,57105.588680456814,22819,10965,11854,75980.56312721854,86078.77792977657,66639.67184072887,24183,14693,9490,52352.03779514535,56692.08806914857,45632.50579557429,950,491,459,79710.52631578948,109268.83910386966,48091.50326797386
66,Ulster County (East) PUMA,43091,23635,19456,65212.06562855353,69789.88830124815,59650.96165707237,17389,7580,9809,87151.54810512393,102911.43667546174,74972.94117647059,24070,14764,9306,50366.246364769424,53936.73936602547,44701.6473243069,1632,1291,341,50403.98284313725,56617.58326878389,26879.76539589443
67,Oswego County PUMA,37093,20602,16491,55761.42129242714,61609.6301329968,48455.32714814141,9234,3737,5497,73506.6006064544,80113.52154134332,69015.04820811351,24637,14261,10376,51371.14380809352,60626.113175794126,38650.91268311488,3222,2604,618,38475.35071384234,40441.00230414746,30192.89644012945
68,Niagara County (North & East) PUMA,33330,18288,15042,59369.93129312931,67120.91699475066,49946.31564951469,10687,4547,6140,75983.10096378777,105620.98746426216,54034.65309446254,22149,13361,8788,51765.72350896203,54663.371005164285,47360.230996813836,494,380,114,40909.71659919028,44451.05263157895,29105.263157894737
69,Broome (Outer West) & Tioga Counties PUMA,35723,19723,16000,61677.2124401646,68904.79693758556,52767.859375,11037,5621,5416,74394.80927788348,88731.74702010318,59515.206794682425,23218,13109,10109,57132.580325609444,62191.51422686704,50572.33059649817,1468,993,475,37939.57765667575,45296.67673716012,22559.36842105263
70,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",529,373,156,103676.74858223062,102265.41554959785,107051.28205128205,529,373,156,103676.74858223062,102265.41554959785,107051.28205128205,0,0,0,#DIV/0!,0.0,0.0,0,0,0,#DIV/0!,0.0,0.0
71,Suffolk County (Southwest)--Islip Town (South) PUMA,28294,16610,11684,84186.41196013289,97226.35099337748,65648.80605956864,15225,8046,7179,94946.18587848933,115200.97936863037,72245.24307006547,12697,8235,4462,68892.78254705836,76214.88888888889,55379.21335723891,372,329,43,165814.51612903227,183565.34954407296,30000.0
72,Erie County (Central) PUMA,48453,26086,22367,51978.09134625307,56814.47366403435,46337.555327044305,15317,6371,8946,63996.719331461776,78750.34374509496,53489.75072658171,31921,18792,13129,46991.41975502021,50584.334823329074,41848.753903572244,1215,923,292,31476.213991769546,32246.045503791982,29042.80821917808
73,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",8494,4453,4041,87887.54885801743,87327.42869975297,88504.77604553329,6555,3175,3380,92940.98093058734,87440.70236220473,98107.66272189349,1809,1148,661,74756.61138750691,95113.94599303136,39400.75642965204,130,130,0,15800.0,15800.0,0.0
74,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,28886,15994,12892,56638.252786817146,64178.06302363386,47284.25612783121,10531,5642,4889,73197.17310796696,85276.40198511166,59257.51073839231,17283,9607,7676,47690.16721633975,53351.04611220985,40605.218863991664,1072,745,327,38231.32462686567,44014.73825503356,25055.045871559632
75,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,24846,13819,11027,111260.1919826129,124366.63362037775,94835.24258637888,15422,7914,7508,137267.03994293866,159444.81804397271,113889.98401704848,9091,5849,3242,68504.18435815642,77784.54778594631,51761.17211597779,333,56,277,74074.77477477478,32400.0,82500.0
76,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",5684,2371,3313,102838.6593947924,96419.09742724588,107432.91880470872,4022,1322,2700,117542.26752859274,112880.6278366112,119824.74444444444,1662,1049,613,67256.28158844766,75673.48903717827,52852.283849918436,0,0,0,#DIV/0!,0.0,0.0
77,Cattaraugus & Allegany Counties PUMA,36092,20886,15206,48956.578743211794,50918.71397108111,46261.51387610154,8457,3572,4885,72159.34728627173,76270.80347144457,69152.97645854657,25837,15706,10131,42556.89669853311,47163.96600025468,35414.597769223175,1798,1608,190,31783.481646273638,31275.932835820895,36078.94736842105
78,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",14475,8337,6138,82132.90500863559,87666.66666666667,74616.61779081135,6688,3557,3131,101980.13157894737,116807.8549339331,85134.96646438837,7706,4699,3007,64614.67427978199,65222.698446477974,63664.522780179585,81,81,0,110000.0,110000.0,0.0
79,Jefferson & Lewis Counties PUMA,37872,22821,15051,49602.442173637515,53773.82630033741,43277.60281708856,10816,5076,5740,64788.25813609467,78559.71631205674,52609.87456445993,25624,16716,8908,44149.85911645333,47910.114261785115,37093.682083520434,1432,1029,403,32470.60055865922,26761.807580174926,47047.14640198511
80,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",31939,17279,14660,125563.79291774947,145767.65160020834,101750.5272851296,29246,15201,14045,130557.05334062778,156108.00947306099,102903.07796368815,2516,1901,615,74647.21780604134,74394.21357180431,75429.26829268293,177,177,0,24282.485875706214,24282.485875706214,0.0
81,NYC-Queens Community District 1--Astoria & Long Island City PUMA,32087,18114,13973,71524.2073113722,79512.28938942254,61168.79911257425,24928,13385,11543,74987.40893774069,84809.14904744117,63598.34271853071,6579,4226,2353,58445.72275421797,63544.356365357315,49288.55078623034,580,503,77,71028.79310344828,72717.09741550696,60000.0
82,Saratoga County (Outer) PUMA,42195,23663,18532,71329.54686574239,80433.79326374509,59704.58558169653,17950,9678,8272,97972.46295264624,116525.96714197149,76265.40135396518,22205,12081,10124,53176.41251970277,58955.32323483155,46280.42078229949,2040,1904,136,34491.313725490196,33260.12605042017,51727.94117647059
83,Dutchess County (Southwest) PUMA,37718,20825,16893,80540.68020573731,89285.90953181272,69759.91890132007,18235,8970,9265,105116.235810255,122340.17502787067,88440.71127900701,18718,11090,7628,57873.538625921574,65304.39819657349,47070.1520713162,765,765,0,49361.986928104576,49361.986928104576,0.0
84,Erie County (Northwest) PUMA,37333,19606,17727,58707.52604933973,65326.49954095685,51386.964517402834,17553,8721,8832,69483.97595852561,82849.58949661737,56286.340579710144,18510,10256,8254,50295.139924365205,52643.84555382215,47376.757935546404,1270,629,641,32372.283464566928,29165.02384737679,35519.5007800312
85,Genesee & Orleans Counties PUMA,30992,17123,13869,48260.917849767684,53049.92968521871,42348.28898983344,7034,2664,4370,68163.61529712823,77295.29654654655,62596.84210526316,22530,13443,9087,43367.833821571236,49814.86840734955,33830.309232970176,1428,1016,412,27424.50980392157,32281.496062992126,15447.087378640777
86,Erie County (Northeast) PUMA,41394,24113,17281,74716.56109581099,86431.96118276448,58369.5069729761,21300,12745,8555,90894.00798122065,101065.76069046685,75740.41496201052,19896,11276,8620,57905.15480498593,70490.8442710181,41441.55452436195,198,92,106,23707.070707070707,13000.0,33000.0
