,puma,ENG_prof_mf_t,ENG_prof_m,ENG_prof_f,NO_ENG_prof_mf_t,NO_ENG_prof_m,NO_ENG_prof_f
106,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,30.798841375104807,33.904256843915725,27.27124715076522,69.20115862489519,66.09574315608427,72.72875284923478
107,Putnam County PUMA,66.71144545943042,66.24719101123596,67.40146960587843,33.288554540569585,33.752808988764045,32.598530394121575
108,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,42.22919937205651,45.92727272727273,36.27852545348157,57.77080062794349,54.07272727272727,63.72147454651843
109,Orange County (Southeast) PUMA,84.54623287671232,85.64885496183207,83.1384015594542,15.45376712328767,14.351145038167939,16.86159844054581
110,Onondaga County (Central)--Syracuse City (Outer) PUMA,80.40665434380776,83.81294964028777,76.80608365019012,19.593345656192238,16.18705035971223,23.193916349809886
111,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",48.08705295259218,45.153828359935225,52.473192666897276,51.91294704740782,54.84617164006477,47.52680733310273
112,Monroe County (East) PUMA,90.5781584582441,79.53488372093022,100.0,9.421841541755889,20.46511627906977,0.0
113,NYC-Manhattan Community District 10--Central Harlem PUMA,57.155110793423866,50.45351473922902,61.23246723384687,42.84488920657613,49.54648526077097,38.76753276615314
114,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,58.51008794619762,61.55149051490515,55.35651563048823,41.48991205380238,38.44850948509485,44.64348436951177
115,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,80.03636363636363,77.39130434782608,82.7007299270073,19.963636363636365,22.608695652173914,17.2992700729927
116,Wayne & Seneca Counties PUMA,63.23529411764706,57.49318801089919,71.83673469387755,36.76470588235294,42.50681198910082,28.163265306122447
117,Schenectady County--Schenectady City PUMA,68.4931506849315,75.5813953488372,64.61864406779661,31.506849315068493,24.418604651162788,35.38135593220339
118,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",61.42095914742451,64.29618768328446,58.71812543073742,38.57904085257549,35.70381231671554,41.28187456926258
119,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",81.84001477923518,90.11627906976744,70.78118256365991,18.159985220764828,9.883720930232558,29.218817436340096
