,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Avg_PINCP_mf_t,Total_Avg_PINCP_m,Total_Avg_PINCP_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Avg_PINCP_mf_t,BABS_Avg_PINCP_m,BABS_Avg_PINCP_f,Total_HS,Total_HS_m,Total_HS_f,HS_Avg_PINCP_mf_t,HS_Avg_PINCP_m,HS_Avg_PINCP_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Avg_PINCP_mf_t,HSINC_Avg_PINCP_m,HSINC_Avg_PINCP_f
87,Monroe County (East) PUMA,39701,21124,18577,68047.14241454875,75720.22964400682,59322.036389083274,23186,12423,10763,82359.50470111275,89731.31256540288,73850.72749233485,15970,8308,7662,48172.64402003757,57028.65129995185,38569.96737144349,545,393,152,41532.11009174312,27959.287531806614,76625.0
88,Broome (Outer West) & Tioga Counties PUMA,35750,20282,15468,56989.14830769231,63404.52332117148,48577.15994310835,11388,5513,5875,87195.09922725677,110633.35751859241,65201.03659574468,22718,13508,9210,43762.970419931335,46966.05285756589,39065.11617806732,1644,1261,383,30521.350364963502,33014.59159397304,22312.532637075718
89,Suffolk County (East) PUMA,32769,17253,15516,85811.52998260551,97782.01819973339,72500.95810775972,15728,7854,7874,106614.90717192269,127368.56378915203,85913.9649479299,15371,8475,6896,64845.06317090625,69906.36696165192,58624.855858468676,1670,924,746,82865.4491017964,101974.02597402598,59197.45308310992
90,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",10373,6059,4314,83833.54574375783,86836.86086813005,79615.39870190079,6106,3256,2850,84474.49721585326,90375.07678132679,77733.34385964912,4027,2770,1257,85621.72585050906,82404.29241877256,92711.85361972952,240,33,207,37522.5,109800.0,26000.0
91,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,12301,6472,5829,81902.70969839851,99938.15080346106,61877.769771830506,8222,3807,4415,91923.13184140112,118462.21696874179,69038.80634201586,3618,2449,1169,66906.9767827529,78029.42098815844,43605.97946963216,461,216,245,20875.92190889371,21851.85185185185,20015.51020408163
92,Albany County (Outside Albany City) PUMA,61738,32811,28927,73034.41972529075,82273.05467678522,62555.322294050544,29964,13771,16193,89248.59511413696,107790.83900951274,73479.72951275243,29832,18115,11717,59347.88485518906,65099.77107369583,50455.21447469489,1942,925,1017,33104.01647785788,38693.18918918919,28020.452310717796
93,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",190,190,0,51789.47368421053,51789.47368421053,0.0,0,0,0,#DIV/0!,0.0,0.0,190,190,0,51789.47368421053,51789.47368421053,0.0,0,0,0,#DIV/0!,0.0,0.0
94,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",10591,5916,4675,110451.20762911906,111585.72346179851,109015.5294117647,8998,5250,3748,123774.7655034452,119983.37904761905,129085.53895410885,1593,666,927,35193.59698681733,45387.98798798799,27869.471413160732,0,0,0,#DIV/0!,0.0,0.0
95,Nassau County (West Central)--Hempstead Town (West Central) PUMA,15123,9043,6080,82001.65086292403,87835.46566404954,73324.81085526316,7735,3776,3959,96270.89411764705,113465.33792372882,79871.24273806516,7352,5231,2121,67008.65070729054,69402.21754922577,61105.421970768504,36,36,0,78000.0,78000.0,0.0
96,Erie County (West Central)--Buffalo City (East) PUMA,17248,9843,7405,50321.31087662338,45034.44579904501,57348.8075624578,6618,3341,3277,67016.66666666667,54829.51212211913,79441.83704607873,9902,6060,3842,40332.12987275298,40248.73432343234,40463.66996356064,728,442,286,34418.846153846156,36609.32126696833,31033.566433566433
97,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,11100,5615,5485,99509.48387387388,107120.2911843277,91718.29279854147,9709,4824,4885,105007.87372540942,112683.83291873963,97427.76581371545,1391,791,600,61131.43421998562,73190.42351453856,45233.666666666664,0,0,0,#DIV/0!,0.0,0.0
98,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",6547,3220,3327,63640.73316022606,74135.27329192546,53483.70904718966,2570,1462,1108,76493.36186770428,82444.21340629275,68641.24548736462,3867,1648,2219,55771.38350142229,69042.56067961165,45915.18702118071,110,110,0,40000.0,40000.0,0.0
99,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",5556,3651,1905,58113.8588912887,62909.91509175568,48922.04724409449,2253,1522,731,81271.81535730137,90919.05387647831,61185.49931600547,3059,1975,1084,44420.372670807454,45208.61772151899,42984.22509225092,244,154,90,15956.065573770491,13105.714285714286,20833.333333333332
100,Madison & Cortland Counties PUMA,38690,21605,17085,52271.340553114496,57173.6108308262,46072.12783143108,12921,6178,6743,66416.3377447566,77697.70929103269,56080.23906273172,23885,14191,9694,46087.57462842789,49709.92248608273,40784.83701258511,1884,1236,648,33657.61464968153,40279.857605178,21026.29938271605
101,Nassau County (Central)--Hempstead Town (East Central) PUMA,33976,17972,16004,99077.20473275254,117403.1297574004,78497.75431142215,21811,10658,11153,110147.6727339416,132510.71777068867,88777.15950865237,12015,7247,4768,79325.8608406159,95364.12556920105,54948.909395973154,150,67,83,71440.0,98000.0,50000.0
102,Nassau County (West Central)--North Hempstead Town (South) PUMA,18272,8781,9491,96300.9040061296,118065.66655278442,76164.31356021494,11832,5266,6566,108815.11054766734,143851.44094189137,80715.6107219007,6347,3422,2925,73604.93146368364,80150.11689070718,65947.62393162394,93,93,0,53110.0,53110.0,0.0
103,Westchester County (Central)--White Plains City PUMA,31116,17845,13271,134496.38520375369,157335.78537405437,103785.12787280536,24400,13684,10716,151497.36155737704,181479.58126278865,113210.9958939903,6586,4031,2555,72191.60340115396,77224.13793103448,64251.81996086106,130,130,0,100000.0,100000.0,0.0
104,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",38715,23003,15712,77486.20973782771,83200.63730817719,69120.05791751528,17883,9369,8514,83663.32550466924,93223.823246878,73142.73549447968,20325,13127,7198,71965.03616236162,76134.09461415403,64361.919977771606,507,507,0,80942.80078895463,80942.80078895463,0.0
105,Suffolk County (Northwest)--Huntington Town (South) PUMA,26176,15880,10296,104634.94880806845,113915.26889168765,90321.47921522922,16918,9832,7086,123306.50195058518,136721.6995524817,104692.58396838837,9258,6048,3210,70514.6921581335,76839.73544973545,58597.60124610592,0,0,0,#DIV/0!,0.0,0.0
106,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,21841,11761,10080,103448.33157822445,125087.23662953831,78200.79563492064,19378,10819,8559,110738.32077613789,132901.86616138276,82722.50146045099,2230,942,1288,45685.125560538116,35335.138004246284,53254.759316770185,233,0,233,50000.0,0.0,50000.0
107,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,4633,3202,1431,61739.12065616231,64023.891317926296,56626.72676450035,1989,1247,742,61613.34640522876,64946.190858059344,56012.191374663074,2469,1780,689,60117.294451194815,61212.247191011236,57288.53410740203,175,175,0,86050.28571428571,86050.28571428571,0.0
108,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,13281,6426,6855,84044.06528122882,91297.5879240585,77244.48300510577,11690,5179,6511,87214.00607356716,98003.0700907511,78632.1350023038,1516,1172,344,57079.48548812665,58869.795221843,50979.941860465115,75,75,0,135000.0,135000.0,0.0
109,Suffolk County (Northwest)--Huntington Town (North) PUMA,26117,15390,10727,123427.06574261974,141244.55074723848,97864.36468723782,18366,9734,8632,141819.98562561255,172281.1337579618,107470.03012048193,7751,5656,2095,79845.02902851245,87830.45968882603,58286.27207637231,0,0,0,#DIV/0!,0.0,0.0
110,Suffolk County (Southwest)--Islip Town (South) PUMA,26396,13787,12609,81425.58039096833,87820.24008123594,74433.49750178444,12962,5789,7173,99100.45054775498,109441.79478320954,90754.42492680886,13058,7842,5216,64873.21029254097,72705.82759500128,53097.254601226996,376,156,220,46955.31914893617,45256.41025641026,48160.0
111,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",1260,806,454,63274.880952380954,68065.44665012407,54770.044052863435,1100,717,383,68033.04545454546,72169.80474198048,60288.772845953004,160,89,71,30562.5,35000.0,25000.0,0,0,0,#DIV/0!,0.0,0.0
112,Ulster County (East) PUMA,42509,21715,20794,63094.112376202684,69901.75744876813,55984.94565740117,16661,7483,9178,81624.79521037152,96489.93091006282,69504.96404445413,23981,12839,11142,52336.99220216004,57825.46226341616,46012.59199425597,1867,1393,474,35899.03588644885,38378.607322325915,28612.025316455696
113,NYC-Manhattan Community District 10--Central Harlem PUMA,8613,4934,3679,118314.12864274933,130823.66639643292,101537.27099755369,7856,4320,3536,123448.12627291243,138570.33796296295,104973.02601809955,757,614,143,65034.49141347424,76319.3973941368,16580.41958041958,0,0,0,#DIV/0!,0.0,0.0
114,NYC-Brooklyn Community District 4--Bushwick PUMA,12161,6126,6035,57591.52224323658,61904.69507019262,53213.31234465617,9308,4440,4868,59772.894499355396,65608.36981981983,54450.480690221855,2446,1279,1167,55406.54129190515,62116.4972634871,48052.61353898886,407,407,0,20835.380835380834,20835.380835380834,0.0
115,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",7141,3968,3173,61085.09732530458,59464.465725806454,63111.78064922786,5331,2315,3016,65104.04802100919,66078.61771058316,64355.99469496021,1556,1460,96,43985.15424164524,45167.739726027394,26000.0,254,193,61,81488.58267716535,88280.31088082901,60000.0
116,Oneida County (Central)--Greater Utica & Rome Cities PUMA,38563,21572,16991,59536.33067966704,68999.48729834972,47521.7809428521,15691,7733,7958,84929.02491874323,113084.28940902626,57569.80648404122,21207,12729,8478,44315.58400528128,47056.18116112813,40200.80915310215,1665,1110,555,14100.66066066066,13511.711711711712,15278.558558558558
117,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",1031,246,785,50886.711930164885,44097.560975609755,53014.267515923566,509,214,295,61781.925343811396,48000.0,71779.66101694915,522,32,490,40262.835249042146,18000.0,41716.73469387755,0,0,0,#DIV/0!,0.0,0.0
118,Erie County (Central) PUMA,47867,25624,22243,51577.1700754173,57258.363643459255,45032.41873847952,16595,8320,8275,62788.77854775535,70953.33653846153,54579.82114803625,30348,16842,13506,46013.70502174773,50897.877330483316,39923.13564341774,924,462,462,32944.48051948052,42498.917748917745,23390.04329004329
119,Livingston & Wyoming Counties PUMA,32373,18984,13389,50726.4627930683,53506.49072903498,46784.71581148704,8518,3596,4922,67005.91570791266,73152.89210233593,62514.951239333604,21956,13901,8055,46071.27482237202,50411.80058988562,38580.567349472374,1899,1487,412,31527.372301211162,34926.01210490921,19260.922330097088
120,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,24379,14561,9818,103143.7310800279,124422.92768353822,71584.71888368303,12834,7371,5463,126774.29795854761,155073.16510649843,88591.8066996156,11143,6788,4355,74465.19608722965,90000.58190925162,50250.68427095293,402,402,0,143666.66666666666,143666.66666666666,0.0
121,Niagara County (North & East) PUMA,33538,18232,15306,56021.48494245334,59335.28861342694,52074.19182020123,11117,5244,5873,68683.04488621031,73402.29405034325,64469.22867359101,21908,12703,9205,50340.60398028118,54297.201605919865,44880.456273764255,513,285,228,24244.054580896685,25059.64912280702,23224.56140350877
122,Westchester County (Southwest)--Yonkers City PUMA,21339,11643,9696,85818.23745255166,99278.0864038478,69655.59086221122,12354,6305,6049,105352.02444552371,125643.89532117367,84201.38039345347,8588,4941,3647,55800.47263623661,63381.50172029954,45529.60213874417,397,397,0,127309.82367758187,127309.82367758187,0.0
123,Sullivan & Ulster (West) Counties PUMA,22439,13795,8644,66761.1194794777,75690.45886190649,52510.74502545118,7117,4503,2614,104970.29366306028,120086.96424605818,78929.60214231063,13580,7801,5779,47651.56259204713,52158.99500064094,41567.03581934591,1742,1491,251,59627.41676234214,64725.66063044936,29342.629482071712
124,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",12831,8141,4690,80856.2403553893,89917.02370716128,65128.34328358209,5986,2667,3319,94581.60875375877,122499.92875890514,72147.69508888219,5479,4190,1289,67131.97846322322,73697.46539379474,45790.32583397983,1366,1284,82,75757.5402635432,75167.28971962616,85000.0
125,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,13246,7291,5955,79028.68262116866,76570.29214099575,82038.61125104954,6082,2950,3132,102715.63465965143,96065.30508474576,108979.51468710089,6843,4020,2823,59308.40859272249,64336.15671641791,52148.80977683316,321,321,0,50623.052959501554,50623.052959501554,0.0
126,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",1224,782,442,59126.72385620915,60565.358056265984,56581.44796380091,387,318,69,52318.11369509044,50868.270440251574,59000.0,837,464,373,62274.79091995221,67211.20689655172,56134.048257372655,0,0,0,#DIV/0!,0.0,0.0
127,NYC-Manhattan Community District 11--East Harlem PUMA,6506,3221,3285,115719.93544420534,123704.8121701335,107890.62404870625,5676,2770,2906,124002.0260747005,134910.9025270758,113603.68203716449,718,451,267,60499.1643454039,54878.04878048781,69994.00749063671,112,0,112,50000.0,0.0,50000.0
128,Westchester County (Southeast) PUMA,23141,14014,9127,167808.3544358498,211681.46853146853,100443.63208063986,17370,10776,6594,197603.29591249282,248347.0554936897,114677.18835304823,5707,3238,2469,78904.4822148239,89659.11982705374,64800.1822600243,64,0,64,9000.0,0.0,9000.0
129,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,29577,17213,12364,54994.46427967677,59030.47173647824,49375.5871886121,9416,5134,4282,72544.14294817332,78642.99766264121,65231.78421298459,19419,11402,8017,47013.36938050363,51168.247675846345,41104.18610452788,742,677,65,41163.07277628032,42714.91875923191,25000.0
130,Erie County (Northeast) PUMA,41809,22787,19022,67988.8358487407,81866.94334488963,51363.852381453056,17194,8899,8295,88514.7307200186,108540.79784245421,67030.46654611212,24112,13493,10619,54045.7348208361,65510.98184243682,39477.453620868255,503,395,108,34735.98409542743,39640.0,16800.0
131,Monroe County (Central)--Greece & Gates Towns PUMA,37302,19054,18248,54378.836550319014,58008.181694132465,50589.18604778606,13209,5906,7303,68475.44030585207,74094.95208262783,63930.891962207315,22755,12358,10397,47062.868380575695,50875.74097750445,42530.841877464656,1338,790,548,39635.052316890884,49317.3417721519,25677.007299270073
132,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,19053,9140,9913,80797.35039101454,94412.49912472648,68243.88933723394,11531,4947,6584,90745.07995837308,113673.32565191024,73517.55391859052,6872,3871,3001,65925.26193247963,72021.77731852235,58061.346217927356,650,322,328,61556.92307692308,67677.01863354037,55548.78048780488
133,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",9455,4451,5004,68078.33527234268,75746.41653560997,61257.665867306154,2898,1303,1595,93253.96825396825,89334.76592478895,96455.67398119123,6557,3148,3409,56951.45035839561,70122.01397712833,44789.2519800528,0,0,0,#DIV/0!,0.0,0.0
134,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",48853,26106,22747,187816.2453278202,235415.93476595418,133187.6133116455,45551,24013,21538,194756.0530614037,247318.93695081832,136153.00120716874,3254,2093,1161,93428.29133374308,98852.7281414238,83649.35400516796,48,0,48,800.0,0.0,800.0
135,Albany County (East Central)--Albany City PUMA,18233,9660,8573,64158.10179345143,67830.43581780538,60020.13997433804,10588,5302,5286,75978.51057801285,83696.79554884949,68236.8634127885,7361,4074,3287,47643.553864964,48318.99852724595,46806.38880438089,284,284,0,51514.08450704225,51514.08450704225,0.0
136,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",9770,5719,4051,78031.32036847492,82299.45445007869,72005.78128857072,5291,2305,2986,83763.33396333396,91126.10845986985,78079.74547890155,4299,3331,968,71963.92184228891,75850.16511558091,58590.90909090909,180,83,97,54451.666666666664,96000.0,18900.0
137,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,1107,1032,75,58973.53206865402,57372.77131782946,81000.0,589,589,0,62901.52801358234,62901.52801358234,0.0,518,443,75,54507.142857142855,50021.89616252822,81000.0,0,0,0,#DIV/0!,0.0,0.0
138,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,5521,3109,2412,81700.12678862525,104144.00128658733,52770.605306799334,2593,1688,905,115677.47782491322,125979.26540284361,96462.65193370165,2758,1421,1337,54464.72081218274,78205.98170302603,29231.86237845924,170,0,170,5300.0,0.0,5300.0
139,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",33487,17468,16019,135998.68336966584,171331.61667048317,97469.70659841438,31459,15933,15526,139139.8130900537,179625.17730496454,97593.16179312121,2028,1535,493,87272.4506903353,85246.07817589576,93581.7444219067,0,0,0,#DIV/0!,0.0,0.0
140,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",511,364,147,76705.08806262231,75818.68131868132,78900.0,295,216,79,87255.25423728813,112694.44444444444,17700.0,216,148,68,62296.2962962963,22000.0,150000.0,0,0,0,#DIV/0!,0.0,0.0
141,NYC-Manhattan Community District 8--Upper East Side PUMA,67650,32157,35493,166377.33481152993,207842.13919208883,128809.8225002113,64955,30364,34591,170636.1758140251,217052.68640495325,129891.73571160129,2600,1793,807,65109.192307692305,51863.85945343001,94537.79429987608,95,0,95,26000.0,0.0,26000.0
142,Orange County (Northeast)--Greater Newburgh City PUMA,27684,14758,12926,67304.96413090594,74801.47242173736,58745.9768683274,10706,5000,5706,82046.67009153745,91951.5,73367.35892043464,16618,9408,7210,58058.188530509084,66374.32291666667,47206.84424410541,360,350,10,55744.444444444445,56322.857142857145,35500.0
143,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",1949,1143,806,70507.48075936378,65351.42607174103,77819.35483870968,1201,757,444,69106.64446294754,63062.98546895641,79410.81081081081,598,297,301,80548.49498327759,79979.79797979798,81109.63455149502,150,89,61,41693.333333333336,36000.0,50000.0
144,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,7398,4637,2761,67602.32900783996,71825.19516929048,60510.17747193046,2601,1036,1565,70271.06113033449,72116.24517374518,69049.58466453674,4563,3367,1196,66342.75695814157,72383.72438372439,49336.120401337794,234,234,0,62500.0,62500.0,0.0
145,Suffolk County (Central)--Islip Town (Northwest) PUMA,7269,4129,3140,61291.9548768744,57978.02857834827,65649.66242038217,3031,1159,1872,68162.51732101616,69621.04400345126,67259.50854700855,4042,2774,1268,55278.2360217714,51623.824801730356,63272.9810725552,196,196,0,79061.22448979592,79061.22448979592,0.0
146,Capital Region,318419,173635,144784,509439.3200053104,561360.378588786,445915.90691006486,137279,65099,72180,641226.5214359555,745337.8197136561,550403.462674739,171102,101011,70091,412852.9309027536,457169.15670431353,346535.7863556661,10038,7525,2513,308732.2095841659,328609.80488285713,197640.146496706
147,Central NY,228811,127379,101432,353076.8486457519,390118.0680097565,305476.0809775458,86165,42385,43780,459212.1215382719,530221.436495888,389497.28026276856,132793,77055,55738,290152.70302859845,328531.0338913548,236755.75224165528,9853,7939,1914,194887.63661705222,208226.5150330711,113535.15674726163
148,Finger Lakes,329713,182414,147299,589752.2017466464,671221.8750144498,489542.25948178093,138894,68793,70101,730674.400084976,873755.6761403754,597324.4561461377,178007,103937,74070,477321.30142175005,544037.875857566,383217.6540159204,12812,9684,3128,387313.25408919726,431791.372661529,462345.53753377055
149,Long Island,608799,346612,262187,2383310.3786121886,2728025.9506386835,1909240.2673734385,327384,174944,152440,2829105.792793166,3310782.639602211,2235027.3704931056,273780,167031,106749,1768244.6544400565,1960635.277264505,1467939.8790369735,7635,4637,2998,1324436.57564273,1491251.8617275055,462678.9382933711
150,Mid-Hudson,448025,254406,193619,1662540.3184286475,1951082.291588148,1272095.2610926745,239076,129231,109845,2071003.3272898938,2527487.4276269246,1533198.0514987193,197009,115496,81513,1106506.4170146107,1248882.5660782696,913468.2316102843,11940,9679,2261,1050135.5974911586,1063597.1238408866,435083.6512556322
151,Mohawk Valley,140051,78160,61891,212545.0077922298,232202.4413952725,187898.0959130866,42942,19193,23749,289720.85236351826,341659.9705228916,245061.98466754612,90025,53567,36458,181820.4218277121,198750.1680678343,157121.80615742155,7084,5400,1684,111200.97739202311,115005.8903343736,101825.32150736367
152,New York City,841049,456905,384144,4726343.996712139,5212616.930486816,4142600.772016627,628895,318264,310631,5067414.560910416,5682352.452872093,4350159.590706718,197900,128440,69460,3331409.302409441,3464660.2942723534,2892011.567222688,14254,10201,4053,1863825.3160161502,1739312.0846001836,900195.5523020781
153,North Country,114245,65536,48709,159441.02280972427,178083.89907253662,134619.51685350508,30216,13312,16904,214950.23952438158,256674.32935582282,181103.9704822299,78326,47720,30606,141410.2428625931,160572.0965260018,111609.24156584425,5703,4504,1199,122759.98382199067,136004.4220359628,79120.04119241193
154,Southern Tier,177408,101021,76387,318264.86034812045,345184.55692453036,283060.20439252275,60070,30336,29734,430595.766503036,509593.94844013744,351703.94585003186,108636,63679,44957,260843.96968084527,276603.5547239169,238720.94791121103,8702,7006,1696,181152.1310298757,180463.34404492885,139856.20738231833
155,Western NY,386262,214187,172075,627314.8901478205,695686.6954970433,543010.4886985037,148555,73929,74626,784125.7381821243,883137.7152310462,682758.6182769418,228191,133211,94980,530826.556598852,596476.0425242217,443034.6465303337,9516,7047,2469,372642.96590192465,414261.4017080486,256691.82917105613
