,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Avg_PINCP_mf_t,Total_Avg_PINCP_m,Total_Avg_PINCP_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Avg_PINCP_mf_t,BABS_Avg_PINCP_m,BABS_Avg_PINCP_f,Total_HS,Total_HS_m,Total_HS_f,HS_Avg_PINCP_mf_t,HS_Avg_PINCP_m,HS_Avg_PINCP_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Avg_PINCP_mf_t,HSINC_Avg_PINCP_m,HSINC_Avg_PINCP_f
16,Onondaga County (Central)--Syracuse City PUMA,2948,1719,1229,40270.810719131616,42243.31006399069,37511.879576891784,1216,749,467,58639.76151315789,61245.8611481976,54459.95717344754,1280,760,520,28882.109375,27792.105263157893,30475.19230769231,452,210,242,23104.646017699117,26767.14285714286,19926.446280991735
17,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,16829,10129,6700,74978.26668251233,80268.05212755455,66981.21641791044,8732,4465,4267,92633.05657352267,106258.76819708846,78375.07616592453,7209,5260,1949,57458.01081980857,59274.08745247148,52556.74704976911,888,404,484,43606.53153153153,66356.43564356436,24616.942148760332
18,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,7691,4104,3587,67272.51332726564,75462.15886939572,57902.48118204628,2945,1275,1670,83466.14601018676,92263.8431372549,76749.34131736527,4275,2715,1560,58792.538011695906,66331.60220994476,45671.666666666664,471,114,357,42987.261146496814,105000.0,23184.873949579833
19,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",10253,6224,4029,74734.6971618063,87762.49196658097,54609.35716058575,5488,3376,2112,110810.9056122449,130711.53732227487,79000.04734848485,3463,1546,1917,32984.57984406584,39490.68564036222,27737.610850286906,1302,1302,0,33716.589861751156,33716.589861751156,0.0
20,Monroe County (Central)--Rochester City (West) PUMA,2573,1583,990,40370.07384376215,47144.09349336702,29538.484848484848,800,596,204,54899.625,61248.82550335571,36350.0,1359,829,530,29837.159676232524,30722.557297949337,28452.264150943396,414,158,256,46869.08212560386,80100.0,26359.375
21,"Chenango, Delaware & Broome (East) Counties PUMA",425,272,153,53245.74117647059,61949.779411764706,37771.8954248366,170,170,0,53316.705882352944,53316.705882352944,0.0,218,102,116,61497.706422018346,76338.23529411765,48448.275862068964,37,0,37,4300.0,0.0,4300.0
22,Dutchess County (North & East) PUMA,2046,1339,707,63788.26979472141,62348.99178491411,66514.14427157001,1149,849,300,84822.19321148825,79892.4617196702,98773.33333333333,483,145,338,44148.24016563147,39259.31034482759,46245.56213017752,414,345,69,28324.87922705314,28881.159420289856,25543.478260869564
23,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,13266,8085,5181,68093.5240464345,67648.90043290044,68787.36344335071,7078,3852,3226,89085.1709522464,88740.23883696781,89497.03657780534,5115,3514,1601,45481.49560117302,49626.79567444508,36383.06683322923,1073,719,354,37414.72506989748,42733.518776077886,26611.86440677966
24,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,9597,5532,4065,83582.61331666146,98698.74005784527,63011.293972939726,5291,2458,2833,111515.34303534303,156590.9479251424,72406.32897987998,3469,2546,923,53066.58402997982,55180.75412411626,47234.86457204767,837,528,309,33484.68339307049,39035.378787878784,24000.0
25,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,14991,6981,8010,66813.71622973784,78404.24008021773,56712.16229712859,7185,3576,3609,77225.63952679193,83163.5067114094,71342.06705458576,7113,2965,4148,57739.94095318431,75080.37099494098,45344.961427193826,693,440,253,51997.113997114,62122.72727272727,34387.35177865613
26,Westchester County (Southeast) PUMA,13868,8981,4887,88131.15085087973,85278.7317670638,93373.13484755474,5269,2809,2460,155869.99620421333,162562.299750801,148228.25609756098,5517,3148,2369,54756.3150262824,67247.01080050826,38158.29463908822,3082,3024,58,32067.878001297857,32260.978835978836,22000.0
27,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,10584,7045,3539,49225.633030990175,52868.99929027679,41972.87369313365,2659,1422,1237,71465.51335088379,82959.91561181434,58252.06143896524,5509,3828,1681,47720.4755854057,52386.389759665624,37095.18143961927,2416,1795,621,28180.960264900663,30060.16713091922,22749.114331723027
28,Westchester County (Northwest) PUMA,12309,7457,4852,70640.10561377853,80549.37642483572,55410.62654575433,3969,2024,1945,130020.94734189972,157041.1561264822,101903.25964010283,5736,3734,2002,47754.449093444906,59234.868773433314,26341.91808191808,2604,1699,905,30543.93241167435,36269.80576809888,19794.475138121546
29,Monroe County (South) PUMA,4952,3150,1802,89206.69224555735,84133.15555555555,98075.52719200889,3529,2376,1153,111388.59166902806,101042.94612794612,132707.97918473548,1423,774,649,34196.205200281096,32224.03100775194,36548.228043143296,0,0,0,#DIV/0!,0.0,0.0
30,Rockland County (North)--New City & Congers PUMA,6114,3132,2982,74143.78148511612,83201.49425287357,64630.44936284373,2477,1000,1477,95558.09446911587,96417.4,94976.30331753555,3285,1780,1505,62702.4901065449,86252.62921348315,34849.16943521595,352,352,0,30227.272727272728,30227.272727272728,0.0
31,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",9895,5689,4206,32784.56796361799,34649.3935665319,30262.220637184975,1526,514,1012,46507.732634338136,56060.31128404669,41655.928853754944,6588,4040,2548,31551.32058287796,34837.72277227723,26340.541601255885,1781,1135,646,25588.09657495789,24282.819383259914,27881.42414860681
32,Orange County (Southeast) PUMA,3863,1791,2072,84890.21485891794,93669.29089893914,77301.73745173746,1966,721,1245,102433.16378433368,109596.94868238557,98284.49799196787,1344,959,385,77277.90178571429,89794.05630865485,46101.2987012987,553,111,442,41023.14647377939,23691.891891891893,45375.565610859725
33,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",17540,11782,5758,49921.844355758265,51965.50670514344,45740.10941299062,6375,3698,2677,61383.623529411765,60615.84640346133,62444.228614120286,9250,6602,2648,44184.03243243243,48977.08270221145,32233.987915407855,1915,1482,433,39481.07049608355,43693.31983805668,25064.087759815244
34,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,8589,4795,3794,97830.88135987891,117374.04379562044,73131.49710068529,5276,2966,2310,130533.80212282031,163395.69790964262,88339.69696969698,2215,788,1427,53682.12189616253,59851.142131979694,50275.54309740715,1098,1041,57,29751.548269581057,29792.699327569644,29000.0
35,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",7261,3917,3344,57284.62195289905,70224.12560633138,42127.91267942584,2435,894,1541,71037.74127310062,114931.65548098434,45573.00454250487,3776,2185,1591,51514.76165254237,58098.855835240276,42472.495285983656,1050,838,212,46140.0,54144.391408114556,14500.0
36,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,23879,14696,9183,59929.758783868674,66794.04259662493,48944.5126864859,11244,5831,5413,81246.92369263608,105512.59646715829,55107.419176057636,11614,8226,3388,41426.390563113484,41202.29759299781,41970.48406139315,1021,639,382,35647.60039177277,42928.3255086072,23468.586387434556
37,Suffolk County (Northwest)--Huntington Town (South) PUMA,4918,3233,1685,87964.03416022773,80253.14568512217,102758.87240356083,3345,2280,1065,110286.03886397608,98788.64035087719,134900.18779342723,1290,755,535,40058.38759689922,32212.344370860927,51130.84112149533,283,198,85,42491.16607773852,50000.0,25000.0
38,Westchester County (Southwest)--Yonkers City PUMA,16596,9689,6907,57291.72993492408,61650.38187635463,51177.50108585493,5472,2893,2579,90295.23940058479,98978.4825440719,80554.78867778208,9186,5164,4022,43613.67298062269,50160.92176607281,35207.409249129785,1938,1632,306,28938.493292053663,31835.049019607843,13490.196078431372
39,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",11375,6742,4633,176616.37186813186,217324.9080391575,117376.79689186273,10518,5885,4633,186052.37022247576,240117.60917587086,117376.79689186273,314,314,0,119271.97452229299,119271.97452229299,0.0,543,543,0,27000.0,27000.0,0.0
40,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,14605,8828,5777,56065.507702841496,57306.415949252376,54169.240090012114,5805,3062,2743,70772.94401378122,75293.54670150229,65726.61319722931,7801,5122,2679,48322.33047045251,50031.41351034752,45054.72191116088,999,644,355,31068.368368368367,29644.875776397515,33650.704225352114
41,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,19130,12623,6507,56163.44119184527,58930.51572526341,50795.56323958813,7651,4531,3120,72850.3947196445,78628.54557492827,64459.11217948718,9221,6189,3032,48086.20106279146,51899.993536920345,40301.3852242744,2258,1903,355,32606.465899025687,34894.85023646873,20339.436619718308
42,Erie County (West Central)--Buffalo City (West) PUMA,2977,1699,1278,46954.48438024857,51942.20129487934,40323.7089201878,1414,686,728,75045.26166902404,96924.19825072886,54428.57142857143,866,718,148,19012.00923787529,19684.122562674096,15751.351351351352,697,295,402,24684.505021520803,25852.881355932204,23827.114427860695
43,Fulton & Montgomery Counties PUMA,681,504,177,62559.66226138033,70581.60714285714,39717.51412429378,200,114,86,35480.0,24526.315789473683,50000.0,481,390,91,73819.39708939708,84043.92307692308,30000.0,0,0,0,#DIV/0!,0.0,0.0
44,Westchester County (Central)--White Plains City PUMA,14362,7776,6586,93155.9727057513,99456.06738683127,85717.53720012147,7016,2942,4074,136818.70724059292,173796.78789938817,110115.3411880216,4994,2978,2016,48737.63115738887,46556.39019476158,51959.72222222222,2352,1856,496,57223.76700680272,66495.3125,22530.24193548387
45,St. Lawrence County PUMA,631,278,353,66332.07606973058,73238.12949640288,60893.31444759207,596,260,336,68213.9932885906,77616.15384615384,60938.51190476191,35,18,17,34285.71428571428,10000.0,60000.0,0,0,0,#DIV/0!,0.0,0.0
46,Saratoga County (South & Central) PUMA,3503,1851,1652,113668.65543819583,114924.7433819557,112261.25907990315,2679,1436,1243,135267.52519596866,141942.6183844011,127555.99356395817,666,257,409,45449.84984984985,13097.665369649805,65778.72860635696,158,158,0,35000.0,35000.0,0.0
47,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,3124,1985,1139,74416.0371318822,69049.6725440806,83768.30553116769,1729,928,801,95875.41931752457,84710.77586206897,108810.23720349564,1173,928,245,50775.78857630009,57760.775862068964,24318.367346938776,222,129,93,32194.144144144146,37596.8992248062,24700.0
48,Suffolk County (North Central)--Brookhaven Town (North) PUMA,3691,1815,1876,133610.56895150366,187459.39944903582,81512.68656716419,3232,1733,1499,148626.24071782178,195383.0409694172,94570.51367578386,459,82,377,27879.302832244008,20000.0,29593.103448275862,0,0,0,#DIV/0!,0.0,0.0
49,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,314,229,85,43629.61783439491,52400.43668122271,20000.0,0,0,0,#DIV/0!,0.0,0.0,314,229,85,43629.61783439491,52400.43668122271,20000.0,0,0,0,#DIV/0!,0.0,0.0
50,Suffolk County (Central)--Islip Town (East) PUMA,1925,999,926,62185.76623376623,85749.74974974975,36764.14686825054,776,345,431,76525.77319587629,101808.69565217392,56287.7030162413,809,314,495,44343.139678615575,83089.1719745223,19764.848484848484,340,340,0,71911.76470588235,71911.76470588235,0.0
51,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",6404,2816,3588,48140.615240474704,65360.333806818184,34625.91973244147,1600,1090,510,57152.5,55384.40366972477,60931.37254901961,4299,1435,2864,47714.0032565713,80108.50174216028,31482.821229050278,505,291,214,23219.80198019802,30000.0,14000.0
52,Westchester County (Northeast) PUMA,5744,3656,2088,111933.96935933147,132392.9978118162,76111.07279693487,3404,1741,1663,146417.60282021153,214839.6323951752,74786.36199639206,2092,1667,425,65536.90248565965,61519.49610077984,81294.58823529411,248,248,0,30000.0,30000.0,0.0
53,Chautauqua County PUMA,527,266,261,55962.42884250474,29429.323308270676,83003.83141762452,118,54,64,174881.35593220338,55000.0,276031.25,271,212,59,24022.878228782287,22916.037735849055,28000.0,138,0,138,17000.0,0.0,17000.0
54,Erie County (West Central)--Buffalo City (East) PUMA,2022,1692,330,32791.59248269041,31061.820330969265,41660.606060606064,522,339,183,38768.96551724138,43852.50737463127,29351.912568306012,1159,1012,147,31840.120793787748,28187.845849802372,56983.67346938775,341,341,0,26875.366568914957,26875.366568914957,0.0
55,Cayuga & Onondaga (South) Counties PUMA,721,296,425,93405.64493758668,128352.12837837837,69066.44705882353,617,282,335,104790.06482982171,133483.085106383,80636.53731343284,0,0,0,#DIV/0!,0.0,0.0,104,14,90,25865.384615384617,25000.0,26000.0
56,Oneida County (Central)--Greater Utica & Rome Cities PUMA,3751,2039,1712,52686.23033857638,61115.64492398234,42646.7581775701,881,502,379,64902.83768444949,89401.593625498,32453.298153034302,2130,1080,1050,57143.16901408451,62539.53703703704,51592.619047619046,740,457,283,25313.108108108107,26679.431072210067,23106.713780918726
57,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,3846,2541,1305,55336.29745189808,57775.285320739866,50587.27969348659,1200,581,619,67685.0,75308.08950086059,60529.88691437803,2179,1545,634,47368.517668655346,49445.95469255663,42305.993690851734,467,415,52,60782.441113490364,64238.55421686747,33200.0
58,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",12553,6218,6335,128296.59045646459,149117.75490511418,107859.9684293607,10720,5212,5508,142434.0485074627,168287.22179585573,117970.22512708788,1697,870,827,47252.15085444903,53648.275862068964,40523.45828295042,136,136,0,25200.0,25200.0,0.0
59,NYC-Manhattan Community District 11--East Harlem PUMA,8460,4591,3869,58895.79196217494,49924.308429536046,69541.45774101836,3944,2280,1664,75747.51521298174,60182.32456140351,97074.81971153847,2945,946,1999,47450.52631578947,42253.06553911205,49910.155077538766,1571,1365,206,38044.812221514956,38106.520146520146,37635.922330097084
60,Schenectady County--Schenectady City PUMA,1236,1039,197,69322.33009708738,70574.9759384023,62715.73604060914,715,663,52,92838.18181818182,89845.09803921569,131000.0,521,376,145,37050.095969289825,36596.01063829787,38227.58620689655,0,0,0,#DIV/0!,0.0,0.0
61,"Clinton, Franklin, Essex & Hamilton Counties PUMA",604,333,271,79674.00662251655,89567.26726726726,67517.34317343173,505,333,172,88276.23762376238,89567.26726726726,85776.74418604652,26,0,26,88000.0,0.0,88000.0,73,0,73,17200.0,0.0,17200.0
62,Onondaga County (Central)--Syracuse City (Outer) PUMA,2021,1027,994,83059.30727362692,111532.52190847127,53640.80482897384,1458,862,596,102469.13580246913,127310.32482598608,66541.10738255034,433,165,268,36542.401847575056,29105.454545454544,41121.119402985074,130,0,130,20307.69230769231,0.0,20307.69230769231
63,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",11371,5892,5479,72894.55896579017,86039.89307535642,58758.34641357912,5124,2591,2533,103216.76034348166,122377.8849864917,83616.88906435057,5279,2696,2583,46570.20268990339,56934.23590504451,35752.76809910956,968,605,363,55947.57231404959,60117.76859504132,48997.245179063364
64,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",9944,5350,4594,75068.3930008045,83547.96261682243,65193.40444057466,5315,2809,2506,91513.26434619003,100315.62833748665,81646.6081404629,3608,2050,1558,54173.89135254989,62273.07317073171,43517.07317073171,1021,491,530,63298.43290891283,76446.43584521385,51117.92452830189
65,Onondaga County (North) PUMA,1406,253,1153,39262.58890469417,69407.11462450594,32648.048568950562,278,81,197,71483.45323741007,90000.0,63870.05076142132,896,67,829,28931.696428571428,100000.0,23187.937273823885,232,105,127,40551.724137931036,34000.0,45968.503937007874
66,Ulster County (East) PUMA,2779,1236,1543,49967.362360561354,50991.100323624596,49147.310434219056,1248,587,661,64183.41346153846,63328.79045996593,64942.36006051437,1290,524,766,35705.73643410853,37253.81679389313,34646.7362924282,241,125,116,52688.79668049792,50640.0,54896.55172413793
67,Oswego County PUMA,260,260,0,130388.61538461539,130388.61538461539,0.0,144,144,0,210000.0,210000.0,0.0,51,51,0,43745.882352941175,43745.882352941175,0.0,65,65,0,22000.0,22000.0,0.0
68,Niagara County (North & East) PUMA,442,232,210,28369.909502262442,29594.827586206895,27016.666666666668,214,214,0,30233.644859813085,30233.644859813085,0.0,228,18,210,26620.614035087718,22000.0,27016.666666666668,0,0,0,#DIV/0!,0.0,0.0
69,Broome (Outer West) & Tioga Counties PUMA,583,277,306,51702.52144082333,58843.21299638989,45238.56209150327,468,277,191,51507.6282051282,58843.21299638989,40869.10994764398,115,0,115,52495.65217391304,0.0,52495.65217391304,0,0,0,#DIV/0!,0.0,0.0
70,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",13482,7566,5916,34029.36507936508,36801.38778747026,30484.2123056119,3409,1583,1826,42730.008800234675,41090.84017687934,44151.04052573932,7092,4367,2725,35368.344613649184,38797.687199450425,29872.5871559633,2981,1616,1365,20893.9953035894,27204.826732673268,13422.710622710623
71,Suffolk County (Southwest)--Islip Town (South) PUMA,4912,2876,2036,60948.153501628665,69692.42350486787,48596.2278978389,1754,1047,707,81988.5518814139,107828.08022922635,43722.659123055164,2385,1336,1049,52653.840670859536,47783.989520958086,58856.05338417541,773,493,280,38796.895213454074,48073.02231237323,22464.285714285714
72,Erie County (Central) PUMA,1097,782,315,49067.82133090246,51930.9462915601,41960.0,475,260,215,68057.47368421052,85730.76923076923,46685.11627906977,483,430,53,34919.25465838509,34046.51162790698,42000.0,139,92,47,33338.84892086331,40000.0,20300.0
73,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",8562,4613,3949,60303.055360896986,67894.29872100585,51435.391238288175,4185,1749,2436,82635.16367980884,103728.1875357347,67490.7881773399,3030,1517,1513,41003.56435643564,56381.01516150297,25585.45935228024,1347,1347,0,34332.44246473645,34332.44246473645,0.0
74,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,1652,1227,425,141775.1573849879,153460.9290953545,108037.64705882352,1269,844,425,180082.2379826635,216360.61611374406,108037.64705882352,383,383,0,14851.697127937337,14851.697127937337,0.0,0,0,0,#DIV/0!,0.0,0.0
75,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,5071,3288,1783,58855.56103332676,60086.11618004866,56586.31519910264,2101,1228,873,76087.81532603523,74484.9348534202,78342.49713631158,2203,1484,719,56153.60871538811,63500.0,40990.82058414465,767,576,191,19412.84224250326,20593.14236111111,15853.403141361257
76,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",18770,10635,8135,57611.63452317528,54420.532204983545,61783.40749846343,6747,2558,4189,68484.20334963688,57550.55512118843,75160.80210074004,9676,6348,3328,54055.58081852005,56324.87397605545,49727.013221153844,2347,1729,618,41016.47209203238,42797.998843262,36032.23300970874
77,Cattaraugus & Allegany Counties PUMA,352,210,142,50503.40909090909,42072.380952380954,62971.83098591549,171,29,142,71795.3216374269,115000.0,62971.83098591549,55,55,0,50520.0,50520.0,0.0,126,126,0,21600.0,21600.0,0.0
78,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",30515,17456,13059,55645.62313616254,59123.555797433546,50996.661306378744,13536,7965,5571,76127.24143026005,84792.81230382925,63737.8549632023,14879,8243,6636,40272.39397808992,38922.011403615186,41949.79053646775,2100,1248,852,32549.95238095238,28727.483974358973,38149.06103286385
79,Jefferson & Lewis Counties PUMA,1219,318,901,29811.40278917145,34553.45911949685,28137.735849056604,522,318,204,40513.40996168582,34553.45911949685,49803.92156862745,697,0,697,21796.41319942611,0.0,21796.41319942611,0,0,0,#DIV/0!,0.0,0.0
80,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",5474,3854,1620,113614.90683229813,125983.65334717177,84189.50617283951,3812,2656,1156,131992.83840503672,146017.8840361446,99769.20415224913,1239,948,291,80741.16222760291,92837.02531645569,41336.0824742268,423,250,173,44286.05200945627,38832.0,52167.63005780347
81,NYC-Queens Community District 1--Astoria & Long Island City PUMA,19245,10735,8510,59235.51000259808,62110.20307405682,55609.207990599294,10177,4672,5505,71045.08794340178,77319.97003424658,65719.70208901,8233,5273,2960,47379.41576582048,53142.48625071117,37112.97297297297,835,790,45,32199.760479041917,32017.46835443038,35400.0
82,Saratoga County (Outer) PUMA,663,612,51,81864.25339366516,80352.94117647059,100000.0,459,408,51,104915.03267973856,105529.41176470589,100000.0,53,53,0,30000.0,30000.0,0.0,151,151,0,30000.0,30000.0,0.0
83,Dutchess County (Southwest) PUMA,8702,5126,3576,80075.38381981154,87174.92976980102,69898.57382550335,3653,1942,1711,119917.38297289898,130179.29969104017,108270.01753360608,4303,2817,1486,54846.56983499884,65197.19204827831,35224.9663526245,746,367,379,30500.0,28310.626702997277,32620.05277044855
84,Erie County (Northwest) PUMA,1805,1220,585,62636.703601108034,69911.68032786885,47464.957264957266,902,632,270,59480.321507760535,57676.02848101266,63703.7037037037,903,588,315,65789.59025470653,83062.92517006803,33546.031746031746,0,0,0,#DIV/0!,0.0,0.0
85,Genesee & Orleans Counties PUMA,404,404,0,43379.70297029703,43379.70297029703,0.0,239,239,0,29000.0,29000.0,0.0,29,29,0,28600.0,28600.0,0.0,136,136,0,71801.4705882353,71801.4705882353,0.0
86,Erie County (Northeast) PUMA,529,350,179,93368.62003780718,120217.14285714286,40871.50837988827,529,350,179,93368.62003780718,120217.14285714286,40871.50837988827,0,0,0,#DIV/0!,0.0,0.0,0,0,0,#DIV/0!,0.0,0.0
87,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",24754,15500,9254,55212.60685141795,55714.993548387094,54371.13356386428,9055,5376,3679,70723.27112092766,70755.43154761905,70676.27616200055,12776,8005,4771,46171.646055103316,47228.85696439725,44397.80968350451,2923,2119,804,46679.678412589805,49615.00707881076,38943.407960199
88,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,4992,2857,2135,63637.74038461538,54814.20371018551,75445.16159250586,2509,1352,1157,93599.02750099641,81401.28698224852,107852.56698357822,1377,929,448,30212.08424110385,25330.075349838535,40335.71428571428,1106,576,530,37285.35262206148,39961.805555555555,34376.6037735849
89,Nassau County (West Central)--Hempstead Town (West Central) PUMA,9462,5515,3947,70277.96026210104,70413.20036264733,70088.99417278946,4810,2329,2481,91506.0291060291,99135.6805495921,84343.81297863765,4176,2817,1359,49201.259578544064,50498.11856585019,46513.06843267108,476,369,107,40675.63025210084,41161.517615176155,39000.0
