,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Avg_PINCP_mf_t,Total_Avg_PINCP_m,Total_Avg_PINCP_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Avg_PINCP_mf_t,BABS_Avg_PINCP_m,BABS_Avg_PINCP_f,Total_HS,Total_HS_m,Total_HS_f,HS_Avg_PINCP_mf_t,HS_Avg_PINCP_m,HS_Avg_PINCP_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Avg_PINCP_mf_t,HSINC_Avg_PINCP_m,HSINC_Avg_PINCP_f
90,Suffolk County (South Central)--Brookhaven Town (South) PUMA,4484,2835,1649,51550.27876895629,69344.00352733686,20958.884172225593,925,595,330,104315.2972972973,141900.25210084033,36548.48484848485,2224,1174,1050,32976.25899280576,46603.57751277683,17739.619047619046,1335,1066,269,45933.03370786517,53890.243902439026,14400.0
91,Orange County (Northeast)--Greater Newburgh City PUMA,5003,2852,2151,69730.07395562662,80253.07854137447,55777.67549976755,1974,1017,957,101527.54812563323,130467.33529990168,70773.35423197492,1938,1133,805,56525.892672858616,61016.328331862314,50205.81366459627,1091,702,389,35652.612282309805,38554.13105413105,30416.45244215938
92,Sullivan & Ulster (West) Counties PUMA,3027,1208,1819,64893.09547406673,82706.04304635762,53063.49642660803,1638,410,1228,88199.57264957266,164813.17073170733,62620.11400651466,1215,624,591,37287.654320987655,41153.044871794875,33206.42978003384,174,174,0,38252.87356321839,38252.87356321839,0.0
93,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",12207,7415,4792,58082.50266240681,63338.78894133513,49949.07971619366,6034,3668,2366,67283.76201524693,69111.67393675027,64449.957734573116,4621,2785,1836,41787.29495780134,43047.648114901254,39875.48474945534,1552,962,590,70827.19072164949,100070.47817047816,23145.762711864405
94,Wayne & Seneca Counties PUMA,1602,1037,565,56053.74531835206,62946.576663452266,43402.654867256635,417,234,183,66760.19184652278,78940.17094017094,51185.79234972678,949,567,382,54548.47207586934,64569.664902998236,39674.08376963351,236,236,0,43188.983050847455,43188.983050847455,0.0
95,Albany County (East Central)--Albany City PUMA,2777,1409,1368,53758.318329132155,62912.84599006388,44329.42251461988,1554,601,953,65595.14157014157,87349.75041597338,51875.81322140608,1223,808,415,38717.90678659035,44736.38613861386,27000.0,0,0,0,#DIV/0!,0.0,0.0
96,Nassau County (Northwest)--North Hempstead Town (North) PUMA,8109,5012,3097,161629.92477494144,173993.83280127693,141620.91378753632,6299,3506,2793,182887.37736148594,206423.1660011409,153343.34765485142,1453,1241,212,101984.63179628355,111319.63738920225,47339.622641509435,357,265,92,29315.96638655462,38452.07547169811,3000.0
97,Rensselaer County--Troy City PUMA,1848,1010,838,49435.27597402597,52656.32673267327,45553.10262529833,839,480,359,50431.692491060785,60320.1875,37210.30640668524,710,406,304,58638.30985915493,53924.137931034486,64934.21052631579,299,124,175,24785.953177257525,18838.709677419356,29000.0
98,Tompkins County PUMA,3297,1679,1618,61576.55444343342,61046.337105419894,62126.761433868975,3055,1679,1376,64644.81178396072,61046.337105419894,69035.68313953489,186,0,186,17376.344086021505,0.0,17376.344086021505,56,0,56,41000.0,0.0,41000.0
99,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,8945,5722,3223,57020.760201229736,55015.25690318071,60581.25969593546,2711,1448,1263,80680.70822574696,72954.69613259668,89538.40063341252,5150,3231,1919,48831.16504854369,52717.703497369235,42287.44137571652,1084,1043,41,36757.19557195572,37227.22914669223,24800.0
100,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,22700,15026,7674,46096.05242290749,46999.19406362305,44327.66484232473,5609,2749,2860,63302.69210197896,67499.92724627137,59268.356643356645,14347,10024,4323,40609.3113542901,42874.97905027933,35355.77145500809,2744,2253,491,39611.44314868805,40334.57612072792,36293.27902240326
101,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,22894,15531,7363,43674.81436184153,41343.55804519992,48592.20426456608,8164,4643,3521,55227.70700636943,49427.0945509369,62876.73956262426,12886,9592,3294,38826.89740803973,39172.01834862385,37821.91863995143,1844,1296,548,26403.904555314533,28455.864197530864,21551.094890510947
102,Columbia & Greene Counties PUMA,1029,674,355,79845.57823129251,90219.43620178041,60149.859154929574,376,190,186,157323.93617021278,218177.8947368421,95161.29032258065,343,239,104,44241.39941690962,53483.6820083682,23001.923076923078,310,245,65,25266.129032258064,26822.448979591838,19400.0
103,Madison & Cortland Counties PUMA,446,159,287,113809.41704035875,200547.16981132075,65756.09756097561,159,159,0,200547.16981132075,200547.16981132075,0.0,287,0,287,65756.09756097561,0.0,65756.09756097561,0,0,0,#DIV/0!,0.0,0.0
104,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,21172,9141,12031,70458.18959002456,79302.98216825293,63738.02925775081,14135,6289,7846,82104.93031482137,92782.37557640324,73546.3713994392,6289,2195,4094,49007.6641755446,55986.28701594533,45266.07230092819,748,657,91,30719.786096256685,28173.972602739726,49100.0
105,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,12295,8543,3752,41226.539243594954,43820.44949081119,35320.4157782516,1780,1309,471,60623.93258426966,59537.20397249809,63644.16135881104,9267,6291,2976,40130.581633754184,44165.999046256555,31600.067204301075,1248,943,305,21698.397435897437,19698.409331919407,27881.967213114753
106,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",14067,8403,5664,44374.00867278026,44972.39081280495,43486.26059322034,3990,1640,2350,52286.48621553885,51378.53658536585,52920.11914893617,7813,4783,3030,32558.223473697682,29509.575580179804,37370.6600660066,2264,1980,284,71205.25618374559,77019.14141414141,30671.830985915494
107,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,5546,2199,3347,54646.9347277317,67158.25375170531,46426.91962951897,2943,897,2046,75479.40876656472,123483.83500557413,54433.47996089931,2139,1185,954,32243.94576905096,29118.818565400845,36125.78616352201,464,117,347,25789.224137931036,20600.0,27538.904899135447
108,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",490,379,111,28493.877551020407,28701.84696569921,27783.783783783783,159,66,93,40641.50943396227,58000.0,28322.58064516129,300,282,18,18800.0,18404.255319148935,25000.0,31,31,0,60000.0,60000.0,0.0
109,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,828,598,230,56456.038647343,66923.07692307692,29241.739130434784,167,135,32,64431.1377245509,67851.85185185185,50000.0,463,265,198,59977.53779697624,85449.05660377358,25886.868686868685,198,198,0,41494.9494949495,41494.9494949495,0.0
110,Livingston & Wyoming Counties PUMA,109,109,0,39862.38532110092,39862.38532110092,0.0,0,0,0,#DIV/0!,0.0,0.0,56,56,0,35000.0,35000.0,0.0,53,53,0,45000.0,45000.0,0.0
111,Putnam County PUMA,3172,1394,1778,60843.095838587644,67941.17647058824,55278.00899887514,900,504,396,93768.33333333333,109642.85714285714,73564.39393939394,1956,574,1382,49114.41717791411,46890.243902439026,50038.20549927641,316,316,0,39667.72151898734,39667.72151898734,0.0
112,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",7299,3956,3343,44249.07137964105,42889.02224469161,45858.51032007179,2159,876,1283,53492.45020842983,56262.55707762557,51601.09119251754,4756,2696,2060,39738.051303616485,37794.27744807122,42281.94174757282,384,384,0,48150.0,48150.0,0.0
113,Suffolk County (Northwest)--Huntington Town (North) PUMA,4744,3659,1085,81599.76812816189,87484.50396283137,61754.37788018433,1570,1300,270,159347.89808917197,175233.84615384616,82860.0,2561,1818,743,45523.66263178446,41004.84048404841,56580.48452220727,613,541,72,33192.49592169657,32818.853974121994,36000.0
114,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",10871,6324,4547,50490.00459939288,52561.50221378874,47608.95095667473,2829,1393,1436,73893.1071049841,74551.04091888011,73254.87465181059,6459,3563,2896,44208.6917479486,50115.08279539714,36941.9544198895,1583,1368,215,34295.1989892609,36541.88596491228,20000.0
115,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,9890,5585,4305,60348.37917087968,55134.69471799463,67112.24157955866,5675,2934,2741,80876.01938325992,71343.83435582822,91079.38708500547,3444,1984,1460,33723.42044134727,39444.78830645161,25948.630136986303,771,667,104,28184.954604409857,30503.748125937032,13313.461538461539
116,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,9312,5545,3767,84838.60180412371,94974.76284941389,69918.2373241306,5982,2941,3041,104641.7853560682,130710.35702142128,79430.45050970075,2963,2462,501,52402.39622004725,55842.52640129976,35497.00598802395,367,142,225,23928.065395095367,33321.126760563384,18000.0
117,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,15010,8796,6214,79740.40306462359,83109.27694406548,74971.71709044094,4884,2637,2247,145235.82104832106,138033.37125521427,153688.36226079217,8154,4911,3243,50742.46995339711,63192.14009366728,31889.45420906568,1972,1248,724,37432.86004056795,45431.570512820515,23645.027624309394
118,Orange County (Northwest) PUMA,4315,2447,1868,39769.36268829664,40647.73191663261,38618.73661670236,450,244,206,42535.555555555555,45307.37704918033,39252.42718446602,3327,1790,1537,41769.88277727683,44162.34636871509,38983.60442420299,538,413,125,25084.386617100372,22661.985472154964,33088.0
119,Nassau County (Central)--Hempstead Town (East Central) PUMA,3691,1788,1903,79541.55513410999,102294.95525727069,58163.16342616921,2040,1054,986,106597.83333333333,133426.07210626185,77919.37119675457,1158,682,476,55035.66493955095,59314.2228739003,48905.46218487395,493,52,441,25146.04462474645,35000.0,23984.126984126986
120,Monroe County (North & West) PUMA,495,335,160,132987.37373737374,167088.80597014926,61587.5,256,256,0,206307.6171875,206307.6171875,0.0,239,79,160,54451.88284518829,40000.0,61587.5,0,0,0,#DIV/0!,0.0,0.0
121,Suffolk County (Northwest)--Smithtown Town PUMA,2930,1602,1328,106892.93515358362,126586.07990012484,83136.59638554217,1654,613,1041,145673.09552599757,221611.5823817292,100956.19596541786,1059,772,287,52023.60717658168,64485.751295336784,18501.742160278747,217,217,0,79078.34101382489,79078.34101382489,0.0
122,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,2189,1427,762,56437.09456372773,57827.54029432376,53833.20209973753,879,540,339,67551.87713310581,65902.5925925926,70179.05604719764,992,707,285,51224.49596774193,56378.35926449788,38439.29824561404,318,180,138,41974.842767295595,39294.444444444445,45471.014492753624
123,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",9718,6179,3539,51548.9287919325,52365.41349732967,50123.36818310257,3911,2308,1603,74088.88775249297,79364.70537261698,66492.76356830943,4487,2847,1640,36516.03521283709,38255.97119775202,33495.54878048781,1320,1024,296,35866.21212121212,30739.6484375,53601.35135135135
124,Suffolk County (Central)--Brookhaven Town (Central) PUMA,7051,4749,2302,56322.6776343781,66674.66835123184,34966.63770634231,1888,1434,454,88229.87288135593,101495.11854951186,46330.396475770925,4876,3028,1848,44152.00984413454,51461.690885072654,32174.891774891774,287,287,0,53198.606271777004,53198.606271777004,0.0
125,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,8442,5521,2921,66072.73987206822,76063.43053794603,47189.27422115714,2434,1335,1099,116301.6105176664,161165.39325842698,61803.74886260236,4687,3378,1309,50303.040324301255,52727.29425695678,44047.02062643239,1321,808,513,29475.851627554883,33016.83168316832,23898.635477582848
126,Erie County (South) PUMA,877,608,269,55636.25997719498,55254.93421052631,56498.14126394052,295,162,133,97118.64406779662,115370.37037037036,74887.21804511278,582,446,136,34609.96563573883,33419.28251121076,38514.705882352944,0,0,0,#DIV/0!,0.0,0.0
127,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",9482,5672,3810,50526.01139000211,47263.61071932299,55382.792650918636,3394,1623,1771,60518.1319976429,60333.641404805916,60687.2049689441,4856,3365,1491,47012.808896210874,43906.74591381872,54022.80348759222,1232,684,548,36846.50974025974,32765.35087719298,41940.51094890511
128,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",4106,2803,1303,64876.41987335606,68963.64609347128,56084.02148887183,2215,1389,826,78390.42889390519,80795.39236861051,74346.24697336562,1596,1119,477,52567.5313283208,64548.97229669348,24460.12578616352,295,295,0,30000.0,30000.0,0.0
129,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",5976,4209,1767,48347.881526104415,50707.327156094085,42727.6740237691,2190,1467,723,66719.61187214612,73049.0456714383,53876.90179806363,2983,1939,1044,42688.90043580288,46825.265600825165,35006.513409961684,803,803,0,19265.255292652553,19265.255292652553,0.0
130,Nassau County (West Central)--North Hempstead Town (South) PUMA,11978,7504,4474,97904.86809150109,107348.138326226,82066.17791685293,6819,3243,3576,128375.85129784426,167761.00832562443,92658.27181208054,3472,2639,833,66290.0,74159.067828723,41360.26410564226,1687,1622,65,39804.801422643744,40558.38471023428,21000.0
131,Monroe County (Central)--Greece & Gates Towns PUMA,1399,939,460,51964.724803431025,63646.751863684774,28118.152173913044,694,506,188,54125.0,64585.57312252965,25970.478723404256,705,433,272,49838.156028368794,62549.65357967668,29602.573529411766,0,0,0,#DIV/0!,0.0,0.0
132,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",21792,12146,9646,44144.11481277533,41895.94516713321,46974.953348538256,7627,2445,5182,57935.407106332765,60231.47239263804,56852.06483983018,9602,6737,2865,40232.39950010415,38834.85230814903,43518.70855148342,4563,2964,1599,29323.624808240194,33728.67746288799,21158.16135084428
133,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",23980,13415,10565,67964.89949958299,72736.1065970928,61906.61807856129,11798,6047,5751,81294.77199525344,87620.26790143872,74643.70718135976,10358,6022,4336,57538.15601467465,66068.27632015942,45691.20387453875,1824,1346,478,40955.23574561404,35699.81426448737,55753.97489539749
134,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",13378,6691,6687,38831.7910001495,37106.292034075625,40558.3221175415,2625,1735,890,52187.80952380953,53257.8674351585,50101.79775280899,8781,3593,5188,39229.90547773602,35059.39326468133,42118.23438704703,1972,1363,609,19280.375253549697,21942.33308877476,13322.660098522167
135,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,3814,2014,1800,99080.36182485579,103226.36544190666,94441.44444444444,2067,1171,896,121032.41412675375,121604.61144321093,120284.59821428571,913,437,476,96008.32420591457,116970.25171624713,76763.86554621848,834,406,428,48037.05035971223,35425.862068965514,60000.0
136,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,10640,5419,5221,59430.8204887218,53497.892600110725,65588.7473664049,6047,3059,2988,70643.83165205887,59449.68944099379,82103.96586345382,3724,1669,2055,49304.82814178303,53750.736968244455,45694.01459854015,869,691,178,24798.043728423476,26539.073806078148,18039.325842696628
137,NYC-Manhattan Community District 8--Upper East Side PUMA,18448,11021,7427,156940.04661751952,213348.83222938026,73234.4822943315,16945,10249,6696,167384.89111832398,225695.8220314177,78133.28853046594,1412,681,731,40094.90084985836,52690.16152716593,28361.149110807113,91,91,0,25043.956043956045,25043.956043956045,0.0
138,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,11883,7018,4865,51848.5778002188,52208.98404103733,51328.674203494345,3257,1516,1741,90074.99232422475,110455.3759894459,72328.48937392303,6300,3952,2348,31807.20634920635,34132.79352226721,27892.930153321977,2326,1550,776,52604.04127257094,41328.709677419356,75125.64432989691
139,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",15849,10196,5653,32615.795949271247,31381.095527657904,34842.75605872988,3278,1152,2126,43209.762050030506,32754.6875,48874.97648165569,10379,7081,3298,28910.063589941226,29992.889422397966,26585.172832019405,2192,1963,229,34319.61678832117,35582.57768721345,23493.44978165939
140,Monroe County (East) PUMA,2161,1166,995,79666.20083294771,84773.58490566038,73681.06532663316,1078,597,481,89317.866419295,97018.42546063651,79760.2079002079,998,484,514,73641.28256513026,79640.4958677686,67992.21789883268,85,85,0,28000.0,28000.0,0.0
141,Suffolk County (East) PUMA,6787,4040,2747,73666.58317371445,95062.37623762376,42199.890789952675,1517,310,1207,90792.8147659855,270330.6451612903,44681.19304059652,4386,2846,1540,79936.57090743275,101408.6085734364,40255.12987012987,884,884,0,13168.099547511312,13168.099547511312,0.0
142,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",21362,12368,8994,61320.59030053366,65563.0417205692,55486.62997553925,12026,6845,5181,72653.6662231831,79728.0219138057,63307.214823393166,8465,4734,3731,48131.39515652687,50174.94507815801,45538.48030018762,871,789,82,33025.48794489093,35002.78833967047,14000.0
143,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",12807,7732,5075,38290.96353556649,37269.408949818935,39847.34975369458,4478,2482,1996,45224.58463599822,44003.622078968576,46742.835671342684,6592,3683,2909,37052.45752427184,38019.603584034754,35827.98212444139,1737,1567,170,25116.2233736327,24839.74473516273,27664.70588235294
144,Suffolk County (Central)--Islip Town (Northwest) PUMA,16340,10963,5377,50713.84516523868,56239.16355012314,39448.44336990887,2234,1330,904,75068.0393912265,72896.01503759398,78263.60619469026,8959,5435,3524,51295.8622614131,64943.11867525299,30247.95119182747,5147,4198,949,39130.095201088014,39693.28251548357,36638.77766069547
145,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,10540,5089,5451,186128.82352941178,237337.94458636275,138320.49165290772,9349,3898,5451,202216.94298855492,291570.3437660339,138320.49165290772,765,765,0,87720.7843137255,87720.7843137255,0.0,426,426,0,9777.464788732394,9777.464788732394,0.0
146,Capital Region,16855,10594,6261,601989.1418325867,639310.4591365017,534181.6879933681,10804,6921,3883,829225.4553798496,922274.4050004329,646804.2889814251,4907,2769,2138,321288.7227735485,301099.060723165,288344.7757007967,1144,904,240,183035.26805022356,178644.34449771917,48400.0
147,Central NY,7802,3714,4088,500196.3842600135,682470.8601712824,258623.27759461533,3872,2277,1595,747929.5851941796,822586.4408918874,265507.652630852,2947,1043,1904,203858.18756506327,200643.44216155363,160540.34654547687,983,394,589,131829.44707870707,107767.14285714286,112202.64252569192
148,Finger Lakes,15634,10156,5478,647531.9360265869,709753.379059087,442077.7031804335,7909,5544,2365,771690.710304164,789562.2960147228,528863.8159562396,6568,3944,2624,434494.8218046466,451314.2737576055,316689.4760876168,1157,668,489,288564.9705472953,268090.4536390827,80064.8097826087
149,Long Island,162910,100230,62680,1946310.1730614475,2207219.492382175,1593706.0879641934,72021,38273,33748,2596630.258217884,3188086.5238432656,1951432.4951698703,68282,44375,23907,1354718.6632960644,1522754.5902596447,1041658.3940879062,22607,17582,5025,937254.0873449278,1057024.9776644334,500226.24844843894
150,Mid-Hudson,132278,75378,56900,1222312.6976187548,1349725.3951280138,1069437.899456092,51959,24796,27163,1755409.9688726652,2103429.5951289516,1495910.2196741174,60359,35558,24801,939178.5951126108,1048360.7078887626,733982.472936284,19960,15024,4936,609123.5346525762,620707.8707767584,367595.70592048566
151,Mohawk Valley,6151,3835,2316,250149.18152788334,281228.97452305764,175393.3210769687,1587,993,594,230278.5771789119,246087.19928335247,200804.84454478687,3626,2187,1439,277360.3937555303,324439.59636375133,166839.48773448775,938,655,283,66808.0576030576,68174.38056715956,23106.713780918726
152,New York City,751967,440618,311349,3641637.5645105126,3997592.05440567,3182826.9394865697,346082,181964,164118,4564449.627167393,5123685.88628252,3970094.928489355,330870,203679,127191,2579863.4756758865,2816978.537426278,2059851.2684126839,75015,54975,20040,1956054.0652252452,1993653.5712882455,1464400.5734857486
153,North Country,2454,929,1525,175817.48548141855,197358.855883167,156548.3934700804,1623,911,712,197003.6408740388,201736.88023291796,196519.17765943587,758,18,740,144082.1274851404,10000.0,169796.4131994261,73,0,73,17200.0,0.0,17200.0
154,Southern Tier,8636,5261,3375,393230.9465604634,421829.645868952,334791.8518925537,6000,3576,2424,457744.7704211735,513469.4646904994,316444.07683836133,2194,1474,720,216245.89577763216,165972.5470057018,181759.57036761756,442,211,231,147274.8427672956,99294.44444444444,90771.01449275363
155,Western NY,16159,10612,5547,579546.2448181865,608142.2582212928,498338.1817574622,8458,5084,3374,780184.4962888729,811655.2975567838,687716.1798837181,5859,4273,1586,360246.41540821735,375668.6665635128,290900.18893103296,1842,1255,587,159210.69058611203,150040.21799966012,61127.114427860695
