,puma,ENG_prof_mf_t,ENG_prof_m,ENG_prof_f,NO_ENG_prof_mf_t,NO_ENG_prof_m,NO_ENG_prof_f
146,Capital Region,90.39378813089296,89.88633727673394,90.85884353741497,9.606211869107044,10.113662723266064,9.141156462585034
147,Central NY,87.71846953235712,89.57189901207464,86.31840796019901,12.281530467642892,10.428100987925356,13.681592039800993
148,Finger Lakes,84.16131989000917,85.9968492910905,82.14354435251107,15.838680109990836,14.003150708909503,17.856455647488936
149,Long Island,89.03170689086073,89.65712437328158,88.4539240222629,10.968293109139275,10.342875626718422,11.546075977737104
150,Mid-Hudson,90.15036924993328,90.23897223969095,90.06345289503834,9.849630750066732,9.761027760309046,9.936547104961663
151,Mohawk Valley,72.53428517753147,72.7114967462039,72.39893969516235,27.465714822468534,27.288503253796097,27.601060304837645
152,New York City,82.79898405032183,84.3581765511496,81.34165477047227,17.20101594967817,15.641823448850403,18.658345229527733
153,North Country,79.80576021433356,77.68479776847977,81.76546391752578,20.194239785666444,22.315202231520225,18.234536082474225
154,Southern Tier,94.64555052790347,95.17172722747635,94.10868461147791,5.3544494720965305,4.828272772523643,5.891315388522092
155,Western NY,81.62814070351759,87.26758286176232,76.04958016793283,18.371859296482413,12.732417138237672,23.950419832067173
