,puma,BABS_UnEmp_Total,BABS_UnEmp_M,BABS_UnEmp_F,HS_UnEmp_Total,HS_UnEmp_M,HS_UnEmp_F,HSINC_UnEmp_Total,HSINC_UnEmp_M,HSINC_UnEmp_F
0,Total Geo,2.783478707029246,3.1872893060868983,2.4322848631874323,5.678725201090944,6.022210428873685,5.270165510144231,12.968090598296769,13.297881853571875,12.461789094104079
1,Monroe County (Central)--Rochester City (East) PUMA,1.5851399934633403,3.347135955831608,0.0,11.901271927750722,6.527535165946492,17.59151090342679,14.616019818331957,25.971143174250834,3.440742763517204
2,NYC-Brooklyn Community District 4--Bushwick PUMA,4.482993860247539,6.688741721854305,2.140273311897106,5.072904009720534,6.175066312997347,3.5963041933191184,6.677985285795134,12.278876170655566,0.0
3,NYC-Manhattan Community District 10--Central Harlem PUMA,2.7823302969089454,2.368879134186029,3.201781326781327,13.434369380940147,19.98244266432569,7.670015455950541,16.078162495714775,8.647594278283485,24.36548223350254
4,Ontario & Yates Counties PUMA,2.8823019921085553,3.900497512437811,1.9288110324263883,1.5863098337325143,2.060773118067861,1.053639846743295,0.0,0.0,0.0
5,Albany County (Outside Albany City) PUMA,0.48765095665643554,1.019367991845056,0.0,4.921694203756526,6.455351743600081,3.1643376833352583,15.150466966447595,22.68254790264112,0.0
6,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",1.843562703891966,3.0420168067226894,0.8574194440602959,4.639903167238249,4.3613464977066005,4.94044623385338,3.3853176112590337,2.282850779510022,5.762304921968788
7,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,2.956537959335945,5.965374482499059,0.0,7.125784284433821,9.374181722964128,4.139130434782609,0.0,0.0,0.0
8,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",2.59765720727344,2.0039100684261975,3.194731151086209,5.645996047802766,3.277060575968222,8.767720828789532,28.180039138943247,31.50984682713348,0.0
9,Warren & Washington Counties PUMA,1.7656034294848508,1.7174515235457064,1.7968375658840443,4.980687764764515,7.279295057741776,1.9446251716908842,13.968579234972678,4.563160823594881,28.912466843501328
10,Erie County (North Central) PUMA,2.2493956063207317,3.1655539719450907,1.4464168310322156,2.6907380507712526,4.171392564587271,0.8892977614228765,0.0,0.0,0.0
