,puma,BABS_mf_t,BABS_m,BABS_f,HS_mf_t,HS_m,HS_f,HSINC_mf_t,HSINC_m,HSINC_f
0,Total Geo,43.6436724547302,41.23054557093559,46.03044691797351,51.530146086781905,53.15841999169157,49.919653658264174,4.8261814584878895,5.611034437372845,4.049899423762325
1,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",87.11490728573514,86.61081770169368,87.62117276950653,12.001752080595708,13.38918229830632,10.608333028496178,0.8833406336691487,0.0,1.7704942019972931
2,Tompkins County PUMA,50.12838403572425,47.64208685514427,52.41231593038822,45.45353056098242,46.674438939084816,44.331994645247654,4.418085403293329,5.683474205770913,3.255689424364123
3,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,60.87670200742694,59.91540588905156,61.82362053309119,36.43237715946397,37.86671004826203,35.01949682175097,2.69092083310909,2.217884062686405,3.1568826451578444
4,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",44.18433991340721,46.878531073446325,41.27081105850008,53.99207455786307,50.72033898305085,57.530166488468005,1.8235855287297278,2.401129943502825,1.1990224530319231
5,Madison & Cortland Counties PUMA,28.72006489613092,24.83998030526834,32.62238256932654,63.52943251155081,66.44158401913202,60.600594227504246,7.750502592318273,8.718435675599634,6.777023203169214
6,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,27.06209453197405,0.0,38.1201044386423,71.54772937905469,95.2076677316294,61.8798955613577,1.3901760889712698,4.792332268370607,0.0
7,Dutchess County (Southwest) PUMA,37.917648689865516,37.59393264681325,38.238950276243095,56.40683488146402,54.92972446423602,57.87292817679558,5.675516428670456,7.476342888950738,3.888121546961326
8,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",21.992481203007518,20.52980132450331,22.57217847769029,78.00751879699249,79.47019867549669,77.42782152230971,0.0,0.0,0.0
9,Dutchess County (North & East) PUMA,38.106611860986135,34.22924309350902,41.901447151492945,57.27749078857227,59.38084899303736,55.21890456127496,4.615897350441593,6.38990791345362,2.879648287232094
10,Erie County (Central) PUMA,24.01137207840448,20.942988531220568,27.27889551005959,72.42985313446482,74.74929358967256,69.95987963891676,3.558774787130693,4.307717879106876,2.761224851023659
11,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,31.14580286633519,26.536700430137365,36.28072345030144,63.52003509798186,65.48494519217427,61.330963054567945,5.334162035682948,7.978354377688358,2.388313495130623
12,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",26.57277553284209,24.367871101539443,28.748524203069657,66.6270501545044,68.06652309164872,65.20661157024793,6.800174312653513,7.565605806811837,6.044864226682408
13,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,65.49172346640701,58.420551855375834,71.95576540755468,27.97143784485557,36.264781840424085,20.390159045725646,6.536838688737423,5.314666304200082,7.654075546719683
14,Westchester County (Northeast) PUMA,72.52636556133463,69.6774193548387,74.94206587395054,26.301831712682194,29.525089605734767,23.568742164646885,1.1718027259831836,0.7974910394265233,1.4891919614025757
15,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,56.991049779986234,54.52020049519899,59.41951566951567,41.01236267848056,43.20309197415303,38.85921177587844,1.9965875415332117,2.276707530647986,1.721272554605888
16,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,25.38828265706113,26.94996398762869,23.825873177348253,67.505032312745,67.64394356649578,67.36605629026788,7.106685030193876,5.406092445875524,8.808070532383859
17,Nassau County (Central)--Hempstead Town (East Central) PUMA,51.01357229859057,42.51293220800436,58.83950204695463,45.76953192970245,53.91142571921227,38.27387417495196,3.2168957717069775,3.575642072783374,2.886623778093408
18,Niagara County (North & East) PUMA,28.73119035072311,29.103745832516182,28.36220961852226,68.07970802349864,68.3781133555599,67.78416595447129,3.1891016257782465,2.5181408119239066,3.853624427006449
19,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",35.440133500208596,33.639417693169094,37.0095647081788,61.097204839382556,60.96304591265398,61.2141323443295,3.4626616604088447,5.397536394176932,1.776302947491704
20,"Chenango, Delaware & Broome (East) Counties PUMA",18.33314608845448,13.0211264963038,23.62372463280637,69.04093173051717,69.81124995309392,68.2737227641365,12.625922181028349,17.167623550602272,8.102552603057143
21,Oswego County PUMA,23.069078507422763,20.122953514366493,26.117422953942445,67.39166778119566,69.3207968965744,65.39560514320702,9.539253711381571,10.55624958905911,8.486971902850534
22,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",74.94904576616639,73.20295076342425,76.99899295065458,23.12395775430795,23.228684165379995,23.001007049345418,1.9269964795256624,3.5683650711957458,0.0
23,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,29.416139828932693,22.07792207792208,35.27248411902374,64.60580141316474,72.3292836196062,58.44199264460047,5.9780587579025655,5.592794302471722,6.285523236375794
24,Ontario & Yates Counties PUMA,29.479190210196638,25.748444790046655,33.18424609048201,60.358076910658355,63.15124416796267,57.58414312375314,10.162732879145006,11.100311041990668,9.23161078576485
25,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",72.2403924775143,76.60136167847715,68.04385613049872,25.49741073862088,19.132972071696543,31.62187458216339,2.2621967838648134,4.2656662498263165,0.3342692873378794
26,Erie County (Northwest) PUMA,35.59819370081741,32.52237687788336,38.47430130521348,61.50372501571938,64.80817002484129,58.41383378806873,2.898081283463217,2.669453097275344,3.1118649067177935
27,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,65.74838551459167,64.51165824229578,66.99180327868852,31.7501839287174,32.374042067503666,31.12295081967213,2.501430556690918,3.1142996902005544,1.8852459016393444
28,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",34.03328595662739,37.71515036882921,30.568657114888314,54.13782036587044,47.8721392093815,60.033816855032484,11.828893677502178,14.412710421789294,9.397526030079202
29,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",88.31060350505197,87.89977529473327,88.75898676342135,11.016336562093393,11.684673869547819,10.286904521937782,0.6730599328546415,0.41555083571890294,0.9541087146408654
30,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",44.704049844236756,44.704049844236756,#DIV/0!,55.295950155763244,55.295950155763244,#DIV/0!,0.0,0.0,#DIV/0!
31,NYC-Queens Community District 1--Astoria & Long Island City PUMA,69.64910935623195,67.83725247524752,71.42929523230481,27.95113598609727,30.30631188118812,25.637128236307444,2.399754657670781,1.8564356435643563,2.933576531387749
32,Erie County (West Central)--Buffalo City (West) PUMA,49.2276061346966,49.4271234989534,49.024554322233435,43.495776839297626,44.63479123058279,42.336584818925886,7.276617026005779,5.93808527046381,8.638860858840678
33,Schenectady County--Schenectady City PUMA,34.37626323874202,29.702738810955243,38.761949537690015,59.435685989166466,60.591182364729455,58.3513555868986,6.188050772091519,9.706078824315298,2.8866948754113775
34,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,84.24527791308113,83.03986172626121,85.45553145336225,13.603398820154789,14.95624932483526,12.245119305856832,2.151323266764085,2.0038889489035325,2.299349240780911
35,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",18.33658047553294,15.725202277494757,21.000343892094303,73.46359732914672,73.71141744081511,73.21080585380764,8.199822195320332,10.56338028169014,5.7888502540980475
36,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,67.70747392693195,66.85310215332987,68.66906474820144,25.37708108565505,25.41648356038512,25.33273381294964,6.915444987413001,7.730414286285006,5.998201438848921
37,Suffolk County (Northwest)--Huntington Town (North) PUMA,65.4899837574445,66.4509406022048,64.55337574170098,33.9550622631294,32.918334887292275,34.965520927994866,0.5549539794260964,0.6307245105029342,0.48110333030416425
38,Erie County (Northeast) PUMA,38.65987613791635,36.32899798497893,40.84933581113635,59.45557468102851,61.209012639677596,57.808520889255966,1.8845491810551347,2.461989375343469,1.3421432996076812
39,Monroe County (North & West) PUMA,34.850815133804986,27.074735422710745,42.68483451342006,61.44160771044807,67.64597719936256,55.19100938580602,3.7075771557469492,5.2792873779266944,2.1241561007739174
40,Oneida County (Central)--Greater Utica & Rome Cities PUMA,29.14642728411802,29.08062332974699,29.210812279271934,65.28380906609911,65.35938638808871,65.20986145069276,5.569763649782874,5.559990282164301,5.579326270035317
41,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",36.931887043994664,40.334323490011066,33.24281654562677,47.96388316567688,41.574931562700215,54.89106409851594,15.104229790328445,18.090744947288716,11.866119355857279
42,Erie County (West Central)--Buffalo City (East) PUMA,18.22013352728358,20.34070856522329,15.633021445723275,68.52038342471374,64.08307316411022,73.9339239877453,13.259483048002686,15.576218270666487,10.433054566531423
43,Suffolk County (Northwest)--Smithtown Town PUMA,56.11399471158555,53.025645016928046,59.24363120119883,41.61590441680541,44.30089115460949,38.89502326681915,2.270100871609049,2.6734638284624666,1.8613455319820176
44,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,65.14249836208779,65.03208820141518,65.25188848432151,33.38611050447696,32.90000548516264,33.86772458018586,1.4713911334352479,2.067906313422193,0.8803869354926364
45,NYC-Manhattan Community District 8--Upper East Side PUMA,90.58185634328359,89.03003613369467,91.67395104895105,9.418143656716419,10.96996386630533,8.32604895104895,0.0,0.0,0.0
46,Suffolk County (Southwest)--Islip Town (South) PUMA,43.12294875031558,40.11904761904762,46.23650385604113,54.52411007321384,56.7311507936508,52.236503856041125,2.3529411764705883,3.149801587301587,1.5269922879177378
47,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",85.50991861648016,84.91877334723308,86.07317275060011,12.472448287555103,11.914690296238382,13.00389040642331,2.0176330959647335,3.1665363565285376,0.9229368429765747
48,Erie County (South) PUMA,36.33034111310592,33.2783064672752,39.29836158458851,60.62238180730102,64.20178675470966,57.14150809764389,3.047277079593058,2.5199067780151485,3.5601303177676
