,puma,Total_geo,Total_geo_m,Total_geo_f,Total_Avg_PINCP_mf_t,Total_Avg_PINCP_m,Total_Avg_PINCP_f,Total_BABS,Total_BABS_m,Total_BABS_f,BABS_Avg_PINCP_mf_t,BABS_Avg_PINCP_m,BABS_Avg_PINCP_f,Total_HS,Total_HS_m,Total_HS_f,HS_Avg_PINCP_mf_t,HS_Avg_PINCP_m,HS_Avg_PINCP_f,Total_HSINC,Total_HSINC_m,Total_HSINC_f,HSINC_Avg_PINCP_mf_t,HSINC_Avg_PINCP_m,HSINC_Avg_PINCP_f
113,Suffolk County (Northwest)--Huntington Town (North) PUMA,25234,13311,11923,107060.79694063566,130105.34895950717,81333.54440996393,16746,8383,8363,127905.7207691389,162789.94989860433,92938.06648331939,7919,4570,3349,67902.17830534159,76763.79649890591,55809.73424902956,569,358,211,38568.71704745167,45680.4469273743,26502.369668246447
114,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",22671,11192,11479,56220.24745269287,62262.07469621158,50329.47904869762,6913,2828,4085,63149.836539852455,54552.1216407355,69101.9388004896,13562,7560,6002,55789.15941601534,68105.09788359789,40276.24791736088,2196,804,1392,37068.22859744991,34439.30348258706,38586.65948275862
115,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,33010,19009,14001,88386.6004241139,95504.20432426746,78723.109777873,25096,13294,11802,101909.71589097864,119308.23454189861,82311.68954414506,7537,5452,2085,46358.34549555526,40500.57776962582,61675.635491606714,377,263,114,28415.384615384617,32496.577946768062,19000.0
116,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,24725,13052,11673,107862.2786653185,123435.80064357953,90448.9651332134,16059,7528,8531,125645.90759075907,150724.7104144527,103515.64998241706,8550,5524,3026,75272.42222222222,86247.00398262129,55238.189028420355,116,0,116,48000.0,0.0,48000.0
117,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,49678,25595,24083,108375.13023873747,132951.55225630006,82255.72976788606,28943,13753,15190,148522.4468783471,197262.13335272303,104393.61816984859,18825,10598,8227,54068.63426294821,62285.3708246839,43483.85559742312,1910,1244,666,35252.61780104712,23993.97106109325,56282.282282282285
118,Orange County (Northwest) PUMA,32526,18988,13538,60696.476357375635,66746.26342953445,52211.22322351898,9732,4260,5472,80497.36230990547,95838.45774647887,68554.18494152046,20751,13298,7453,54394.84651342104,61828.878026770944,41130.690996913996,2043,1430,613,30379.735682819384,25808.251748251747,41044.04567699837
119,Nassau County (Central)--Hempstead Town (East Central) PUMA,33389,20331,13058,105207.19488454281,119813.84978604103,82464.97549395007,19336,10385,8951,123822.94580057923,149118.42368801156,94474.99162104793,13785,9678,4107,80097.33405875952,90200.42880760488,56289.74920866813,268,268,0,53659.701492537315,53659.701492537315,0.0
120,Monroe County (North & West) PUMA,37556,18838,18718,55598.706997550325,62142.48327847967,49012.9789507426,14597,6451,8146,67353.42193601425,76934.67679429546,59765.81144119814,21593,11374,10219,49891.32774510258,57562.84508528222,41352.73901555925,1366,1013,353,20207.686676427526,19362.981243830207,22631.72804532578
121,Suffolk County (Northwest)--Smithtown Town PUMA,39442,24591,14851,105921.65458141068,116754.88471391973,87983.47114672413,24496,14338,10158,127866.39247224036,146273.94476217046,101884.16322110652,14789,10162,4627,70026.1511934546,75699.62113757135,57565.85260427923,157,91,66,63248.4076433121,50373.62637362637,81000.0
122,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,28137,14413,13724,51933.31023207876,59108.30153333796,44398.10550859808,9737,5402,4335,75336.4198418404,85720.71269900037,62396.17762399077,16716,7752,8964,40021.90894950945,44055.67079463365,36533.54194556002,1684,1259,425,34851.90023752969,37605.32168387609,26695.29411764706
123,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",17354,11303,6051,61420.74853059813,62270.129169247106,59834.14311684019,7255,4171,3084,70825.97105444521,72040.25893071207,69183.69001297017,8089,5263,2826,56892.37853875633,60099.05947178415,50920.41755130927,2010,1869,141,45696.91542288557,46579.98929909042,33991.48936170213
124,Suffolk County (Central)--Brookhaven Town (Central) PUMA,38752,19547,19205,68424.53524979355,81203.38619737043,55418.12028117678,14371,6412,7959,85253.8932572542,112349.82376793512,63424.629978640536,22966,12435,10531,59210.58477749717,66618.37716123844,50463.466907226284,1415,700,715,47048.48056537103,54994.28571428572,39269.37062937063
125,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,20341,10528,9813,62832.34108450912,63520.64399696048,62093.88668093346,8891,3998,4893,65193.88707681926,71272.02101050525,60227.531166973225,10744,6286,4458,55514.696574832466,58925.19885459752,50705.7200538358,706,244,462,144453.11614730879,54901.639344262294,191748.7012987013
126,Erie County (South) PUMA,59754,31554,28200,61663.21852930348,71359.40990048806,50813.799290780145,23255,11410,11845,82652.81745861105,97834.53812445223,68028.63571127057,35892,19840,16052,48394.0011701772,56441.690524193546,38447.19349613755,607,304,303,42133.7726523888,51248.68421052631,32988.77887788779
127,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",24448,12069,12379,54291.54245746073,56011.79550915569,52614.36868890864,8841,3704,5137,67606.87026354484,72241.57667386609,64265.045746544674,13927,6992,6935,46738.19128311912,48910.763729977116,44547.76207642394,1680,1373,307,46836.01190476191,48390.02184996358,39885.99348534202
128,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",26261,13319,12942,67657.37405277789,81536.05375778962,53374.408901251736,9381,3350,6031,100991.70664108304,157016.2985074627,69872.09418006965,15606,9365,6241,50382.27604767397,56376.689802455956,41387.29370293222,1274,604,670,33815.77708006279,52990.72847682119,16529.701492537315
129,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",29450,15436,14014,62033.011884550084,64983.39919668308,58783.24889396318,12131,5260,6871,65531.687412414474,67505.79847908745,64020.433706884,16418,9409,7009,60128.66366183457,64839.27622489106,53805.05778285062,901,767,134,49628.07991120977,49453.06388526728,50629.850746268654
130,Nassau County (West Central)--North Hempstead Town (South) PUMA,24223,13349,10874,88671.22074061842,99371.04352385947,75536.04193489057,13573,6246,7327,104198.35555883004,126084.41562600064,85541.28838542377,10457,6977,3480,69309.08482356316,76138.62691701304,55616.637931034486,193,126,67,45769.9481865285,61600.0,16000.0
131,Monroe County (Central)--Greece & Gates Towns PUMA,44082,23226,20856,49203.37938387551,52277.00637216912,45780.476601457616,10938,4489,6449,66347.27372462973,82161.07596346625,55339.65110869902,31229,17460,13769,44238.02843510839,46249.907216494845,41686.833466482676,1915,1277,638,32254.569190600523,29632.96789350039,37501.880877742944
132,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",44951,21727,23224,60125.39276100643,63374.220555069725,57085.98174302446,26753,10428,16325,74526.30097559153,89564.69025700039,64920.155589586524,15374,9827,5547,40767.009236373095,39925.50117024524,42257.81503515414,2824,1472,1352,29087.252124645893,34377.17391304348,23327.810650887575
133,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",17023,8556,8467,69170.97926334958,76481.52875175315,61783.58568560293,10222,3951,6271,75687.05537076893,84481.69071121234,70146.0564503269,6523,4327,2196,57488.195615514334,67427.73284030506,37903.32422586521,278,278,0,103701.43884892086,103701.43884892086,0.0
134,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",23603,12275,11328,40434.1541329492,50377.15682281059,29659.93467514124,4583,2231,2352,62760.46257909666,85650.64993276558,41047.87414965987,14830,7769,7061,37008.21308159137,44212.0993692882,29081.999716754002,4190,2275,1915,28139.46062052506,36839.20879120879,17804.250652741513
135,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,25149,15578,9571,105735.83402918605,120483.85030170754,81731.59231010344,15973,9360,6613,126859.14981531334,147655.75854700856,97423.75623771359,8827,5955,2872,70391.10569842528,81672.96725440807,46998.52715877437,349,263,86,32914.04011461318,32231.9391634981,35000.0
136,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,10241,3962,6279,65649.81935357876,85592.27662796568,53066.28444019749,4946,1459,3487,96929.23574605741,156281.42563399588,72095.61227416118,4265,2445,1820,39108.11254396249,44802.37218813906,31458.406593406595,1030,58,972,25351.165048543688,26900.0,25258.744855967077
137,NYC-Manhattan Community District 8--Upper East Side PUMA,75350,33372,41978,154229.28387524883,181213.25842023254,132777.35194625755,69110,28286,40824,157964.81637968455,191444.80520398784,134767.31089555164,5377,4223,1154,75235.14599218895,78747.90433341227,62380.3986135182,863,863,0,347263.8470451912,347263.8470451912,0.0
138,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,22752,12678,10074,82114.81540084389,91795.62864805174,69931.63589438157,15138,7840,7298,103662.20108336637,124368.23979591837,81418.38859961633,6287,3888,2399,44279.287418482585,44540.42695473251,43856.06502709462,1327,950,377,15564.43104747551,16384.0,13499.204244031831
139,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",15724,8365,7359,42894.57262783007,42856.186491332934,42938.206278026904,5224,1593,3631,56153.169984686065,56621.7827997489,55947.57917928945,8356,6105,2251,39576.05313547152,39668.05896805897,39326.521545979565,2144,667,1477,23522.667910447763,39160.41979010495,16460.798916723088
140,Monroe County (East) PUMA,45745,24092,21653,63886.933435348124,69739.71940893242,57374.88800628088,23077,11511,11566,77795.73818087274,84832.50369212058,70792.43472246239,22433,12473,9960,50001.00387821513,56293.62382746733,42120.69779116466,235,108,127,23587.23404255319,14000.0,31740.15748031496
141,Suffolk County (East) PUMA,39169,21877,17292,84956.01393959508,93409.58312382868,74260.96807772381,16512,8092,8420,122755.78851744186,151131.8302026693,95485.13182897863,20572,11918,8654,58543.6287186467,61814.707165631815,54038.80864340189,2085,1867,218,46205.75539568345,44914.30101767542,57266.05504587156
142,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",23624,12847,10777,61494.5690822892,65984.70693547132,56141.98478240698,11982,5235,6747,76467.08646302788,88250.28844317097,67324.49533125834,11380,7350,4030,46098.33655536028,50856.49931972789,37420.297766749376,262,262,0,45496.18320610687,45496.18320610687,0.0
143,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",28625,12304,16321,51169.23318777292,49292.70968790637,52583.8980454629,7897,1435,6462,68107.00265923768,75266.89895470384,66517.02259362426,19509,10131,9378,45357.59905684556,46054.85144605666,44604.36127105993,1219,738,481,34451.92780968006,43235.50135501355,20975.259875259875
144,Suffolk County (Central)--Islip Town (Northwest) PUMA,21243,9697,11546,56202.302876241585,61695.65845106734,51588.6644725446,5199,2153,3046,68618.28428543951,68430.46911286577,68751.03742613264,13283,6897,6386,54661.81284348415,60864.11483253589,47963.210147196995,2761,647,2114,40234.04563563926,48148.68624420402,37811.731315042576
145,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,69070,34040,35030,196825.68814246418,251558.9098119859,143639.3088781045,63451,30513,32938,204428.19246347575,265078.52030282177,148243.13407007104,5239,3527,1712,117317.62550104981,134597.221434647,81718.83177570094,380,0,380,23552.63157894737,0.0,23552.63157894737
146,Capital Region,358015,192673,165342,65387.58552015977,73143.19364934371,56349.97689637237,148630,75511,73119,86855.25970530849,102084.30957079101,71128.00981960913,194825,106341,88484,51043.0234826126,56061.52377728251,45011.73715021925,14560,10821,3739,38185.58585164835,39052.92948895666,35675.4158866007
147,Central NY,247251,133993,113258,61030.70636721388,68734.25395356474,51916.811969132425,94987,45212,49775,82769.0844010233,99742.86693798106,67351.33139126067,140227,80565,59662,48046.69970833007,53809.35393781419,40265.05916663873,12037,8216,3821,40746.996759990034,44447.88096397273,32789.27244176917
148,Finger Lakes,386384,209665,176719,58658.761506687646,65032.138010636016,51097.1864372252,148917,71883,77034,78851.85902213985,92218.06254608183,66379.4077939611,220592,125563,95029,46639.593666134766,51844.25878642594,39762.60488903387,16875,12219,4656,37576.496,40619.65463622228,29590.165378006874
149,Long Island,758100,428056,330044,93066.1660862683,108131.23392733661,73527.27830228697,386353,200486,185867,118213.17724982076,143693.76315553207,90728.46643029693,352432,215793,136639,67699.47147251101,77727.89970017564,51861.646162515826,19315,11777,7538,52911.45275692467,59819.90405026747,42118.0286548156
150,Mid-Hudson,596923,330064,266859,94474.47281475166,110588.52530418344,74543.84045507178,308298,152938,155360,128103.01516714347,164299.52229007834,92470.79705200825,268120,162014,106106,59993.70675816799,66456.34492080931,50125.858952368384,20505,15112,5393,39725.41867837113,40153.01813128639,38527.2204709809
151,Mohawk Valley,149712,83455,66257,52260.665437640266,58727.28409322389,44115.53873552983,43998,21142,22856,75037.01827355789,95637.3654337338,55981.51688834442,96311,55876,40435,43655.812669373176,47211.3264013172,38742.547298132806,9403,6437,2966,33822.7204083803,37461.58769613174,25925.421443020903
152,New York City,1702285,884664,817621,87092.10339161774,96307.39691227404,77121.17746486452,998699,471553,527146,112282.40046700758,131223.23943225894,95339.06894864042,629532,366786,262746,52190.55209266566,57309.68183082233,45044.39146552183,74054,46325,27729,44071.04974748157,49661.86288181328,34730.84929135562
153,North Country,124719,71447,53272,49701.411990153865,53318.8454658698,44849.80571407118,35169,15485,19684,64843.32770337513,77981.384694866,54507.88711643975,83773,51299,32474,44632.242488629985,47947.20969219673,39395.60694709614,5777,4663,1114,31029.697074606196,30513.81085138323,33189.102333931776
154,Southern Tier,178220,97132,81088,54836.21125575132,61282.69653667175,47114.2300956985,59555,29273,30282,71357.03517756696,82629.19413794282,60460.46595337164,110479,62328,48151,46928.734601145916,52630.515979976895,39548.18944570206,8186,5531,2655,41363.50720742731,45805.763876333396,32109.224105461395
155,Western NY,448031,241515,206516,57422.31879044084,63566.16777425833,50237.24989831296,172695,83438,89257,75783.5544167463,87981.88511229896,64380.47884199559,260545,148642,111903,46594.91941891036,51565.92201396644,39991.88136153633,14791,9435,5356,33768.149550402275,36702.56491785903,28598.95444361464
