,puma,BABS_UnEmp_Total,BABS_UnEmp_M,BABS_UnEmp_F,HS_UnEmp_Total,HS_UnEmp_M,HS_UnEmp_F,HSINC_UnEmp_Total,HSINC_UnEmp_M,HSINC_UnEmp_F
0,Total Geo,2.4319940110789298,2.2663864092381547,2.585723924245627,4.899243635515179,5.532313540912382,4.122959580633955,9.952610234366693,9.846711136634713,10.185770558770606
1,Nassau County (Central)--Hempstead Town (Northeast) PUMA,1.3060255268625705,1.0411810411810412,1.548075557449226,2.497105170417359,0.7133656989993065,4.339815762538382,0.0,0.0,#DIV/0!
2,"Chenango, Delaware & Broome (East) Counties PUMA",3.510436432637571,5.922038980509745,1.3318284424379232,4.199116820553995,4.493508512788619,3.884784593674774,5.788617886178861,2.848865282472236,11.852589641434264
3,Cayuga & Onondaga (South) Counties PUMA,2.4967148488830486,3.8292719842591194,1.255112113947257,6.192940838185609,5.018435067595248,7.498482088646023,2.3949579831932777,0.9456264775413712,13.962264150943396
4,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
5,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",1.8261650533878855,4.3150200424428204,0.0,4.990494296577947,6.79038987196087,1.4850098066685347,0.0,0.0,0.0
6,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",1.0257652855181325,1.8918516311634141,0.0,5.447709660093609,2.0559088892175716,9.103954081632654,5.6657223796034,10.050251256281408,0.0
7,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",1.553054961406119,0.5112247166036897,2.3025263831148064,5.808642698208221,4.844863580735728,6.950366706464267,24.2000901306895,26.117952041477643,19.82248520710059
8,Erie County (Northwest) PUMA,1.6483813435659083,2.33911041085929,1.0924697619976589,2.8316977216722146,3.4025270758122743,2.3068625010372585,13.344594594594595,31.72690763052209,0.0
9,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,1.6567237907056276,0.8550155457371953,2.3518978361120966,11.348088531187123,7.479508196721311,16.895200783545544,0.0,0.0,#DIV/0!
10,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",3.4826102128649525,4.198791926533419,2.83794536292105,3.1380753138075312,4.734848484848484,0.0,0.0,#DIV/0!,0.0
11,Saratoga County (South & Central) PUMA,1.59836244066025,0.0,3.0910469131643223,1.6788321167883213,0.7358129220844672,2.86474838382558,13.237221494102227,15.165165165165165,0.0
12,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,1.6217505366086336,1.3748631220343108,1.8589968432129078,4.462276152265388,4.3478260869565215,4.615033127713045,0.0,0.0,0.0
13,Columbia & Greene Counties PUMA,1.3943223994382585,3.1910009182736454,0.0,5.329960502374295,6.976550806585731,3.4453221661749307,30.331061343719572,8.648111332007952,51.14503816793893
14,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,2.979448981423315,2.4335378323108383,3.4063649448264828,6.698025705578376,8.072186318741617,5.063107500362687,19.02654867256637,19.02654867256637,#DIV/0!
15,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,2.01380644593941,2.0903908121953236,1.9266917293233081,6.60377358490566,8.203491646330017,3.35493709492947,0.0,0.0,0.0
16,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,1.3004560040533693,1.7632241813602016,0.9889799378355468,5.90692983719925,6.191950464396285,5.374121537825547,0.0,0.0,#DIV/0!
17,Putnam County PUMA,2.4589241503488632,1.245753114382786,3.440203562340967,7.8441835645677696,7.351482420368126,8.599425578645041,21.710526315789476,21.710526315789476,#DIV/0!
18,Nassau County (Northwest)--North Hempstead Town (North) PUMA,4.037285173317798,4.92546986390149,2.9973441254584543,2.2809850625756964,2.023557837511326,2.799756542909312,12.536443148688047,23.118279569892472,0.0
19,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
20,Rockland County (North)--New City & Congers PUMA,4.072139709482618,4.202719406674907,3.959945380063723,6.015791452562977,3.957286432160804,9.08523259444271,0.0,0.0,0.0
21,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",0.0,0.0,0.0,46.464646464646464,46.464646464646464,#DIV/0!,100.0,100.0,#DIV/0!
22,Orange County (Northwest) PUMA,6.22577519379845,9.968217278243282,3.5245046923879038,3.3808022611153383,5.041860465116279,1.0460251046025104,0.0,0.0,0.0
23,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,1.378154125937713,1.7206477732793521,1.0282628676470589,3.6270691333982477,2.4574669187145557,5.741626794258373,0.0,0.0,0.0
24,Dutchess County (Southwest) PUMA,3.267198010287717,3.206760824264876,3.3248646857395343,2.6450929246820998,2.8991716652385033,2.3072540827952905,4.632310364794441,10.540184453227932,0.0
25,Westchester County (Northwest) PUMA,2.304252600839569,2.079243262537926,2.5396825396825395,5.398655139289145,5.008264462809917,5.940366972477064,60.09852216748769,74.27385892116183,39.39393939393939
26,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,2.9691152335007707,2.1406727828746175,3.8114343029087263,5.52909255351221,5.656424581005587,5.392218190917053,0.0,0.0,#DIV/0!
27,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,2.9692923898531376,1.3828316136581216,4.568854568854569,1.802834514380992,2.9353724716329554,0.9743774810537712,0.0,0.0,0.0
28,Saratoga County (Outer) PUMA,0.0,0.0,0.0,3.286182197746824,3.9739837398373985,2.4339136041263703,1.6605166051660518,2.102803738317757,0.0
29,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,2.700468448608432,3.0159668835008873,2.4251805985552117,6.867535287730727,10.031720856463124,0.0,39.39393939393939,39.39393939393939,#DIV/0!
30,Erie County (South) PUMA,1.2031113695841815,2.0939445387662703,0.4754672125734663,2.569080274304155,1.4074142213227854,3.978350630509988,0.0,0.0,#DIV/0!
31,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,1.9809775762156714,2.426321916549231,1.5099475082625884,1.7749208481243406,2.6792179580014484,0.0,4.850213980028531,7.013201320132014,0.0
33,Suffolk County (Central)--Brookhaven Town (Central) PUMA,3.2516768737241177,1.0859994129732904,5.389742103738047,8.324806614005647,12.0797107024698,4.0573627142357465,0.0,0.0,0.0
34,St. Lawrence County PUMA,9.793396799675918,3.026070763500931,15.005378271782,9.50781968721251,11.784259951799218,6.685896775522819,7.878017789072427,8.540925266903916,6.222222222222222
35,Genesee & Orleans Counties PUMA,0.0,0.0,0.0,3.1769472528304745,3.034965034965035,3.344619704352135,3.5118019573978123,4.394812680115274,0.0
36,Monroe County (Central)--Rochester City (West) PUMA,1.171943326919713,2.639873916469661,0.0,3.908794788273615,5.499276410998553,1.86219739292365,55.666003976143145,51.13636363636363,58.103975535168196
37,Wayne & Seneca Counties PUMA,6.032603957806643,1.7094017094017095,8.768683274021353,3.786114433184365,6.548347613219094,0.861733834391603,0.8822634621235168,1.0269121813031163,0.0
38,Warren & Washington Counties PUMA,0.0,0.0,0.0,6.187691282082361,6.535038932146829,5.771919312961853,3.8502109704641354,4.58254865034526,0.0
39,Erie County (North Central) PUMA,1.9150629770098797,2.5099564693896452,1.3068181818181817,1.0017636684303353,1.7767767767767766,0.0,0.0,0.0,0.0
40,"Clinton, Franklin, Essex & Hamilton Counties PUMA",1.436456269459383,1.840056617126681,1.167452830188679,1.0007073062111964,1.2787465251453123,0.7015444855340439,10.069272637308263,11.497923985946981,5.159165751920966
41,Dutchess County (North & East) PUMA,1.6168544830965212,1.518796992481203,1.7022390991226921,1.7769474736064648,3.0752916224814424,0.2974530581892545,2.829313543599258,0.0,17.888563049853374
42,Tompkins County PUMA,2.9082158817463046,3.816060398078243,1.997245179063361,11.013024602026048,8.967112024665981,13.65142478462558,0.0,0.0,#DIV/0!
43,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",2.823920265780731,3.7985100485100487,1.5632003585835947,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
44,Onondaga County (Central)--Syracuse City PUMA,1.4091595369904377,1.7320607988688583,1.1174968071519795,3.9369517152842164,6.407606448945844,1.28622117090479,31.90899001109878,31.115591397849464,35.6687898089172
45,Suffolk County (South Central)--Brookhaven Town (South) PUMA,7.373938189047532,12.926829268292684,2.92873413602343,9.785454852605795,6.666162227602905,13.725865035366086,0.0,0.0,0.0
46,Suffolk County (Northwest)--Smithtown Town PUMA,2.8777304450285506,1.7399422848412833,4.181252430960716,8.809046142622652,9.653552554315912,7.902697252331736,0.0,0.0,#DIV/0!
47,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,2.87339697232668,4.670714619336758,1.6094596813926751,5.3989578755728544,7.549427383055097,2.760886279443629,9.165247018739354,13.717491075981641,0.0
48,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,2.0243266724587317,0.0,4.66,10.70931849791377,14.85912774990351,0.0,0.0,0.0,0.0
49,Onondaga County (Central)--Syracuse City (Outer) PUMA,1.2522163120567376,1.0508399319174129,1.4529095066007818,4.988340261583697,6.879261933413558,3.055156858724626,27.693089430894307,24.42019099590723,37.25099601593625
50,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,1.0061570806427391,0.0,1.982835158330867,4.65473416649015,5.823627287853577,3.276797046267451,23.742061553492917,22.14650766609881,25.887743413516613
51,Erie County (West Central)--Buffalo City (West) PUMA,3.0597756637796394,4.955472565354783,1.2071869736103313,4.633378317588844,7.230046948356808,2.2452504317789295,0.0,0.0,0.0
52,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",1.3934106003385858,1.9417475728155338,0.7586400674346727,6.121677793172943,8.630158481092106,3.2336735615572216,3.9958304378040306,2.017423200366804,10.186513629842182
53,Monroe County (North & West) PUMA,1.8151995626025148,3.5423006695069996,0.40694789081885857,6.279261911319196,3.1288852051388316,10.448852728768626,0.0,0.0,0.0
54,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,2.6797232320863142,4.633853541416567,0.8138468592388812,18.36998706338939,31.233123312331234,6.539735099337748,0.0,0.0,0.0
55,Cattaraugus & Allegany Counties PUMA,1.2628674519791998,0.8969641214351426,1.5763546798029555,3.454721452651958,4.867731548708884,1.8696883852691217,17.73132017034456,18.009478672985782,17.206703910614525
56,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",2.667105696410932,2.9504741833508956,2.464722483537159,10.253045923149017,13.359977162432202,4.312227074235809,0.0,0.0,#DIV/0!
57,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,1.1261261261261262,0.0,1.9394879751745537,6.356957261894096,9.41479803109618,2.247191011235955,15.44885177453027,21.100917431192663,10.727969348659004
