,puma,BABS_Poverty_Total,BABS_Poverty_M,BABS_Poverty_F,HS_Poverty_Total,HS_Poverty_M,HS_Poverty_F,HSINC_Poverty_Total,HSINC_Poverty_M,HSINC_Poverty_F
0,Total Geo,6.2012973753222855,5.875318083063696,6.471758103172546,20.070344042458945,16.54350112123473,23.707076581247698,51.55915687488266,45.979549466081465,58.37176369559024
1,Nassau County (Central)--Hempstead Town (Northeast) PUMA,2.3214285714285716,4.727865563080011,0.5873847822157962,4.02076582697467,4.016840361653668,4.024767801857585,9.80720871751886,1.636904761904762,20.34548944337812
2,"Chenango, Delaware & Broome (East) Counties PUMA",10.759493670886076,15.508122402720058,6.276747503566334,24.698479286837966,21.267632603561626,27.90711556829035,37.41551335693595,34.573894282632146,41.62011173184357
3,Cayuga & Onondaga (South) Counties PUMA,5.459087308840553,8.898186889818689,2.7913015254787408,19.496125156009636,14.123098043702093,25.03093512462436,33.127962085308056,20.0,53.78048780487805
4,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,15.266106442577032,5.369127516778524,18.214870023632066,36.33920083915167,30.65046461758399,41.157595204940364,55.3480227637531,56.12633181126332,54.86390532544378
5,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",13.14885683446178,14.874696847210995,11.874093662031903,20.64286540909617,16.01825915551406,26.475206070914563,56.763886853290344,48.895612708018156,64.15577032404775
6,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",6.390328151986183,5.636496084501912,7.282128622212647,10.883246188045963,7.872146118721461,14.071161531519918,41.759634888438136,47.56391702846117,35.32870122928915
7,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",6.9858012170385395,9.4509278744978,5.17047055508594,20.131606004523956,16.092677345537755,24.39466215808224,52.92640040190907,49.80956411341515,57.47836835599506
8,Erie County (Northwest) PUMA,2.8722211843825893,3.9037725533078187,2.103203717290291,14.358836206896552,13.3912938477329,15.31018106262986,26.861924686192467,24.480369515011546,28.21522309711286
9,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,6.368353969410051,5.2336815904103755,7.347827316162958,19.6077091306725,22.216351868973717,16.81065004956805,57.050092764378476,70.7514450867052,1.4084507042253522
10,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",3.525385673933512,1.936880939968721,4.833118748143013,12.417156433662624,14.88685244062091,7.433962264150944,100.0,100.0,100.0
11,Saratoga County (South & Central) PUMA,3.0842097411799805,2.372604973501834,3.6841020001374667,12.703569319044805,12.669153682978568,12.750473532050643,6.591070163004961,6.974248927038626,5.845511482254697
12,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,4.417479920545816,3.9757349510032665,4.797878325162743,5.11470096723553,3.689869835880023,6.268328445747801,2.6097271648873073,1.82370820668693,5.405405405405405
13,Columbia & Greene Counties PUMA,7.548245256900904,7.646721468170522,7.475177304964539,20.07314358403562,19.27405392035617,20.919269298762522,65.77299727082999,54.36221419975933,78.82960413080895
14,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,5.073327769166568,2.5671562789466718,7.128132798090485,8.84774415456109,7.115849969751967,10.471464019851116,18.659127625201936,18.14556331006979,20.851063829787233
15,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,2.5367297325864073,1.12401369659074,3.8062746672018193,13.037316957959376,14.224806201550388,11.185006045949214,33.286318758815234,60.115606936416185,7.7134986225895315
16,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,11.2490650710546,14.917191509213904,8.509711697587319,17.239815584611897,14.315943086464793,20.380967312063966,63.88692579505301,57.993311036789294,70.48689138576779
17,Putnam County PUMA,2.5860570236439497,3.1240818724904513,2.1567554895678676,7.679870654810024,11.186988947794053,4.175271617132082,28.07377049180328,18.34862385321101,62.91079812206573
18,Nassau County (Northwest)--North Hempstead Town (North) PUMA,3.0296860365679845,3.323022536456032,2.779036399335448,2.9463611181062705,4.275436793422404,0.8449788755281119,7.355516637478108,11.594202898550725,3.389830508474576
19,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,6.014847308925257,2.89000718907261,10.451112471933047,36.29843609921307,30.650095602294453,42.44125597837388,30.94214876033058,20.14278429372769,50.84586466165414
20,Rockland County (North)--New City & Congers PUMA,4.452825940103581,4.074271974352124,4.728546409807356,8.230210174818307,9.591598599766629,6.489631508279875,39.75963945918878,32.61205564142195,52.91607396870555
21,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",12.648434688736957,10.876320696084525,13.370473537604457,41.54713299851863,37.59781750305119,45.548443409950536,64.77096473994416,67.06094627105053,62.33183856502242
22,Orange County (Northwest) PUMA,0.6464327946393378,1.6289233214143821,0.0,17.74898436538225,13.364609647539998,22.343375772091264,51.14006514657981,49.67462039045553,52.60869565217391
23,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,4.457005754254692,3.3165657771336003,5.497026007852894,42.15746024710511,28.061440677966104,57.6141247531653,62.442183163737276,65.27958387516254,60.87580760947595
24,Dutchess County (Southwest) PUMA,7.03201344642927,5.290961617829137,8.598158598158598,15.712664180314578,11.539166284928996,19.982192230188854,34.67741935483871,46.2619449128724,25.262677021470992
25,Westchester County (Northwest) PUMA,4.186899057786925,2.141280353200883,5.774832923973268,13.55283669516746,15.14819972150388,12.109761583445794,32.28486646884273,37.79527559055118,5.555555555555555
26,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,4.716943388677736,6.7015972280909315,2.9326850022792885,5.420131918554631,3.5894885186106276,7.208812570873158,5.23168908819133,3.5629453681710213,8.064516129032258
27,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,4.562032515299499,6.108829568788502,3.4351960679559785,17.330400555684186,20.394686324195654,14.23473741369948,58.13333333333334,38.40963855421687,82.56716417910448
28,Saratoga County (Outer) PUMA,2.397798742138365,2.4148536279758512,2.384861315130044,18.738800463792558,14.756168130885369,22.73615291198057,44.00162667751118,38.28855140186916,57.095046854082995
29,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,6.351505120513086,3.4923757993113624,8.427066595250848,19.033822934914433,13.33013665787581,26.353846153846156,47.29969012837539,43.387881468376825,51.2184315463004
30,Erie County (South) PUMA,3.313446240697973,3.702038369304556,3.022655899506505,13.651137594799568,11.731118608876201,15.670826833073322,38.67924528301887,32.850241545893724,46.924829157175395
31,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",7.044345427540845,9.310761789600967,5.818895063746322,13.425734381464627,11.800411522633745,15.068635607321132,41.95818671082592,36.01190476190476,51.90924183729939
32,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,6.291546838904343,5.256166982922201,7.314216099709493,37.566807870462014,30.11490584104692,44.90453366857861,47.14690408741401,44.56207892204042,50.44519496469143
33,Suffolk County (Central)--Brookhaven Town (Central) PUMA,5.801681810485919,0.04107338444687842,9.841574651944311,9.67894592642407,8.294551095598216,11.141847241432304,26.649746192893403,20.22222222222222,35.20710059171598
34,St. Lawrence County PUMA,11.209722555368993,11.074718526100307,11.296247704014695,21.091719272187152,18.152549318035476,24.38784218473052,44.480073293632614,42.03683640303358,48.716343143393864
35,Genesee & Orleans Counties PUMA,4.879342349509415,1.4542765590337687,6.794377067254685,14.77269567635201,12.48791410106356,17.524825303420375,56.75193337299227,50.32516258129065,66.17754952311078
36,Monroe County (Central)--Rochester City (West) PUMA,12.676847069391423,13.622222222222222,11.71130276895143,35.19601472817847,30.661849236327804,38.752898737438805,67.57551456829725,69.62399662019433,64.04657933042213
37,Wayne & Seneca Counties PUMA,8.886337543053962,6.418658442559753,10.511616097499047,16.275991528686948,12.132099616103947,20.24112272770086,37.94635510942899,32.736196319018404,48.55144855144855
38,Warren & Washington Counties PUMA,5.114418726640876,5.790355613479798,4.746963562753036,19.660691992152664,16.161021934616354,23.61572798936271,53.11080835603996,45.17906336088154,63.929146537842186
39,Erie County (North Central) PUMA,3.467432235934529,2.4887800897592816,4.290814224907318,18.592345938055924,8.018126329418292,28.883888388838884,5.108695652173913,4.545454545454546,5.9459459459459465
40,"Clinton, Franklin, Essex & Hamilton Counties PUMA",6.977138976912631,4.169193450576106,8.64933188876851,22.62599269825737,20.710494711966838,24.435498627630377,48.71255261203268,48.71478873239437,48.70725604670559
41,Dutchess County (North & East) PUMA,3.0834717607973423,3.0969747698194428,3.0731125584808736,12.913783429960727,9.559920437593238,16.287357759159686,36.164496796858856,21.70186715641261,66.22137404580153
42,Tompkins County PUMA,5.92412038999576,6.514864010120178,5.327082889409759,29.5601052034449,20.171913373520876,37.62101025591872,77.11914641375223,83.96111786148238,70.60185185185185
43,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",6.991071428571429,8.385619274689422,5.148399933676007,35.52729992520568,34.52659752425561,37.2966577935522,100.0,100.0,100.0
44,Onondaga County (Central)--Syracuse City PUMA,16.671698568926995,15.02073613271125,18.11192764273601,36.17581103303932,31.757155019975116,39.88776408450704,68.17533856022808,52.6840490797546,81.62450066577897
45,Suffolk County (South Central)--Brookhaven Town (South) PUMA,7.595109623659586,8.92639902676399,6.509609423434594,12.04529511975148,8.215881746304571,16.03334526671099,40.13186813186813,49.287974683544306,28.684470820969338
