,puma,ENG_prof_mf_t,ENG_prof_m,ENG_prof_f,NO_ENG_prof_mf_t,NO_ENG_prof_m,NO_ENG_prof_f
0,Total Geo,62.202043988794664,65.44751608047078,59.14665094560617,37.797956011205336,34.55248391952922,40.85334905439383
1,Nassau County (Central)--Hempstead Town (Northeast) PUMA,78.50588235294119,83.32506203473945,74.16107382550335,21.494117647058825,16.674937965260547,25.838926174496645
2,"Chenango, Delaware & Broome (East) Counties PUMA",36.79653679653679,74.57627118644068,8.793969849246231,63.20346320346321,25.423728813559322,91.20603015075378
3,Cayuga & Onondaga (South) Counties PUMA,100.0,#DIV/0!,100.0,0.0,#DIV/0!,0.0
4,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,67.18756442501959,70.48465266558966,63.749684157331764,32.81243557498041,29.51534733441034,36.25031584266824
5,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",75.43528944888139,80.18602638979017,71.41024466232933,24.56471055111861,19.81397361020982,28.58975533767067
6,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",65.94990277936635,73.46483066617046,60.73251081971449,34.05009722063365,26.53516933382955,39.26748918028551
7,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",58.734177215189874,36.9811320754717,69.71428571428572,41.265822784810126,63.0188679245283,30.28571428571429
8,Erie County (Northwest) PUMA,87.57984386089424,97.170837867247,69.59183673469389,12.42015613910575,2.8291621327529923,30.408163265306122
9,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,82.92165187186414,78.88394778367523,86.20408163265306,17.078348128135858,21.116052216324775,13.795918367346937
10,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",89.77200085233326,88.58627858627858,91.01835664335664,10.227999147666738,11.413721413721415,8.981643356643357
11,Saratoga County (South & Central) PUMA,74.56964006259781,83.30388692579506,67.62640449438202,25.43035993740219,16.696113074204945,32.37359550561798
12,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,80.72433916924133,70.92665788317962,87.01042547196394,19.275660830758667,29.073342116820378,12.989574528036066
13,Columbia & Greene Counties PUMA,81.37149028077754,72.43697478991596,85.60063643595863,18.628509719222464,27.563025210084035,14.399363564041368
14,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,76.99572522119496,76.92630694940163,77.0581570996979,23.00427477880505,23.07369305059836,22.941842900302113
15,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,84.74396792980863,92.75883640913356,77.2374395781456,15.256032070191361,7.241163590866437,22.762560421854403
16,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,83.21909484225365,89.4720268709982,77.8250633828323,16.780905157746343,10.527973129001785,22.174936617167692
