,puma,ENG_prof_mf_t,ENG_prof_m,ENG_prof_f,NO_ENG_prof_mf_t,NO_ENG_prof_m,NO_ENG_prof_f
0,Total Geo,68.70826251116918,70.71050452192905,66.8324916030286,31.29173748883081,29.289495478070943,33.16750839697139
1,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",74.46196568481602,77.17041800643086,71.82298805560995,25.53803431518397,22.829581993569132,28.177011944390053
2,Ulster County (East) PUMA,70.17686521650742,49.00221729490023,82.43980738362761,29.823134783492577,50.99778270509978,17.56019261637239
3,Albany County (East Central)--Albany City PUMA,81.29985615273964,76.91249312052835,85.2728631946175,18.700143847260364,23.087506879471658,14.727136805382507
4,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,84.40499040307101,86.85064935064936,83.37874659400545,15.595009596928982,13.14935064935065,16.62125340599455
5,Ontario & Yates Counties PUMA,92.15686274509804,92.51824817518248,91.75879396984925,7.8431372549019605,7.481751824817519,8.241206030150753
6,Suffolk County (North Central)--Brookhaven Town (North) PUMA,87.4388511914155,84.32857558986309,91.11570247933885,12.561148808584505,15.671424410136906,8.884297520661157
7,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,83.52342314758114,79.6926785176258,87.48054777466542,16.476576852418862,20.30732148237421,12.519452225334579
8,"Clinton, Franklin, Essex & Hamilton Counties PUMA",82.07126948775056,69.74612129760226,95.7680250783699,17.928730512249444,30.253878702397742,4.231974921630094
9,Oneida County (Central)--Greater Utica & Rome Cities PUMA,68.54680433484086,68.90564714135391,68.20674754861227,31.453195665159146,31.09435285864609,31.793252451387733
10,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",58.47545602847397,66.45872715816004,51.375735500140095,41.52454397152603,33.54127284183995,48.624264499859905
11,Livingston & Wyoming Counties PUMA,94.6872322193659,97.25036179450073,90.96638655462185,5.312767780634105,2.7496382054992763,9.033613445378151
12,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,41.4828914991411,55.13843266072267,32.53937764118325,58.5171085008589,44.861567339277336,67.46062235881675
13,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,76.42235488743437,88.04136070732804,65.6984785615491,23.577645112565634,11.958639292671961,34.3015214384509
14,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,76.98856078744348,81.65915716936125,72.28304405874499,23.01143921255653,18.34084283063875,27.716955941255005
15,Nassau County (Northwest)--North Hempstead Town (North) PUMA,84.94952784109411,86.16568209918944,83.85339276869738,15.050472158905896,13.83431790081055,16.146607231302625
16,Monroe County (Central)--Rochester City (East) PUMA,58.24287652645862,59.00383141762452,57.825630252100844,41.757123473541384,40.99616858237548,42.174369747899156
17,Westchester County (Northwest) PUMA,68.6971405557793,65.05096733929686,72.1170731707317,31.302859444220697,34.94903266070314,27.882926829268296
18,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,63.31383641768147,82.86294874689546,48.88333333333333,36.686163582318535,17.137051253104538,51.11666666666667
19,Onondaga County (Central)--Syracuse City PUMA,66.10297285652736,66.1781543393634,66.03620093552979,33.89702714347264,33.82184566063659,33.96379906447021
20,Westchester County (Northeast) PUMA,86.04518701348016,89.52042628774423,82.82421803548564,13.95481298651984,10.479573712255773,17.175781964514357
21,Madison & Cortland Counties PUMA,96.24664879356568,83.33333333333334,100.0,3.753351206434316,16.666666666666664,0.0
22,Erie County (West Central)--Buffalo City (West) PUMA,67.34084118593427,73.81334556294428,60.83851647085925,32.659158814065734,26.186654437055722,39.16148352914075
23,Monroe County (Central)--Rochester City (West) PUMA,66.85303514376997,72.17073855658523,59.83697665802149,33.146964856230035,27.829261443414772,40.16302334197851
24,Suffolk County (Central)--Islip Town (East) PUMA,88.24884792626729,83.49788434414668,91.52872444011685,11.751152073732719,16.502115655853313,8.471275559883155
25,Nassau County (Central)--Hempstead Town (East Central) PUMA,88.06392878818531,97.97837329572168,80.5752840909091,11.936071211814687,2.0216267042783262,19.42471590909091
26,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",43.24296490821555,46.92311968425148,40.06809898331095,56.75703509178446,53.07688031574851,59.93190101668905
27,St. Lawrence County PUMA,93.82640586797066,94.78527607361963,92.40121580547113,6.17359413202934,5.214723926380368,7.598784194528875
28,Columbia & Greene Counties PUMA,68.78411910669975,81.86356073211314,63.22489391796322,31.215880893300245,18.136439267886857,36.77510608203677
29,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,67.27881098747179,70.34587995930825,64.67711779088164,32.72118901252821,29.65412004069176,35.32288220911837
30,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",71.70538294393046,75.2138806113621,68.64275225508706,28.294617056069534,24.786119388637893,31.357247744912943
31,Monroe County (North & West) PUMA,100.0,100.0,100.0,0.0,0.0,0.0
32,Schenectady County--Schenectady City PUMA,82.97101449275362,78.4401390958768,87.89843327930849,17.02898550724638,21.559860904123198,12.101566720691519
33,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",79.26152532726238,70.9290564947262,87.34407848633496,20.73847467273762,29.070943505273807,12.65592151366503
34,Niagara County (North & East) PUMA,100.0,100.0,100.0,0.0,0.0,0.0
